data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
7 de outubro de 2023;Conforto;Localização excelente ;;;;;;
Instalações muito bem cuidados; quarto confortável e limpo.;;;;;;;
"Oferecem água de cortesia""";Estacionamento muito caro, porém na rua da frente tem uma praça que você pode estacionar.;10;;;;;;
6 de outubro de 2023;Perfeita;Localizacao otima e o cafe da manha excelente.;Gostamos de tudo.;9;;;;
5 de outubro de 2023;Precisa melhorar café da manhã;Quarto;Café da manhã e chuveiro;8;;;;
1º de outubro de 2023;Fantástico;Localização, conforto;Poucas opções no restaurante;9;;;;
1º de outubro de 2023;Fantástico;Quarto, infraestrutura, café da manhã;O ar condicionado do quarto não esfriava bem e deixava o quarto quente durante a noite;9;;;;
28 de setembro de 2023;Noites no Recife;Atendimento, conforto da cama, localização, café da manhã, vista.;;10;;;;
28 de setembro de 2023;Fantástica;Visão privilegiada;;10;;;;
28 de setembro de 2023;Excelente localização.;Hotel na beira mar. Cama confortável.;Janelas não estão bem vedadas, e como venta muito faz muito barulho, o que incomoda para dormir. Box com vazamento de agua, o que faz o banheiro ficar todo molhado.;9;;;;
26 de setembro de 2023;Fantástico;Ótima localização, café da manhã muito bom!;--;9;;;;
22 de setembro de 2023;Muito bom;A localização é ótima. O café da manhã é farto e com coisas regionais de boa qualidade. A cama e a roupa de cama são ótimas.;A água quente do chuveiro pela manhã não esquenta como durante a noite. A exaustão da cozinha não funciona adequadamente. Pela manhã o cheiro de comida é bastante forte pelos andares mais baixos a ponto de ficar com cheiro de comida na roupa.;8;;;;
22 de setembro de 2023;Excelente opção para Recife. Com certeza vou retornar.;Limpeza e conforto.;;10;;;;
21 de setembro de 2023;Ótima localização com vista mar;Conforto do quarto com vista mar, café da manhã e localização;Nada;10;;;;
20 de setembro de 2023;muito agradável;Um ótimo café da manhã, localização excelente, quarto amplo, ventilado e confortável;o serviço de arrumação do quarto não havia sido feito até às 16 horas. os preços cobrados no frigobar são absurdamente altos. Não possui serviço de de banho de mar (cadeiras, guarda-sol);9;;;;
19 de setembro de 2023;simplesmente maravilhosa;Já é a segunda vez que me hospedo nele e sempre que for para recife quero ficar lá simplemente MARAVILHOSO;Tudo impecável;10;;;;
18 de setembro de 2023;Muito bom;Localização;;8;;;;
18 de setembro de 2023;Fantástico;Ótimo hotel. Beira da praia, perto de bons restaurantes e comércio. Café da manhã muito bom, quarto bom, amplo, confortável. Muito bom mesmo.;O banheiro poderia ser um pouco melhor, mas no geral é um ótimo hotel.;9;;;;
18 de setembro de 2023;simplesmente maravilhosa;Tudo maravilhoso não tenho nada a reclamar a moça da tapioca do café da manhã é maravilhooosa;nada, tudo perfeiro;10;;;;
17 de setembro de 2023;Hotel maravilhoso;Hotel espetacular;;10;;;;
16 de setembro de 2023;Excelente localização;A localização é excelente. O quarto de ótimo tamanho. O pessoal do estacionamento muito eficiente. As instalações do hotel funcionam perfeitamente com uma arquitetura interessante e elevador panorâmico.;O café da manhã organizado para ambiente de negócio, o que é esperado para um hotel em uma capital.;9;;;;
12 de setembro de 2023;Sempre bom;De ter 2 ar condicionados no quarto e poder deixar o que tocava perto do meu pai idoso desligado.Adorei o pequeno terraço e a vista.;Adoraria que pudéssemos escolher os travesseiros.Eram todos iguais.;9;;;;
7 de setembro de 2023;A estadia foi tranquila e confortável, hotel com excelente localização.;Comodidades como secador e ferro de passar no quarto foram um diferencial, quarto limpo, café da manhã incrível sobretudo a tapioca preparada na hora.;Único ponto que preciso destacar é a baixa pressão do chuveiro.;9;;;;
4 de setembro de 2023;Hotel muito bom, bem localizado.;Hotel muito bom, bem localizado, quarto amplo, com vista. Café da manhã excelente. Atendimento muito cordial.;Chuveiro. Alternava água morna, quente, fria. Tinha que abrir pouco para estabilizar na água quente.;8;;;;
3 de setembro de 2023;Viagem a trabalho;Limpeza e acomodação;;9;;;;
30 de agosto de 2023;Excepcional;Localização e café da manhã;;10;;;;
28 de agosto de 2023;HOTEL BOM. POREM COMIDA JÁ FOI MELHOR.;DO CAFÉ DA MANHÃ, DO QUARTO E DOS AMENITIES HOTEL.;DRINK DE BOAS VINDAS, FALTA OPÇÃO,COMIDA RUIM E SERVIÇO DE TAXI.;8;;;;
26 de agosto de 2023;Excepcional;Tudo;Nada;10;;;;
25 de agosto de 2023;Muito bom;Atendimento dos funcionários. Todos educados e atenciosos.;Não tem estacionamento/garagem no prédio. Nos momentos em que pedíamos o carro havia apenas uma pessoa para levar os carros até o estacionamento. Se havia um carro na fente do nosso tínhamos que aguardar o funcionário levar esse carro até o estacionamento e voltar à pé.;8;;;;
24 de agosto de 2023;Uma boa opção beira mar! Recomendo!;Excelente Café da Manha! A jovem da Tapioca tira muita onda! Excelente!;;;;;;
Quartos amplos e confortáveis! Serviço de Manobrista com preço justo (20;00 a diária Ago/23);;;;;;;
Melhores opções de quartos;" os das colunas 05 e 06. Anotem essa dica!""";Os quartos da coluna 01, não possui uma vista ao mar tão favorável quanto aos outros, devido a arquitetura do edificio.;;;;;;
Fiz um relato para recepcionista; sobre um incomodo durante toda a noite; causado por um barulho atras da cabeceira da cama; como se fosse um dreno do ar condicionado ou qualquer outra tubulação. Infelizmente a mesma não deu importancia para o caso. Se eu tivesse que passar mais uma noite ali; solicitaria um novo quarto;" pois nao teria condições de dormir no mesmo! Ap 1301.""";10;;
24 de agosto de 2023;Confortável;Gosto do espaço do quarto. Do chuveiro forte. Da liberdade de poder guardar meu carro e retirar na hora que eu quero. Do restaurante oferecer buffer podendo almoçar rapidamente. Preço justo dos alimentos. Poder receber iFood. Ser próximo a mercadinho, sorveteria, barzinho.;Não gosto do aperto do estacionamento, com caminhoneta é difícil manobrar. Não gosto das taxas extras que apenas nesse hotel vejo ser cobrada. O ar condicionado sempre deixa a desejar em qualquer quarto que venhamos a ficar, (quarto grande demais para potência do ar).;10;;;;
23 de agosto de 2023;Foi ótimo;Tudo excelente!;A piscina é bem pequenininha mas pra isso tem a praia gingante em frente.;10;;;;
22 de agosto de 2023;Excepcional;Localização excelente;;;;;;
"Atendimento cordial""";;10;;;;;;
21 de agosto de 2023;Fantástico;Boa;Ótimo;9;;;;
10 de agosto de 2023;Maravilhosa;De tudo,ótimo quarto de frente pro mar.;;;;;;
"Muito confortável.""";Tudo ótimo;10;;;;;;
10 de agosto de 2023;A suíte poderia ser mais aconchegante.;Localização,aparelho moderno de TV na suíte e atendimento dos funcionários.;Quarto da suíte sem charme,parecendo quarto standard.;8;;;;
10 de agosto de 2023;Gostei;Localização e vista;Comida do restaurante;8;;;;
9 de agosto de 2023;Excepcional;Ótima localização, pois permite ir para vários locais.;;;;;;
Café da manhã com muita diversidade e produtos de boa qualidade.;;;;;;;;
"Todos os espaços do hotel eram bem limpos""";Não identifiquei disponibilização de toalhas para a ida a praia.;10;;;;;;
7 de agosto de 2023;Estadia sensacional;Quarto amplo e confortável, cama e lençóis de excelente qualidade. Vista para o mar indescritível.;O misturador de água do box estava desregulado;10;;;;
3 de agosto de 2023;Ótimo custo benefício.;Localização excelente. Em frente a Praia de Boa Viagem e próximo a dois bares/restaurantes muito bons.;Nada a considerar.;9;;;;
2 de agosto de 2023;Muito confortável e um café da manhã memorável;O café da manhã e o quarto são incríveis. Todas as instalações são muito bem conservadas e parecem novas. A cama é confortável e o chuveiro é ótimo;O único ponto que vejo que poderia ser melhorado é a limpeza/ arrumação do quarto. O sabonete líquido do banho acabou no segundo dia e não foi reposto. Também percebemos que a limpeza do banheiro não foi tão cuidadosa;9;;;;
30 de julho de 2023;Ótima escolha em Recife!;Quartos grandes, iluminados e arejados!;Elevadores lentos!;9;;;;
25 de julho de 2023;RELAXANTE;ATENDIMENTO CCORDIAL DA EQUPE. CLEITYONE OUTROS;DOS TUBAROES NA PRAIA;10;;;;
24 de julho de 2023;Muito bem atendido por todos os funcionários… PRINCIPALMENTE A SRTA JULIANA;Tamanho do quarto;Nada;8;;;;
22 de julho de 2023;Fantástico;Equipe atenciosa, boa localização, ótimo café da manhã e quarto espaçoso.;A ducha com pouco água e no 1o dia o quarto tinha um cheiro de mofo.;9;;;;
17 de julho de 2023;Excepcional;Eu gostei de tudo no Radisson Recife;;10;;;;
16 de julho de 2023;Excepcional;Atendimento dos.funcionarios e limpeza;;10;;;;
14 de julho de 2023;Excepcional;Perfeito o hotel, apartamentos confortável, hotel maravilhoso, vale a pena se hospedar.;;10;;;;
14 de julho de 2023;Excepcional;Localização privilegiada, hotel luxuoso,quartos bem espaçosos, tudo perfeito, vale a pena ficar no Radisson Recife. ;;;;;;
Pense num café da manhã; hotel confortável ;;;;;;;
Valeu a pena;" minha família adorou.""";;10;;;;;
13 de julho de 2023;Excepcional;Localização, simpatia dos funcionários!;;10;;;;
10 de julho de 2023;Excelente;Atendimento dos funcionários, localização, acomodação, limpeza, serviços, alimentação.;Estava tudo excelente;9;;;;
10 de julho de 2023;Tive uma estadia bastante agradável;Café da manhã;Preço;10;;;;
4 de julho de 2023;DELICIOSA!;Cortesia de Check In 10h. Muito atencioso.;Toalhas não eram equivalentes ao nível de amenidades de banho.;10;;;;
3 de julho de 2023;Excelente!;Quarto amplo, bem arejado! ;;;;;;
Limpo! ;;;;;;;;
Camas confortáveis! ;;;;;;;;
Lençóis limpos e macios! ;;;;;;;;
Travesseiros novos!! ;;;;;;;;
"Atendimento de primeira! Atenciosos! Gentis!!""";Gostei de tudo;10;;;;;;
3 de julho de 2023;Bom hotel em boa viagem;Localização ótima na praia de boa viagem.;Para quem tem transtorno de ansiedade aquele meio do hotel é desagradável nos andares muito altos.;9;;;;
3 de julho de 2023;Excepcional;Quarto amplo, restaurante aberto para todas as refeições e de frente para a praia. Perfeito! Estivemos à trabalho num dia útil e passeamos no final de semana. O atendimento foi perfeito todos os dias.;Um pequeno detalhe, a carta de vinhos estava desatualizada e para escolher a bebida fomos convidados a entrar na adega.;10;;;;
2 de julho de 2023;ÓTIMA ESTADIA;Localização perfeita, quarto amplo e confortável, café da manhã ótimo.;Nada a reclamar.;10;;;;
2 de julho de 2023;Bom custo/benefício;Gostei do tratamento da Recepcao, do quarto e do café da manhã.;;10;;;;
26 de junho de 2023;Muito bom;Estrutura boa, quarto confortável, café da manhã ótimo e bom atendimento.;Secador do quarto desarma com pouco tempo de uso e havia lâmpada queimada (piscando) na entrada do quarto.;;;;;
;;;;;;;;
"Não acho higiênico a lixeira do banheiro não ter tampa.""";8;;;;;;;
20 de junho de 2023;Fantástico;Ótimo café da manhã. Almoço muito bom no restaurante do hotel. Pessoal prestativo.;;9;;;;
5 de junho de 2023;indico esse hotel pois preenche todos os requisitos que são necessários para o que se propõe.;excelente localização, ótimo atendimento, café da manhã muito bom, limpeza eficiente, acomodações modernas e confortáveis.;gostei de tudo;10;;;;
4 de junho de 2023;Terceira vez no hotel. Padrão excelente.;Terceira vez que nos hospedamos neste hotel, desta vez com bebê. O quarto é bem amplo e confortável. Café da manhã muito farto e gostoso.;;9;;;;
29 de maio de 2023;Agradável e tranquila! Vista linda!;Do tamanho do quarto, da vista e do conforto da cama.;De não ter sucos de frutas naturais e itens mais regionais no café da manhã.;9;;;;
25 de maio de 2023;Muito bom;Tudo excelente;A piscina e pequena!;8;;;;
24 de maio de 2023;otimo custo benefício. localização excelente, vista da praia!;localização, atendimento do restaurante e preço;Toalhas velhas.;9;;;;
23 de maio de 2023;Hospedagem perfeita....;Instalações confortáveis, restaurante com muita qualidade e staff cordial.;;;;;;
A localização é excelente.;;;;;;;;
"Super recomendo""";;10;;;;;;
23 de maio de 2023;Muito bom;Atendimento, vista, tamanho do quarto, restaurante.;Os lençóis estavam com uma mancha de mofo.;8;;;;
17 de maio de 2023;Excelente!;Instalações do hotel muito agradáveis, quarto confortável e espaçoso, café da manhã incrível, time muito simpático e bar com boas opções de drinks! Além disso tem um salão de beleza ótimo e com bom custo-benefício. Com certeza voltaremos mais vezes!;Nada. Amamos tudo;10;;;;
14 de maio de 2023;ótima;conforto, cama muito boa, limpeza, quarto bem equipado;;10;;;;
13 de maio de 2023;Muito bom;Localização;O cheiro do quarto, sensação de mofo;8;;;;
13 de maio de 2023;Excepcional;Estadia maravilhosa! Hotel perfeito, com localização sensacional, em frente a praia de Boa Viagem. Excelente quarto, muito espaçoso, silencioso, cama enorme e super confortável! A limpeza é impecável e o café da manhã é maravilhoso! Além de todos esses pontos positivos, o que mais nos chamou a atenção e nos conquistou foi a cordialidade e simpatia dos funcionários do hotel, o que proporciona um ambiente alegre e muito agradável! Agradecimento especial aos funcionários da recepção Paulo Victor, Débora,;;;;;;
Rummenigg e Wesley; aos manobristas Luiz e;;;;;;;
Marcelo e a menina que prepara as tapiocas e omeletes com tanta animação pela manhã; cujo o nome infelizmente não recordo! Parabéns a administração do Radisson pela equipe maravilhosa;" as pessoas e o ambiente de trabalho fazem toda a diferença no contexto total! Super recomendado esse hotel em Recife! 🧡""";;10;;;;
12 de maio de 2023;Excepcional;cordialidade dos funcionários;não ter sacada;10;;;;
11 de maio de 2023;Excepcional;Funcionários nota dez, localização tbm.;;10;;;;
9 de maio de 2023;vista maravilhosa e atendimento classe A;tudo;nada a declarar;10;;;;
7 de maio de 2023;VENHAM SEMPRE PARA O RADISSON em RECIFE E VEJAM O CARINHO AMOR E DEDICAÇÃO DO PERNAMBUCANO!;AMEI TUDO!O quarto maravilhoso, vista do mar LINDISSIMA,funcionários educados ,bem preparados ,agradáveis , tudo de bom, afinal de contas os pernambucanos SÃO MARAVILHOSOS!!! TODOS NOTA 10!!!;GOSTEI DE TUDO! Nada a reclamar: SO ELOGIOS.;10;;;;
7 de maio de 2023;Muito bom, dentro das expectativas;Gostei de tudo;;9;;;;
6 de maio de 2023;fantástica !;localização e conforto;limpeza do quarto deixou a desejar;10;;;;
5 de maio de 2023;Fantástico;Localização, a vista a praia !!! EU QUERO SEMPRE !!!, comodidades, a cama !!!;O custo do frigobar é muito alto.;9;;;;
3 de maio de 2023;Exelente estadia;Quarto exelenre;;10;;;;
29 de abril de 2023;Muito boa opção em Recife / Boa Viagem;Quarto espaçoso, cama confortável…limpeza pareceu muito boa.;Não chega (ainda) a ser um problema, mas os quartos parecem um pouco antigos…o café da manhã é adequado, mas pelo preço da diária, poderiam oferecer, por exemplo, café expresso;9;;;;
26 de abril de 2023;RELAXANTE;QUARTO AMPLO E CONFORTÁVEL, ;;;;;;
CAFÉ DA MANHÃ DOS SONHOS;" MUITAS OPÇÕES""";GOSTEI DE TUDO;8;;;;;
24 de abril de 2023;Fantástico;;Restaurante a lá carte, a comida deixa a desejar.;9;;;;
22 de abril de 2023;Boa escolha de hospedagem;Localização, café da manhã, boa academia;Eu acho que os funcionários ficam distraídos e aparentam desmotivação ao atender os hóspedes;8;;;;
21 de abril de 2023;Recomendadíssimo;Superou as expectativas, ótima acomodação, quartos amplos e bem cuidados, vista maravilhosa;Nada, tudo ótimo;10;;;;
21 de abril de 2023;Amamos o Radisson;Amamos o Radisson! Não há hotel melhor naquela localização. Conforto, silêncio, arquitetura colossal, hospitalidade, boas refeições.;;10;;;;
21 de abril de 2023;Excepcional;O Radisson mantém sua excelência em hospitalidade e conforto, boa comida e academia boa.;;10;;;;
21 de abril de 2023;local ótimo em Recife;localização;limpeza;8;;;;
20 de abril de 2023;Estadia boa;Boa localização! Bom café da manhã!;;8;;;;
18 de abril de 2023;Um belo hotel, já o box do banheiro do quarto...;Localização, do café damanhã, do tamanho do quarto, da cama confortável e grande.;O box do banheiro foi a grande decepção para um hotel com diárias na faixa de usd 100. Apesar do bom tamanho, do piso não escorregadio, a queda da água do piso é um absurdo de errada, com o ralo colocado do lado contrário dela, causando acúmulo durante o banho. Sensação desagradável com os pés imersos durante o banho, além de um chuveiro com baixa pressão, aumentando o tempo de duração do banho e o consumo de água. Me refiro ao qto 1506.;9;;;;
17 de abril de 2023;muito bom!;localização;piscina;9;;;;
17 de abril de 2023;muito satisfeito;O café da manhã excelente;nada;9;;;;
17 de abril de 2023;Agradavell;quarto espaçoso, cama grande confortável, chuveiro forte maravilhoso, almoço em Bufet muito bom pra quem está com pressa comida boa e preço não bom mas para hotel, aceitável. o entorno do hotel muito agradável com pracinhas, restaurantes, barzinhos, mercadinho, panificadora etc.;Wi-Fi não estava funcionando no andar inteiro, nos trocaram de andar fomos para um quarto menos agradável e o Wi-Fi ainda estava lento, caindo, muito ruim para quem vai a trabalho isso é péssimo. o ar condicionado tb não gela suficiente para o tamanho do quarto e faz bastante barulho. O manobrista não dá conta do serviço em horários de mais movimento. melhor não contratar o serviço já que o estacionamento é no próprio prédio bastante acessível.;8;;;;
14 de abril de 2023;voltaria a me hospedar ai;quarto completo , grande, espacoso;travesseiro muito mole;10;;;;
10 de abril de 2023;;;;9;;;;
10 de abril de 2023;Perfeito.;Tanto as instalações como o atendimento excelentes. Café da manhã excepcional!;Nada;10;;;;
10 de abril de 2023;Excepcional;Serviço impecável e excelente localização.;;10;;;;
3 de abril de 2023;Excepcional;Tudo perfeito!!!!!! Os funcionários muito simpáticos e prestativos. As instalações e a vista do quarto foram magníficas.;;10;;;;
1º de abril de 2023;boa;o quarto amplo e com Boa Vista para o mar;a cama, porque estava com buracos;8;;;;
31 de março de 2023;Excepcional;Localização e conforto.;;10;;;;
27 de março de 2023;Excepcional;Tudo certo ✔️;Nada !!!;10;;;;
24 de março de 2023;Boa estada;Localização, atenção, limpeza ecafé da manhã;Nada;10;;;;
22 de março de 2023;Excepcional;Quarto espaçoso super aconchegante, principalmente o chá e café disponível no quarto.;;10;;;;
21 de março de 2023;Fantástico;Apartamento super espaçoso e claro. Super vista para a praia. Café da manhã é sensacional e o pessoal super simpático! Um alô em especial para o Franklin e pra tia da tapioca (maravilhosa demais!).;;;;;;
Lugares próximos para refeição;" na orla ou ruas em volta.""";O hotel precisa de algumas manutenções, como limpeza de janelas, pequenos reparos pra deixar a experiência ainda melhor.;9;;;;;
21 de março de 2023;Excelente Hotel;A localização é ótima e segura, com várias opções de restaurantes próximos. O Hotel tem uma decoração linda e uma arquitetura inspiradora. O ambiente é extremamente limpo e bonito.;No quarto tinha muitos LEDs acesos que atrapalhavam o sono. Por exemplo, o LED da TV e do ar-condicionado, que não consegui desligar. Além disso, a luminária ao lado da cama emitia luz mesmo depois de apagada.;8;;;;
20 de março de 2023;excelente;limpeza e conforto e a vista pro mar;não tenho nada a reclamar;9;;;;
13 de março de 2023;Fantástico;Ficamos num ótimo quarto, espaçoso e com uma fantástica vista da praia de Boa Viagem. O café da manhã é muito bom;Do estacionamento que é com vallet e em determinados momentos do dia demora um pouco para o carro chegar;9;;;;
11 de março de 2023;localização preço bom atendimento;localização quarto excelente;tudo muito bom;10;;;;
10 de março de 2023;Elogio;Da praia em frente ao hotel ;;;;;;
"Café da manhã excelente""";;10;;;;;;
6 de março de 2023;Fantástico;Do atendimento dos funcionários, em especial, Camila do Restaurante Nabuco.;Do barulho intermitente que há na suite, como um relê disparando permanentemente, dificultando a dormida.;9;;;;
3 de março de 2023;Conforto e café da manhã excelentes;Café da manhã com várias opções, funcionários muito solícitos , quarto vista mar;Banheiro do quarto fica abafado;9;;;;
28 de fevereiro de 2023;satisfeito;Localização;Banheiro muito pequeno;9;;;;
27 de fevereiro de 2023;Ótimo custo benefício! Hotel super moderno e bem localizado! Funcionários muito atenciosos!;Quarto novinho com decoração moderna e super confortável. Estávamos em 3 amigos, e a terceira cama ficava num quarto anexo, todo equipado (com ar condicionado próprio, TV e guarda roupa), o que foi uma surpresa muito legal! O hotel é moderno, salão de café super agradável. A localização é ótima, à beira mar, com vários restaurantes e bares próximos. Academia ótima, super bem equipada!;O ar condicionado do quarto principal pingava e molhava a mesa de cabeceira. A piscina estava em manutenção, não conseguimos usá-la. O café da manhã poderia melhorar (um pouco mais de variedade e qualidade - o pão de queijo, por exemplo, estava duro nos dois dias que provei).;8;;;;
26 de fevereiro de 2023;Boa;Localização, café da manhã, espaço dos quartos;Falta cortinas com blecaute efetivo. O hotel é de frente para o mar e logo ao clariar os hóspedes querem aconhego de um quarto escuro e não luminosidade. É preciso cortinas com blecaute efetivo ou e pelícuas nos vidros das portas e janelas.;8;;;;
23 de fevereiro de 2023;Perfeito;Café da manhã e localização;Nada;9;;;;
20 de fevereiro de 2023;Tranquilidade;Atenção dos funcionários ;;;;;;
Café da manhã ;;;;;;;;
Restaurante ;;;;;;;;
"Fácil acesso""";Dos tapetes do quarto;10;;;;;;
18 de fevereiro de 2023;Foi nossa 2a estadia, bem agradável.;O pequeno almoço e a localização são muito bons.;Senti falta de espaço para colocar as roupas no quarto. ;;;;;
O armário é muito pequeno; sem gavetas.;;;;;;;
O quarto é bem amplo; poderia ter uma cômoda; com gavetas.;;;;;;
"A poltrona do quarto poderia ser um pouco mais alta e mais confortável.""";8;;;;;;;
16 de fevereiro de 2023;atenção aos hóspedes. é possível sentir o zelo em tudo;a localização do HOTELS o conforto. a cama é maravilhosa. comprei até uma igual 🤩;tudo perfeito;10;;;;
10 de fevereiro de 2023;Excepcional;Tamanho dos apartamentos e a vista maravilhosa da varanda;;10;;;;
9 de fevereiro de 2023;Fantástico;Localização muito boa.;;9;;;;
8 de fevereiro de 2023;Fantástico;Quarto espaçoso;Banheiro;9;;;;
8 de fevereiro de 2023;Perfeito e acolhedor;Gostamos de tudo! Café da manhã excelente, quarto grande e muito confortável, funcionários muito gentis e prestativos.Vista incrível do mar.;De ir embora rsrs;10;;;;
6 de fevereiro de 2023;Muito bom;Café da manhã muito bom, quarto grande, conforto da cama, equipe simpática e localização.;O quarto tinha um pouco de cheiro de mofo, a ducha era fraca.;8;;;;
5 de fevereiro de 2023;Excelente.;Quarto espaçoso, roupas de cama novas e boas, frigobar completo, banheiro grande, chuveiro com uma boa ducha, amenidades, toalhas não tão novas mas adequadas. Café da manhã farto, funcionários atenciosos. Bem localizado.;Nada significativo. O elevador que é um pouco demorado e pequeno para a quantidade de hóspedes. A piscina também é bem pequena. Estacionamento é cobrado à parte, porém, é avisado no ato da reserva.;10;;;;
3 de fevereiro de 2023;Excepcional;Localização, cordialidade dos funcionários;;10;;;;
31 de janeiro de 2023;Excepcional;excelente hotel com quarto super confortável equipe maravilhosa extremamente eficiente café da manhã muito bom e localização top;;10;;;;
31 de janeiro de 2023;perfeita;muito boa, boa localização, quarto espaçoso, vista linda e café da manhã excelente;achei que teria secador no quarto;10;;;;
29 de janeiro de 2023;Muito bom;localização;;8;;;;
28 de janeiro de 2023;Excepcional;Café da manhã bom.;;10;;;;
27 de janeiro de 2023;Esperando para voltar para recife novamente, e me hospedar no Radisson de novo!;Tudo!!! Era exatamente como no anúncio que vi aqui! Mas a vista para o mar, a cama king foram ímpares para a experiência ser surreal!;;;;;;
Mas a limpeza da colaboradora Bruna e a atenção é de bater palmas de pé! Fora a moça da chapa do restaurante dos recepcionistas;" de todos!!!""";;10;;;;;
26 de janeiro de 2023;Fantástico;A atenção dos funcionários merece destaque!;;9;;;;
23 de janeiro de 2023;Excelente localização e funcionários muito atenciosos;Excelente localização, limpeza e atenção dos funcionários;sem comentários;10;;;;
22 de janeiro de 2023;Fantástica.;Hospedamos pela segunda vez neste hotel e voltarei sempre que possível.;Se melhorar estraga.;10;;;;
19 de janeiro de 2023;Hotel excelente;Hotel top, localização excelente, atendimento nota 10.;Hotel top, localização excelente, atendimento nota 10.;10;;;;
19 de janeiro de 2023;Muito bom;espaço / frente pra praia;limpeza poderia ter sido melhor.;8;;;;
16 de janeiro de 2023;eu e minha esposa amamos, hotel limpo e aconchegante;limpeza e localização,;;10;;;;
11 de janeiro de 2023;Excepcional;As instalações são excelentes, extremamente confortável, café da manhã delicioso e próximo a excelentes restaurantes;;10;;;;
11 de janeiro de 2023;Fantástico;;De uma recepcionista nos ter colocado no dia do check-in em uma acomodação inferior a que foi contratada (sem aviso de motivo), posteriormente reclamei e foi regularizado.;9;;;;
11 de janeiro de 2023;Fantástico;espaço;;9;;;;
11 de janeiro de 2023;Bom custo benefício;espaço e conforto;Todo dia pela manhã eu era acordado com uma funcionária perguntando se eu tinha roupa pra lavar !!!!;;;;;
A porta do cofre não estava funcionando quando chegamos !!! os números do teclado estavam apagados !!!;;;;;;;;
;;;;;;;;
"No domingo dia 8/01 saímos cedo e até as 16:30 não tinham limpado nosso quarto !!! tive que pedir e daí atenderam""";8;;;;;;;
9 de janeiro de 2023;Excepcional;Equipe atenciosa. Excelente localização.;;;;;;
"Quarto confortável e chuveiro maravilhoso.""";Nada a reclamar.;10;;;;;;
9 de janeiro de 2023;Excepcional;Hotel nota 10 nada a reclamar...a moça que faz as tapiocas hilare...maravilhosaaaa;;10;;;;
6 de janeiro de 2023;Localização privilegiada, ótimo atendimento e quarto.;Quarto amplo e aerado no pacote padrão. Uma linda vista para praia.;Banheiro pequeno.;9;;;;
5 de janeiro de 2023;confortável;as instalações, a limpeza;as tva não smart, é meio absurdo que tão lindo hotel ainda tenha tv com tão poucos canais a cabo, a única coisa que não gostamos foi que a gente não podia descansar no quarto com uma tv smart com acesso pelo menos à Netflix;9;;;;
5 de janeiro de 2023;excelente;localização , o quarto espaço, funcionários atenciosos;só achei a piscina pequena e não ter serviço de bar , e estacionamento ser pago;10;;;;
5 de janeiro de 2023;Tudo perfeito, lindo hotel com atendimento impecável.;O hotel possui uma arquitetura linda, o quarto muito espaçoso e abrange todas as necessidades dos hóspedes. Possui um ótimo secador de cabelo, chaleira elétrica com cafés e chás disponíveis. O box conta com varal para estender as roupas molhadas.;;;;;;
;;;;;;;;
O café da manhã é um show a parte; inúmeras opções; e com uma senhora fedendo tapioca e omeletes. opções Fit tbm.;;;;;;
;;;;;;;;
"A vista para o mar é incrível""";Gostei de tudo;10;;;;;;
4 de janeiro de 2023;No geral bom, mas com um erro grave;A estadia num geral foi muito agradavel, os quartos atenderam as expectativas, a infraestrutura dos quartos tambem estava perfeita, tudo funcionando. O cafe da manha foi um ponto bem positivo, a atencao da maioria da staff tambem, em todas as frentes (recepcao, limpeza, lavanderia, restaurate).;Houve apenas 1 grande ponto negativo na estadia:;;;;;
;;;;;;;;
1. Meu irmão é vegano; e nós pagamos (caro) para realizar a ceia de Réveillon no hotel. Eu avisei que ele era vegano e perguntei se teriam opções para ele antes de realizar a reserva da ceia. Avisei novamente no momento do check-in. Avisei uma terceira vez no inicio da ceia. E um ultimo quarto aviso na hora que pedimos a comida.;;;;;;;
;;;;;;;;
A cozinha tinha uma versão vegetariana de alguns pratos do menu tradicional do restaurante; que disseram que seriam preparados de forma vegana (sem queijo; manteiga; leite; mel; carnes; e afins); o que seria ótimo e atenderia nossas expectativas perfeitamente. Mas o que aconteceu foi que ambos os pratos foram preparados sem o cuidado devido e tinham pelo menos algum ingrediente de origem lacto.;
;;;;;;;;
O que resultou em uma tremenda dor de barriga para o meu irmão; que passou a virada do ano no banheiro do quarto;" uma experiencia bem desagradável e que estragou boa parte da viagem para ele. Eu imagino que em pleno 2022/2023 nao ter uma staff/chef preparados para atender pessoas com restrições alimentícias é bem absurdo e abaixo da expectativa que nos tínhamos no renomado Radisson""";8;;;;;
3 de janeiro de 2023;Fantástico;Ótima localização! Quarto amplo e confortável.;;9;;;;
2 de janeiro de 2023;Fim de ano;O atendimento dos funcionários Nathalia e Cleiton elegantes e atenciosos. Lucia da recepção do restaurante...todos impecáveis. Sempre que foram chamados nos atenderam prontamente.;;9;;;;
1º de janeiro de 2023;Excepcional;Localização;;10;;;;
30 de dezembro de 2022;Maravilhosa!;Cama maravilhosa;Aparelho sanitário encardido;10;;;;
28 de dezembro de 2022;confortável;o espaço do quarto;achei o café da manhã fraco;9;;;;
27 de dezembro de 2022;boa;localização e café da;;;;;;
"manhã""";em relação ao quarto, acho o banheiro muito pequeno e as toalhas ruins. eu m relação a estrutura de lazer do hotel, a piscina e a academia estão velhas e feias, precisa reformar urgente;9;;;;;;
