data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;
22 de novembro de 2023;Impecável;Impecável;;10;;;;;;
22 de novembro de 2023;Excepcional;É sempre uma hospedagem agradável e super bem localizado de fácil deslocamento.;;10;;;;;;
22 de novembro de 2023;Fantástico;Apartamento amplo e muito confortável.;Custo-benefício.;9;;;;;;
21 de novembro de 2023;Acima das expectativas!;Localização excelente! Ótimas acomodações. Tudo muito moderno, confortável e limpo.;;;;;;;;
Funcionários muito simpáticos e cordiais! ;;;;;;;;;;
Tem estacionamento amplo; com ótimo custo-benefício!;;;;;;;;;
"Adorei a estadia!""";Café da manhã.;;;;;;;;;
"Não é ruim. Mas senti falta opções mais variadas.""";10;;;;;;;;;
21 de novembro de 2023;Bom custo-beneficio.;Localização e equipe;Internet poderia ser melhor. A camareira entrou no quarto sem avisar para a limpeza. Quando voltamos do café, ela estava lá.;8;;;;;;
19 de novembro de 2023;Atendeu as necessidades;Café da manhã achei sem muita variedade mas estava bom! De resto tudo ok!;;8;;;;;;
19 de novembro de 2023;Muito bom;Espaco e camas;Nao ter copo disponível no quarto para beber agua;9;;;;;;
18 de novembro de 2023;Excepcional;Achei a localização muito boa, bem como o atendimento.;Não tenho avaliação negativa do hotel;10;;;;;;
14 de novembro de 2023;Excepcional;Tratamento excepcional com os clientes. O pessoal da recepção é muito prestativo e os quartos são muito agradáveis e limpos.;;10;;;;;;
13 de novembro de 2023;Boa estadia;Boa localização, café da manhã muito bom com boa variedade. Colchão bem confortável. Chuveiro excelente.;Reservamos dois quartos, um estava normal mas o outro estava com um cheiro muito forte de cigarro.;;;;;;;
Ligamos para o room service para perguntar dos espumantes em garrafa e nos informaram que precisávamos descer para ver todas as opções. Chegando lá embaixo só tinha uma opção; poderiam ter falado nome e preço por telefone; não precisavam ter nos feito descer. Acabamos pedindo um drink para entregar no quarto e ninguém levou. 40 minutos se passaram;" liguei novamente e aí mandaram alguém levar. Os drinks chegaram em copos de plástico. Fiquei chocada.""";8;;;;;;
13 de novembro de 2023;EXCELENTE ESTADIA.;GOSTEI DE TUDO. OBRIGADO;;10;;;;;;
11 de novembro de 2023;Um dos melhores custo/benefício de Recife, sem dúvidas.;Localização excelente, café da manhã honesto e variado. A tapioca e o omelete feitos na hora com certeza são um diferencial. Cama grande e confortável, equipe atenciosa, nos deu um quarto com ótima vista.;A única coisa que me desagradou foi o sistema de estacionamento/deslocamento para o prédio, que é um pouco confuso. O hóspede estaciona o veículo na garagem do prédio residencial, do qual não podemos ter acesso, e tem que se dirigir ao prédio que corresponde ao hotel, que fica mais distante do local onde fica o carro. Até entender essa dinâmica, é estranho rsrsr;8;;;;;;
10 de novembro de 2023;Excepcional;Tudo de bom.;Ficamos sem elevador parte da estadia e estávamos no 33 andar.;10;;;;;;
9 de novembro de 2023;Excelente;Excelente acomodações, café da manhã e localização!;;10;;;;;;
8 de novembro de 2023;Satisfatória;Localização excelente;Café com poucas opções;9;;;;;;
2 de novembro de 2023;A estadia foi maravilhosa;O café da manhã perfeito, vista do quarto maravilhosa, ambiente muito limpo e muito confortável, amei tudo;;10;;;;;;
1º de novembro de 2023;Fantástica;Gostei de tudo.;;10;;;;;;
1º de novembro de 2023;Muito bom!;Da cama e chuveiro;O barulho do ar condicionado do quarto, pois estava muito alto.;8;;;;;;
31 de outubro de 2023;Fantástico;hotel muito honesto, bom quarto, chuveiro excelente, localização muito boa, excelente para quem vem a trabalho;tudo;9;;;;;;
31 de outubro de 2023;Fantástico;Precisamos fazer algumas alterações na reserva de última hora e a equipe da recepção foi excelente e muito solícita! Resolveu nosso problema com facilidade e sem entraves. Ficamos muito gratos!;;9;;;;;;
30 de outubro de 2023;Bom hotel em boa localização;Cama confortável, bom café da manhã e localização;Demora no check in;8;;;;;;
30 de outubro de 2023;Rápido passeio;Espaço;Mais conforto;8;;;;;;
29 de outubro de 2023;Foi uma boa opção.;Atendimento da equipe foi excelente. A vista maravilhosa.;Não há muitas opções de comércio nos arredores. Distância da praia, apesar de não ser muito longe, mais ou menos quatro quarteirões, o trajeto não é muito agradável e não inspirou muita segurança.;10;;;;;;
28 de outubro de 2023;Muito bom;Comida almoço e janta;Cafe da manhã;;;;;;;
"Barulho máquinas do ar condicionado no corredor""";8;;;;;;;;;
28 de outubro de 2023;Perfeito;Tudo maravilhoso;;10;;;;;;
27 de outubro de 2023;Voltarei novamente!;Do conforto e da vista do apto.;Da piscina.;10;;;;;;
26 de outubro de 2023;Bom;Quarto amplo e confortável. A limpeza bem feita. O café da manhã bem bom.;;8;;;;;;
25 de outubro de 2023;Gostei, mas poderia melhorar;Comida do café boa ;;;;;;;;
"Funcionários prestativos""";Faltou Brinquedoteca;9;;;;;;;;
24 de outubro de 2023;Bom custo benefício;Acomodações limpas, comida de qualidade, local estratégico;Preços altos no restaurante;9;;;;;;
24 de outubro de 2023;Excepcional;Muito confortável e aconchegante;;10;;;;;;
23 de outubro de 2023;Fantástico;Andar alto com vista espetacular da cidade à noite. Acho que foi a hospedagem mais no topo onde fiquei até hoje, no 34o andar. Valeu muito a experiência.;Somente os vidros que poderiam estar mais limpos, mas entendo que manter a limpeza de frente para o mar e num prédio tão alto não é fácil. O checkin também foi demorado, e me parece que os funcionários da recepção não demonstram muito interesse em acelerar o processo. Como há muitos hóspedes, gera um certo congestionamento entre In/Outs, principalmente no horário de abertura de checkin.;9;;;;;;
22 de outubro de 2023;Excepcional;Cama confortável;Café da manhã;10;;;;;;
21 de outubro de 2023;Hotel com excelente custo benefício;Limpeza, organização e localização.;Café da manhã.;8;;;;;;
21 de outubro de 2023;Bom custo-benefício e ótima infraestrutura;Tudo limpo e com boa infraestrutura. Café da manhã bom e com opções feitas na hora!;;9;;;;;;
21 de outubro de 2023;Fantástico;Localização, limpeza;;;;;;;;
20 de outubro de 2023;Bom custo/benefício;Amo a localização, o conforto, a estrutura, o café da manhã, a decoração.;A única coisa que não gosto é a falta de praticidade no checkin, pq me hospedo nesse hotel todo mês e é sempre a mesma burocracia. Isso desfaz a conexão com o cliente.;10;;;;;;
18 de outubro de 2023;Foi maravilhoso;Do espaço e da vista;;10;;;;;;
17 de outubro de 2023;Bom custo benefício;Camas, quarto confortável;Wi-Fi não funciona no quarto;8;;;;;;
17 de outubro de 2023;aconchegante, confortável e com ótimo atendimento no geral.;O café da manhã muito variado inclusive para quem faz dieta, muito diversificado e saboroso;;10;;;;;;
16 de outubro de 2023;Muito bom;Quarto confortável, amplo, cama confortavel, hotel bem localizado, próximo aeroporto e shopping, próximo praia de Boa Viagem. Café da manhã muito bom. Acesso aos elevadores e quartos somente com identificação por cartão;;8;;;;;;
15 de outubro de 2023;Ótimo lugar para relaxar e atendimento impecável.;A vista era incrível e os produtinhos do banheiro eram maravilhosos. Amei que eram tubos de shampoo e condicionador separados 💚;;10;;;;;;
15 de outubro de 2023;Muito bom;Cama boa;;;;;;;;
Chuveiro ótimo;;;;;;;;;;
"Elevadores eficientes""";Os corredores um pouco feios e abandonados;;;;;;;;;
Café da manhã muito lotado tira a paciência da gente;;;;;;;;;;
"Internet não é muito rápida""";8;;;;;;;;;
14 de outubro de 2023;Excepcional;Tamanho do quarto ;;;;;;;;
Localização ;;;;;;;;;;
"Garagem""";;10;;;;;;;;
13 de outubro de 2023;Fantástico;Atendimento;Elevadores;9;;;;;;
11 de outubro de 2023;Excepcional;Tudo excelente. Já havia ficado neste hotel antes e parece até que a qualidade melhorou.;;10;;;;;;
10 de outubro de 2023;Excepcional;o casal saiu antes do café;;10;;;;;;
8 de outubro de 2023;Excepcional...;Otima localização...funcionários atenciosos...belíssimo prédio...;Nada a reclamar...;10;;;;;;
8 de outubro de 2023;Excepcional;Café da manhã excelente;;;;;;;;
Funcionários muito atenciosos;;;;;;;;;;
Quarto limpo todos os dias ;;;;;;;;;;
"Localização maravilhosa rui a praia todos os dias muito perto""";No quarta faltou ter uma bandeja com copos pq tem frigobar . Precisei de talheres e me foi cobrado;10;;;;;;;;
8 de outubro de 2023;Boa opção em Recife.;Boa localização, com ótimo atendimento dos funcionários e quarto confortável.;O café já foi muito bom, na minha última estadia deixou a desejar. Fora isso alguns aparelhos da academia estavam precisando de reparos.;8;;;;;;
6 de outubro de 2023;Muito boa!!;Limpeza!;Gostei de tudo;10;;;;;;
6 de outubro de 2023;Lugar maravilhoso;O hotel é muito bonito e o café da manhã uma delícia! No check-in pedi para ficar em um quarto de onde pudesse ver o mar e a vista do quarto era demais!;;10;;;;;;
4 de outubro de 2023;Rápido porém revelador;OS QUARTOS SÃO MUITO CONFORTÁVEIS;A pessoa não pode dividir no cartão um valor de mais de 350 reais .;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
"E o cardápio do restaurante ter valores altíssimos.""";9;;;;;;;;;
4 de outubro de 2023;Bom custo benefício;Limpeza e cama confortável, vista bacana em andar alto;Café da manhã tem variedade, mas nao era saboroso. Luz do banheiro quebrada;8;;;;;;
2 de outubro de 2023;Excepcional;Limpeza do quarto;Ter que pagar pelo estacionamento;10;;;;;;
2 de outubro de 2023;Estadia confortável com preço justo.;A localização me agradou muito, de fácil acesso para os meus compromissos. O tamanho e conforto do quarto, além da limpeza. A relação custo x benefício valeu a pena! Com certeza voltarei a me hospedar.;O café da manhã tinha poucas opções, mas para mim foi suficiente. Talvez algumas pessoas possam achar pouco.;9;;;;;;
2 de outubro de 2023;Custo-benefício muito bom.;Ótima localização, café muito bem servido, quarto e banheiro limpos e confortáveis.;;10;;;;;;
1º de outubro de 2023;Muito bom;Muito bom o café da manhã. Os corredor precisa de pintura.;A ficha do check-in já poderia estar preenchida, precisando apenas da assinatura.;8;;;;;;
29 de setembro de 2023;Satisfação, respeito, comodidade, serviços e outros, são destaques no uso dos serviços prestados.;Do atendimento das pessoas;Da chave desmagnetizando;10;;;;;;
29 de setembro de 2023;Muito bom;Do atendimento.;Da localização, na foto e na descrição parece ser perto da praia, o hotel está aproximadamente 1 KM. Fui induzido ao erro, queria um quarto com visita para o mar, próximo da praia, no lugar de um quarto que eu veja o mar com 1 KM de distância.;8;;;;;;
26 de setembro de 2023;Excelente estadia;A equipe muito simpática, o hotel em excelente estado. Voltaremos na próxima semana.;O Wi-Fi não pega muito bem na piscina;10;;;;;;
26 de setembro de 2023;Excepcional;Instalação do hotel;;10;;;;;;
25 de setembro de 2023;Satisfeito;Muito bom superou as exoectativas;Gostei de tudo;9;;;;;;
25 de setembro de 2023;superou as expectativas;Atendimento excelente. Inclusive queria deixar registrado o atendimento da Leonara que foi espetacular , meu óculos caiu no buraco do elevador ela prontamente me ajudou a recupera ló devido sua proatividade e gentileza foram nota 10000, muito obrigada, muito obrigada.;;10;;;;;;
24 de setembro de 2023;Excepcional;Tudo;;10;;;;;;
23 de setembro de 2023;Voltarei com certeza!;A localização é ótima, piscina incrível, academia completa e o hotel tem um cheiro muito gostoso. O café da manhã é ótimo!;Não tenho nenhum ponto.;10;;;;;;
20 de setembro de 2023;Excepcional;Adorei as instalações, café da manhã, limpeza, localização. Ótimo custo benefício.;Só uma observação, pelo fato de ser muito alto, deveria ter explicações sobre rota de fuga em caso de emergência.;10;;;;;;
20 de setembro de 2023;Rápida, porém muito boa.;As instalações modernas.;Os quartos poderiam dispor de ferro de passar.;8;;;;;;
19 de setembro de 2023;Excepcional;Atendimento excelente, todo o hotel está de parabéns.;;10;;;;;;
19 de setembro de 2023;Excepcional;Td;Nada;10;;;;;;
13 de setembro de 2023;Excepcional;Funcionários prestativos, boa limpeza, quarto confortável, café da manhã excelente.;Nada a comentar.;10;;;;;;
12 de setembro de 2023;Excepcional;Excelente;Faltou Luz;10;;;;;;
11 de setembro de 2023;Excepcional;Tudo;Algumas vagas de garagem muito apertadas;10;;;;;;
10 de setembro de 2023;Excepcional;Tudo ótimo, dos funcionários, café da manhã, acomodações, etc...;;10;;;;;;
7 de setembro de 2023;Este hotel é maravilhoso, recomendo;O conforto do hotel;Nada, tudooo perfeito;10;;;;;;
4 de setembro de 2023;Top!;Localização, conforto, atendimento, roupa cama/banho, próximo ao shopping, padaria na esquina, vista linda e silencioso.;;10;;;;;;
4 de setembro de 2023;Muito bom;A localização muito boa e estacionamento;Nada para reclamar, tudo certo;10;;;;;;
2 de setembro de 2023;Excepcional;Voltarei mil vezes, super indico;;10;;;;;;
31 de agosto de 2023;òtima estadia, mas o café da manhã deixou a desejar. Poderia ser melhor!;Gostei da hospitalidade dos funcionários e do serviço como um todo. A acomodação tbm estava boa. Funcionários solicitos e atenciosos.;Não gostei do café da manhã. Poucas opções de pães e queijos. Omelete muito mal feito, tapioca tbm. Enfim, não gostei. Poderia ser bem melhor!;8;;;;;;
31 de agosto de 2023;café da manhã nao agradou;quarto muito bom;cafe da manhã, muito repetitivo e paes aproveitados do dia anterior. Area de lazer;9;;;;;;
30 de agosto de 2023;Excepcional;Das instalações;;10;;;;;;
29 de agosto de 2023;Muito bom;Conforto, limpeza e localização;Da gentileza, simpatia e cordialidade de alguns funcionários. Para esse padrão de hotel, era para ser 100%, todos simpáticos e solícitos . Alguns aparentavam estarem trabalhando sem gostar.;8;;;;;;
25 de agosto de 2023;Recomendo!;Ótimo café da manhã, excelente localização, segurança do prédio boa, funcionários excelentes.;Único defeito da estadia: a cama eram 2 de solteiro juntas;10;;;;;;
18 de agosto de 2023;Excepcional;Gostei muito do hotel, o café da manhã é simples, mas muito proveitoso.;Só a parte do estacionamento que é confusa.;10;;;;;;
17 de agosto de 2023;Muito bom;;TV não é smart;8;;;;;;
16 de agosto de 2023;Fantástico;Segurança;Faltou energia elétrica demorou de mais pra chegar;9;;;;;;
16 de agosto de 2023;Excepcional;Tudo;Nada;10;;;;;;
15 de agosto de 2023;Ótimo custo benefício para hospedagem de poucos dias.;As instalações receberam cuidados especiais desde minha última estadia. Café da manhã com boa variedades de alimentos. Funcionários prestativos. Limpeza impecável.;A academia está sempre em péssima conservação. Aparelhos velhos, antiquados e normalmente avariados.;;;;;;;
"A piscina estava bem suja.""";9;;;;;;;;;
12 de agosto de 2023;Boa opção para se hospedar em Recife.;Satisfaz as necessidades, café regional muito bom, quarto razoavelmente confortável, opções boas de estacionamento e atendimento bom dos funcionários.;Poderia investir mais em aparelhos da academia, tem bastante espaço para isso. Ademais, dar uma renovada nos quartos. Especificamente o que fiquei estava com um derrame absurdo da água do ar condicionado dentro do quarto e pelo visto não era coisa recente (a madeira da parede já estava fofa).;9;;;;;;
9 de agosto de 2023;Atendimento e localização boa.;Atendimento ;;;;;;;;
Limpeza;;;;;;;;;;
Funcionários educados ;;;;;;;;;;
"Café da manhã muito bom""";Poderia ter pelo menos uma brinquedoteca e copa baby;;;;;;;;;
Não tem . ;;;;;;;;;;
E não pegam mamadeira no quarto;;;;;;;;;;
"( poderiam facilitar)""";9;;;;;;;;;
9 de agosto de 2023;Foi maravilhoso ter ficar apenas um dia;Tudo simplesmente perfeito;Nada tudo muito bom nada a reclamar;10;;;;;;
7 de agosto de 2023;Muito bom;estava bom;preço de uma garrafinha de agua no bar;8;;;;;;
7 de agosto de 2023;Fantástico;Localização, limpeza e organização do quarto.;Da demora pra fazer o check-in. É um dos hotéis que mais demoramos pra fazer.;9;;;;;;
7 de agosto de 2023;Muito bom;Café da manhã bom, tapioca e omelete à disposição, pratos quentes e sucos. Bem organizado. Senti falta de bolo de rolo.;Travesseiro plastificado. Horrível.;8;;;;;;
4 de agosto de 2023;Ótima estadia, confortável e excelente custo benefício, voltaria certamente !;As instalações e o restaurante 24h;O quarto pequeno, mas não deixa de ser confortável.;9;;;;;;
4 de agosto de 2023;Perfeita;Quarto super arrumado e funcional. Espaço para leitura e a cadeira muito boa.;Não achei o edredom só depois que vi que estava na prateleira em cima;10;;;;;;
1º de agosto de 2023;Excepcional;A estadia foi maravilhosa, voltarei outras vezes! ;;;;;;;;
;;;;;;;;;;
Funcionários excelentes e sempre sorridentes;" amei.""";;10;;;;;;;
1º de agosto de 2023;Excelente, pretendo voltar mais vezes!;Conforto e segurança!;“tudo é pago”, pedir ferro emprestado para passar uma peça, mas só tinha serviço de lavanderia!;10;;;;;;
29 de julho de 2023;Bem confortável.;O café da manhã é muito bom e com bastante variedade. Além disso, outro ponto muito bom do hotel é que a equipe de limpeza sempre está disponível 24 h por dia.;;9;;;;;;
29 de julho de 2023;Muito bom acomodação.;Muito bom café da manhã e atendimento foi ótimo.;Não tenho o que fala;10;;;;;;
28 de julho de 2023;Muito boa.;Boa localização e café da manhã com bastante variedade.;Pagar o estacionamento.;9;;;;;;
28 de julho de 2023;Excelente;Café da manhã, tamanho do quarto, da cama maravilhosa....;De ter vindo embora! Rs;9;;;;;;
27 de julho de 2023;Esperava muito mais do café da manhã;Instalações muito boas;Café da manhã com produtos não frescos. Sucos ralos. Pães velhos. Tapiocas e omeletes realizados na mesma grelha, deixando a tapioca muito gordurosas e com gosto misturado com outros ingredientes. Fiquei mal depois do café da manhã;8;;;;;;
26 de julho de 2023;Espetacular;Conforto.;Nada;10;;;;;;
26 de julho de 2023;Ótima;Limpeza e instalações;Nada;10;;;;;;
20 de julho de 2023;Muito agradável!Pretendo voltar;Tudo. Hotel excelente!!!!!;A comida no restaurante não é a altura do nível do Hotel. Os garçons e atendentes muito atenciosos mas a comida, tirando o café da manhã, é ruim.;8;;;;;;
20 de julho de 2023;Tranquila;Café da manhã muito igual todos os dias;Só o cafe da manha mesmo;8;;;;;;
13 de julho de 2023;Boa estadia.;Limpeza da roupa de cama e banho. Quarto confortável. Cama muito boa.;O café precisa melhorar!!;9;;;;;;
13 de julho de 2023;Podia ser melhor;;O horário do café vai até as 10hs porém neste horário já QUEREM recolher tudo, ou seja, se chegar próximo as 10hs fica na pressão pra ter q comer em 5 minutos. Desnecessário, se tem q arrumar para o almoço as 10hs coloque o horário até as 9:30. Situação muito chata a cada 2 minutos te perguntarem se vai comer ainda…. Lamentável;8;;;;;;
12 de julho de 2023;Fantástico;confortável ;;;;;;;;
"bom café da manhã""";;9;;;;;;;;
11 de julho de 2023;Fantástico;Gentileza dos colaboradores, limpeza e restaurante.;;9;;;;;;
11 de julho de 2023;Maravilhosa em todos os sentidos;Conforto;;10;;;;;;
10 de julho de 2023;Ma ra vi lho so!!!!!!;Tudo perfeito!!!! Atendimento top voltarei com certeza;;10;;;;;;
10 de julho de 2023;Ótimo local em Recife;Ótimo local para estar em Recife, descansar e aproveitar também para fazer negócios;Nada.;9;;;;;;
10 de julho de 2023;Melhor acomodação executiva/viagem rápida de Recife.;É a melhor opção para estadias rapidas em Recife, bem localizado e a certeza absoluta de que a dormida será silenciosa e confortável. O único ponto negativo é o estacionamento que é muito estreito para manobrar passando de um pavimento pro outro.;O único ponto que me incomoda um pouco é o estacionamento que é muito estreito para manobrar passando de um pavimento pro outro. E também como sugestão fica aqui: a revisão dos estofados do restaurante, fui sentar em algumas cadeiras e eles ja estavam afundados, so tinha madeira. Como já fui outras vezes e não havia percebido isso, acredito que seja desgaste do uso, só precisa de uma revisão.;10;;;;;;
5 de julho de 2023;Hospedagem espetacular;De tudo, espetacular;Tudo top;10;;;;;;
4 de julho de 2023;Muito bom;Localização,próximo a shopping, praia,restaurantes, padarias....;Do chuveiro, controlar quente/frio muito complicado, desperdiçando água pra ajustar.;8;;;;;;
3 de julho de 2023;Fantástico;Café da manhã gostoso e variado, quarto limpo, recepção com funcionários educados.;;9;;;;;;
3 de julho de 2023;Excepcional;O Hotel é maravilhoso! adoramos❤️;Achei o atendimento da recepcionista , acho que ela estava de mal humor enquanto a recepcionista do lado dela muito simpática com outro cliente aí sentimos a diferença😔 , eu tive que perguntar se ela leu a minha solicitação quando fiz a reserva? ela nem tinha lido, leu na hora ainda bem que ela trocou o nosso quarto mais só depois que leu.Sao detalhes que observo muito, já estamos viajando para de estressar um pouco...mais em fim o hotel maravilhoso quero voltar café também top.❤️;10;;;;;;
2 de julho de 2023;Fantástico;Limpeza,, organização , ótimas instalações. Funcionários atentos e sempre à disposição.;Café da manhã bom: frios, salsichas, calabresa, tapioca, cuzcuz, bolos variados Faltou o carro chefe, Bolo de Rolo. ;;;;;;;
"Um pouco repetitivo(5dias).... apesar disso tinha frutas(exceto banana) mas faltou maior variedade.""";9;;;;;;;;;
30 de junho de 2023;não sei se voltaria...;A estadia foi ótima, mais o cafe da manhã deixa a desejar, ficamos 5 dias e todos os dias o cafe FOI O MESMO, omelete horrível, não gostei... outra situação foi que minha filha de 17 anos estava em uma delegação e foi no hotel e não pode subir no meu ap. só se pagasse 40 reais, achei um absurdo.;Cafe da manha...;8;;;;;;
30 de junho de 2023;Excelente;Sim;Tudo ótimo;10;;;;;;
29 de junho de 2023;Voltaria com certeza!;Todos os colaboradores muito simpáticos e sorridentes, higiene e aconchego em todos ambientes, café da manhã mais que completo. Voltaria com toda certeza 👏🏼;A piscina estava suja e senti falta da limpeza.. não utilizamos a piscina por este motivo. Único ponto a melhorar, ao nosso ver.;8;;;;;;
29 de junho de 2023;Muito bom;Da acomodação ( quarto) e banheiro bem equipados.;A recepção dos funcionários, sem um sorriso no rosto e vontade para resolver nossas dificuldades. Parabenizo um atendente que nos recepcionou na nossa chegada, infelizmente não me recordo o nome.;;;;;;;
"Restaurante terceirizado que nos cobrou talheres para refeições que fizemos no quarto. No momento do check out reclamamos e este valor foi excluído. Café da manhã com pão francês que não era fresquinho e pouca variedade de frios.""";8;;;;;;;;;
28 de junho de 2023;Quarto excelente desde instalações limpíssimas a cama, travesseiros e roupas de cama maravilhosas!!!!;O quarto foi ótimo, porem poderia ter um custo mais em conta para o q oferece;O local de localização do hotel é esquisito e mostra-se perigoso por passar em locais suspeitos.;9;;;;;;
28 de junho de 2023;Muito bom;Estrutura, atendimento e localização;As paredes são finas e a gente escuta o hóspede do lado;9;;;;;;
27 de junho de 2023;Excelente;Tudo;Sem reclamações;8;;;;;;
25 de junho de 2023;Agradável!;Ficamos uma diária! Foi tudo bom.;;9;;;;;;
24 de junho de 2023;Boa opção em Recife;Vista do quarto, tecnologia, atendimento;Café, comida, tv;9;;;;;;
23 de junho de 2023;pretendo voltar;cafe da manha muito bom, muitas opções e tudo muito gostoso.;nao gostei pq do horario que ele tava marcado pra iniciar ainda nao estava tudo servido, tapioquinha tinha que esperar muito pra poder ficar pronto.;10;;;;;;
22 de junho de 2023;Bom custo benefício!;Conforto geral, atendimento e localização!;O café da manhã é bom mas o hotel estava muito cheio ao ponto de faltar pratos e talheres para comer.;8;;;;;;
21 de junho de 2023;Razoável;Localização e serviço da recepção.;Higiene do banheiro, academia precisa de manutenção com relação ao aparelhos e café da manhã precisa melhorar alguns itens (salada de fruta, goma de tapioca, bolos, comida de milho).;8;;;;;;
21 de junho de 2023;Boa noite de sono;Os quartos são espaçosos;O café da manhã tem boas variedades, mas só no final do Meu café fiquei sabendo que eram servidas tapiocas e omeletes feitos na hora￼.;9;;;;;;
20 de junho de 2023;Fantástico;Pedimos uma manta e a recepção não informou a camareira. Esperamos 40 minutos pra chegar.;Senti falta de comidas de milho, típicas desta época de festas juninas aqui no nordeste.;9;;;;;;
17 de junho de 2023;Fantástico;;Acho que os funcionários da recepção poderiam ser mais flexíveis para situações de emergência. Cheguei no hotel por volta de 23h por conta de um rio que transbordou nas proximidades e não me permitiu chegar no meu destino. Tentei negociar uma tarifa menor, mas não houve acordo. Paguei uma diária alta pra ficar de 23h do dia que cheguei até às 7h do dia seguinte.;9;;;;;;
16 de junho de 2023;Fantástico;Gosto do conforto. Da praticidade em reservar.;;;;;;;;
De poder chegar a hora que posso devido ao trabalho.;;;;;;;;;;
Tudo funcionando perfeitamente incluindo o ar condicionado que pra mim é o item essencial.;;;;;;;;;;
"Café da manhã excelente.""";A princípio nada.;9;;;;;;;;
15 de junho de 2023;Fantástico;O hotel está em um lugar muito bom!;;;;;;;;
"O atendimento foi excelente!""";O Wi-Fi deixa a desejar!;9;;;;;;;;
15 de junho de 2023;recomendo o local;muito confortável vista linda;café da manhã é sempre o mesmo . poderiam variar mais;8;;;;;;
14 de junho de 2023;Acolhedora.;O café da manhã foi bom, não digo excelente, por que não houve variedade durante minha estadia, todos os dias tinha a mesma coisa, mas nada que fosse ruim, apenas mudaria o cardápio para, até criar uma expectativa ao hóspede.;O serviço de quarto. Se tem um quarto para 3 hóspedes, tem que ter acessórios para os 3. 3 copos, 3 cobertores, 2 travesseiros em cada cama. E a troca de toalhas deve vir acompanhada da troca de copos usados por limpos e qualquer outro utensilio usado pelo hóspede.Caso que não aconteceu.;9;;;;;;
12 de junho de 2023;boa;conforto e localização;café da manhã;10;;;;;;
12 de junho de 2023;Muito bom;;café da manhã super lotado.;8;;;;;;
12 de junho de 2023;Ótimo Custo benefício;Quarto muito confortável e super limpo, localização boa também.;Café da manhã foi um pouco tumultuado. A comida é boa, mas falta organização da equipe.;9;;;;;;
10 de junho de 2023;Fantástico;Quarto confortável para 3 pessoas.;A internet (wifi) não funcionava direito em nenhum momento. Tive que usar os dados móveis do celular durante toda a estadia.;9;;;;;;
8 de junho de 2023;Muito bom;localização;ar. condicionado fica em cima da cama jogando o fluxo de ar direto;8;;;;;;
4 de junho de 2023;Muito bem localizado. Ótimo custo/benefício;A localização.;Não gostei dos travesseiros;8;;;;;;
4 de junho de 2023;Excepcional;O quarto que reservamos tinha uma vista incrível. O café da manhã maravilhoso. Melhor cuscuz que já comi.;Não tenho nada a reclamar.;10;;;;;;
2 de junho de 2023;Confortável e tranquila;Conforto dos quartos e limpeza;Café da manhã possui pouca opção, todos os dias era a mesma opção de cardápio;9;;;;;;
30 de maio de 2023;excelente! em breve estaremos de volta;camas confortáveis;;;;;;;;
quarto bem organizado ;;;;;;;;;;
localização;;;;;;;;;;
"excelente atendimento""";limpeza;10;;;;;;;;
29 de maio de 2023;Hotel bom padrão, com ótimo custo benefício;infraestrutura;;10;;;;;;
29 de maio de 2023;Boa localização. Bom atendimento. Café da manhã ok. No entanto, precisam melhorar na hora do checkin;Boas instalações, academia e café da manhã. A localização é muito boa também.;A longa espera para fazer check in. Não oferecer ferro se passar roupa de forma gratuita.;8;;;;;;
25 de maio de 2023;dias maravilhosos;localização, atendimentos, funcionários, a estrutura e a limpeza.;;9;;;;;;
25 de maio de 2023;Excepcional;Local muito bom , limpeza ótima;;10;;;;;;
23 de maio de 2023;Fantástico;Tudo: localização, atendimento, limpeza, estacionamento que é coberto, além de ter restaurantes bons por perto,, sem precisar ir de carro.;Nada a reclamar.;9;;;;;;
22 de maio de 2023;boa;limpeza, conforto. estava tudo ok!;nada;9;;;;;;
22 de maio de 2023;Muito bom;Atendimento, conforto dos quartos e agilidade dos funcionários.;No começo o hotel tinha um café da manhã maravilhoso, inclusive cheguei a indicar a hospedagem para familiares. Ontem me decepcionei, café mais básico e por o espaço estar cheio, eu e meu esposo tivemos que sentar na área do bar, onde tivemos que trocar as cadeiras por estarem com o assento afundado. Precisa de atenção em relação a isso e não deixar a qualidade cair, como observei em outros hotéis de Recife. Mas no geral o hotel é muito bom, mesmo assim indico a hospedagem.;8;;;;;;
21 de maio de 2023;maravilha;localização, instalações;colchão e travesseiros;8;;;;;;
20 de maio de 2023;Foi legal!;Do salão de beleza!;É um pouco distante de tudo, mas fui com a finalidade de estar no Festival TRIP.;;;;;;;
"Foi ótimo!""";9;;;;;;;;;
19 de maio de 2023;Excepcional;BOM;;10;;;;;;
17 de maio de 2023;Excepcional;Das acomodações do hotel.;;10;;;;;;
17 de maio de 2023;Muito bom;Atendimento da equipe do restaurante (garçons e moça da tapioca), é fantastico.;Estrutura do quarto poderia melhorar.;8;;;;;;
16 de maio de 2023;Excepcional;De tudo.;Nada.;10;;;;;;
15 de maio de 2023;;;;10;;;;;;
15 de maio de 2023;Confortável.;Boa variedade de itens no café da manhã.;Nada para reclamar.;10;;;;;;
