data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;
8 de janeiro de 2024;Bom custo-benefĩcio para estadia em Recife;Quarto renovado, limpo e bem iluminado. Ar-condicionado e tomadas funcionando bem. Café da manhã simples, mas bem servido.;Falta de elevador para acesso ao quarto. O hotel não possui estacionamento e tive que deixar o carro na rua, cujo trecho no qual fica o hotel, estava suja e meio abandonada.;7;;;;;;;;
8 de janeiro de 2024;Satisfatório;Localidade;Café fraco;6;;;;;;;;
4 de janeiro de 2024;Bom;A localização é espetacular, próximo da praia, padaria e restaurantes e bares.;A limpeza e manutenção do quarto precisam ser melhor tratadas.;7;;;;;;;;
3 de janeiro de 2024;Tranquila e cômoda.;Boa localização, quarto limpo, boa ducha;Degraus na entrada dos quartos e ausência de janela(na minha reserva), café da manhã com poucas opções, bem fraco para um Hotel.;6;;;;;;;;
1º de janeiro de 2024;Localização ótima;Localização ótima.;;7;;;;;;;;
30 de dezembro de 2023;Ótimo custo benefício.;A localização é muito boa. Perto de tudo. Ótimo custo benefício...;;7;;;;;;;;
21 de dezembro de 2023;Satisfatório;Da localização;Chuveiro gelado, ar condicionado não gelava e o cartão da porta demorava a abrir;6;;;;;;;;
13 de dezembro de 2023;Bom;Localização;Acesso ao apartamento feito por espadas;7;;;;;;;;
11 de dezembro de 2023;Muito bom;Os funcionários são gentis e atenciosos.;Do quarto que ficava perto da lavanderia,e o chuveiro que estava torto molhava tudo;8;;;;;;;;
10 de dezembro de 2023;Bom;;Escada, falta de sabonete no banheiro, café da manhã simples e num local bem pequeno.;7;;;;;;;;
7 de dezembro de 2023;Recife é linda. O hotel bom, calmo, mas sem wifi e sabonete rsrs;O local é bem localizado, perto das praias mais calmas, e perto da praia de boa viagem. O atendimento também foi ótimo, principalmente por parte das meninas do café da manhã. O quarto é pequeno e atende bem quem está sozinho, mas não é um quarto para duas pessoas definitivamente.;O wifi é péssimo, não funciona. Ainda bem que tinha plano de internet suficiente para trabalhar no período que estive lá. Além disso, não há disponibilização de sabonetes nos quartos, apesar da diária ser barata, ainda, sim, disponibilizar pelo menos um sabonete para a pia do banheiro seria fundamental.;7;;;;;;;;
6 de dezembro de 2023;Ótimo custo-benefício, café da manhã e localização, mas com acomodações não tão boas.;Ótimo custo-benefício e um café da manhã excelente.;O apartamento ficava no segundo andar sem elevador e o chuveiro estava com pouca vazão de água. O quarto também tinha janela para o corredor e de fácil arrombamento, o que gerou uma sensação de insegurança.;6;;;;;;;;
4 de dezembro de 2023;Bom;Preço bom pra localização, café da manhã ok, cama boa;Não oferecia produtos de higiene, apenas toalhas, não tinha sabonete pra lavar as mãos;7;;;;;;;;
24 de novembro de 2023;Custo benefício. Valeu a pena;Um excelente café da manhã;O quarto podia ser mais novo;6;;;;;;;;
19 de novembro de 2023;Um ótimo custo benefício;Limpeza;Não ter elevator;8;;;;;;;;
16 de novembro de 2023;Bom;Localização muito boa;Quarto pequeno , cama desconfortável;7;;;;;;;;
16 de novembro de 2023;Satisfatório;Equipe e localização.;Ar condicionado.;6;;;;;;;;
14 de novembro de 2023;Boa;Localização;Ar-condicionado não gela muito.;8;;;;;;;;
13 de novembro de 2023;Uma boa experiência;O hotel fica bem localizado, pertinho da praia e os funcionários são um amor.;O chuveiro da minha acomodação era muito ruim. Saia poquíssima água.;8;;;;;;;;
8 de novembro de 2023;Custo X Benefício;Atendimento dos Funcionários, muito cordial e prestativos.;Café da manhã. Eu esperava pouco ou pelo custo benefício, mas o café foi bem menos que esperava. Sem nenhum tipo de variação e sempre faltando as coisa, mal organizado... enfim bem ruim.;6;;;;;;;;
8 de novembro de 2023;Muito bom;Localização excelente no coração da Paraíba de Boa Viagem., perto de padarias, restaurantes, academias e farmácias.;O Hotel não possui elevador, o acesso a idosos e cadeirantes fica limitado e poucas vagas no estacionamento.;8;;;;;;;;
4 de novembro de 2023;Bom custo benefício;O custo benefício;O café poderia ter mais opções;7;;;;;;;;
1º de novembro de 2023;Baixo custo benefício;Da cordialidade do funcionário da recepção;Das toalhas velhas e rasgadas;;;;;;;;;
De pontos de mofo nas paredes;;;;;;;;;;;;
Do encardido das juntas do revestimento do banheiro ;;;;;;;;;;;;
Do café da manhã ;" pobre e com poucas opções""";6;;;;;;;;;;
28 de outubro de 2023;Muito bom;A localização é muito boa.;;8;;;;;;;;
24 de outubro de 2023;Ótimo lugar, breve estarei de volta;Muito boa;Não tenho que reclamar;8;;;;;;;;
21 de outubro de 2023;Não gostei;Proximidade da praia;Quarto quente, sem ventilação e com muito pernilongo;7;;;;;;;;
20 de outubro de 2023;Muito bom;Gostei da limpeza.;Achei pouca opção no café da manhã.;8;;;;;;;;
20 de outubro de 2023;Satisfatório;Custo benefício;Foi de acordo com q esperava.;;;;;;;;;
"Bem simples""";6;;;;;;;;;;;
20 de outubro de 2023;Muito bom;Localização, preço, custo-benefício;;8;;;;;;;;
13 de outubro de 2023;Satisfatório;Localização e atendimento;Quarto com pontos de mofo bem proeminentes;6;;;;;;;;
13 de outubro de 2023;Muito bom;Gostei da localização;Chuveiro muito quente ou frio, e tbm a água descentralizada, as dependências do hotel precisam de uma reforma, embora estavam fazendo algo em relação a isso.;8;;;;;;;;
13 de outubro de 2023;Boa localização e um bom custo-benefício !;A localização me parece ser o grande diferencial do hotel, fica apenas a uma quadra da orla de Boa viagem, bem próximo de restaurantes, padarias e supermercado. Os recepcionistas sempre estiveram dispostos a ajudar no que fosse preciso.;O café da manhã poderia ser melhor, tanto no espaço que é servido (muito pequeno) como também na falta de alguns itens básicos.;8;;;;;;;;
11 de outubro de 2023;Satisfatório;;Wi-Fi não pegou em nossos celulares , barulho horrível os quartos que ficam ao lado da escada, as pessoas não fazem barulho . Ar estava sujo , muita poeira;6;;;;;;;;
10 de outubro de 2023;Bom;;Faltou sabonete e shampoo;7;;;;;;;;
9 de outubro de 2023;Localização boa mas necessita ajustes;Localização muito boa, cordialidade dos funcionários;Falta de shampoo e sabonete, odor desagradável no banheiro, falta de manutenção dos quartos, controle remoto da TV e AC que não funcionam direito;6;;;;;;;;
9 de outubro de 2023;Muito bom;Próximo da orla, bem localizado!!!;;8;;;;;;;;
7 de outubro de 2023;Razoável e custo benefício satisfatório;Opção para crianças;Falta de elevador;8;;;;;;;;
6 de outubro de 2023;Muito bom;Da limpeza dos quartos, do conforto da cama e ar condicionado funcionando e da localização;Da falta de produtos no frigobar. Da falta de Sabonetes no banheiro. O chuveiro que estava frio;8;;;;;;;;
2 de outubro de 2023;Equipe de funcionários muito gentil, mas hospedagem desconfortável pela falta de elevadores;Café da manhã simples mas de boa qualidade, atendimento dos funcionários excelente, Wi-Fi com excelente funcionamento, muito próximo da Praia.;Acredito ser imprescindível que nas informações sobre o hotel exista indicação que o acesso aos quartos é feito apenas por escadas, numa cidade praiana receber a informação na chegada que as toalhas de banho são trocadas apenas a cada 3 dias é no mínimo desconfortável, quanto aos lençóis serem trocados a cada 3 dias não vejo problema;7;;;;;;;;
1º de outubro de 2023;Boa;Localizaçao;Falta de itens de higiene basicos;7;;;;;;;;
28 de setembro de 2023;Muito Bom;Café da manhã;;8;;;;;;;;
18 de setembro de 2023;Estadia tranquila, ótimo atendimento.;Localização e atendimento;Apenas as escadas mesmo rsrs.;8;;;;;;;;
15 de setembro de 2023;Perto de tudo;Localização e preço da acomodação.;Quarto e banheiro pequeno .;7;;;;;;;;
9 de setembro de 2023;Satisfatório;Localização;Não tem elevador;6;;;;;;;;
30 de agosto de 2023;Muito bom;Excelente atendimento e localização.;Poderia melhorar um pouco o café da manhã;8;;;;;;;;
25 de agosto de 2023;Muito bom;Hotel com excelente localização tanto para quem vai a trabalho ou a passeio. A poucos passos da orla de boa viagem, próximo de restaurantes e panificadora. Excelente custo beneficio. Sem luxos, quartos não tão novos, mas é bem limpo e presta um bom atendimento aos hospedes.;O ponto negativo é o café da manhã. Poucas opções de comida, e por vezes demoram pra repor as porções.;8;;;;;;;;
24 de agosto de 2023;Hospedagem com bom custo benefício;Fiquei por 1 dia não tenho nada a reclamar local tem boa localização , funcionários educados, local limpo quarto pequeno porém cama achei confortável. Para ficar pouco tempo acho que compensa bastante. Café da manhã bem gostoso.;Nada a reclamar;7;;;;;;;;
11 de agosto de 2023;Bom;Localização;Sem suporte para sabonete e shampoo;7;;;;;;;;
4 de agosto de 2023;Regular;Localização é funcionários ótimos;Muitas escadas, quarto com infiltrações e mofo;6;;;;;;;;
1º de agosto de 2023;Bom;Gostei das camas bem confortável, além da localização.;Não tem estacionamento.;7;;;;;;;;
29 de julho de 2023;Hotel ok. Bom custo-benefício como ponto de apoio.;-A localização é absurda de boa! A uma quadra da praia, na Avenida dos Navegantes, em Boa Viagem, próximo de tudo que um viajante precisa (bares, restaurantes, farmácia, etc;;;;;;;;;;
#NOME?; (na questão da segurança) e não gera temor de transitar a pé. Muita gente nas ruas;;;;;;;;;;;
#NOME?; atenciosos e cordiais;;;;;;;;;;;
#NOME?;;;;;;;;;;;;
#NOME?;;;;;;;;;;;;
#NOME?; o frigobar estava desconectado da parede; mas estava a funcionar perfeitamente;;;;;;;;;;
#NOME?;;;;;;;;;;;;
#NOME?; para ir para um casamento. O hotel serviu perfeitamente para esse fim; de servir apenas como ponto de apoio;;;;;;;;;;
#NOME?; serve perfeitamente e deve ser cogitado (e comparado; pois há outras opções nesse mesmo estilo);;;;;;;;;;
#NOME?;;;;;;;;;;;;
"- Se precisar de uma estadia em que queira """"curtir"""" o quarto de hotel";" não acho que seja adequado.""";- Tinha um certo mofo na parede do meu quarto, do lado da minha cama. Dormi com a cabeça do outro lado da cama para não respirar o mofo;;;;;;;;;;
#NOME?;;;;;;;;;;;;
- Não tinha água e outros produtos passíveis de consumo no quarto (frigobar). Não sei informar se havia para pedir na recepção;;;;;;;;;;;;
#NOME?;" o que atrasou a refrigeração dos itens que compramos.""";7;;;;;;;;;;
23 de julho de 2023;;;;8;;;;;;;;
17 de julho de 2023;Satisfatório;Localização;Não tinha shampoo e sabonetes de hotel, não tinha cobertor, a porta tava com problema;6;;;;;;;;
7 de julho de 2023;Bom;Custo benefício bom.;Porém achei muito barulho pois ficamos hospedados no térreo e dava pra ouvir tudo no corredor e café.;7;;;;;;;;
6 de julho de 2023;Muito bom;Localização.;;;;;;;;;;
Atendimento de todos os funcionários;" muito atenciosos.""";O café da manhã deixou um pouco a desejar, poucas variedades.;8;;;;;;;;;
5 de julho de 2023;Boa.;Café da manhã bom, equipe prestativa e estava tudo limpo.;Barulho ao lado do quarto;8;;;;;;;;
4 de julho de 2023;Acomodação regular;Localização;Hotel com escadas e café da manhã com poucas opções de frutas.;7;;;;;;;;
3 de julho de 2023;Bem localizado apenas!!!;Localização;Chuveiro frio ;;;;;;;;;
Muitas escadas para o apto;;;;;;;;;;;;
"Café da Manhã sem muitas opções""";6;;;;;;;;;;;
24 de junho de 2023;Satisfatório;Localização ótima.;Café da manhã com muito poucas opções;;;;;;;;;
20 de junho de 2023;Satisfatório;da localização, próximo a restaurantes e praia de boa viagem.;O café muito simples, poderia ter mais itens para escolha , não tinha iogurte, nem cereais, achei simples o café.;6;;;;;;;;
14 de junho de 2023;Satisfatório;Localização perfeita.;Conforto, equipamentos e móveis antigos.;6;;;;;;;;
14 de junho de 2023;Regular;Localização;Não tem elevador ;;;;;;;;;
Estrutura enferrujada;;;;;;;;;;;;
"Paredes soltando o reboco""";6;;;;;;;;;;;
11 de junho de 2023;boa;localização, fácil acesso e bons restaurantes próximos;poderia ser melhorado o café da manhã;7;;;;;;;;
4 de junho de 2023;Bom;Localização muito boa;Limpeza do banheiro e ducha muito ruim;7;;;;;;;;
4 de junho de 2023;Local privilegiado, próximo a praia de Boa Viagem e a mercados e comércios.;Localização excelente, café da manhã razoável;A iluminação do apartamento quase luz de vela e não havia sabonete a disposição.;7;;;;;;;;
2 de junho de 2023;Confortável;O quarto é grande, bem espaçoso. As camas são bem confortáveis. O ambiente é bem limpo. A localização é excelente, bem próximo a praia e a alguns bares e restaurantes renomados. Gostei também do espelho e da TV de bom tamanho.;O ar-condicionado é antigo (de parede), faz muito barulho (mas gela bem o ambiente). Não tem interfone para entrar em contato com a recepção do hotel. O sinal do Wi-Fi precisa melhorar, a internet é boa, mas o sinal é complicado. O café da manhã é muito simples, mas saboroso, acho que poderia incrementar com mais coisas.;8;;;;;;;;
2 de junho de 2023;Ótimo custo benefício;Localização;Ar condicionado;8;;;;;;;;
30 de maio de 2023;Bom;Dormida e café da manhã.;Não tem elevador deveria informar aos clientes.;7;;;;;;;;
30 de maio de 2023;Satisfatório;Boa localização.;Fiquei em um quardo que não tinha janela, esse foi um ponto muito baixo. Outro ponto é o café da manhã muito a baixo das minhas expectativas.;6;;;;;;;;
29 de maio de 2023;Ótimo custo benefício e localização ótima!;Ótimo custo benefício. quarto limpo e organizado e funcionários educados!;O café da manhã poderia melhorar um pouco. Mas não é ruim!;7;;;;;;;;
26 de maio de 2023;Boa;localização, atenção dos funcionários e o quarto né 122;Não ter elevador e o café da manhã q poderia ter mais opções;7;;;;;;;;
24 de maio de 2023;Muito bom;Localizacao;Quarto muito fechado;8;;;;;;;;
21 de maio de 2023;boa;quarto principalmente a cama.;não ter elevador. café da manhã fraco.;7;;;;;;;;
13 de maio de 2023;Muito bom;Quartos;De não ter ESTACIONAMENTO;8;;;;;;;;
9 de maio de 2023;Hotel de preço baixo e confortável.;O hotel é justo com o preço. Cama confortável, quarto e banheiro grandes, bom chuveiro de água quente. O atendimento dos recepcionistas foi excelente, do da noite e do da manhã, super amáveis e atenciosos.;;7;;;;;;;;
14 de abril de 2023;Bom;perto da praia e custo beneficio;achei o cafe da manha simples;7;;;;;;;;
29 de março de 2023;Foi razoável para uma estadia de uma noite.;A localização.;Chuveiro não tinha meio termo, ou era frio ou era pelando. Ar condicionado pingando água dentro do quarto. TV sem canais locais e poucos canais que se podia ver algo.;6;;;;;;;;
5 de março de 2023;Satisfatório;Localização;Apto com cheiro de morfo;6;;;;;;;;
28 de fevereiro de 2023;Muito bom;O café da manhá é razoável e a localização é ótima, bem perto da praia, shopping, restaurantes.;O hotel não tem elevador, prefira até o 1o. andar.;8;;;;;;;;
31 de janeiro de 2023;boa;quarto legal;não tinha elevador ruim para quem chega com mala;8;;;;;;;;
21 de janeiro de 2023;Bom;Localização e preço;Limpeza;7;;;;;;;;
10 de janeiro de 2023;É uma hospedagem com um ótimo custo-benefício, para quem prioriza uma excelente localização!;O hotel é perfeito para quem prioriza uma ótima localização, neste ponto eu recomendo e retornarei quando possível.;O hotel não tem elevador e as escadas têm degraus altos, isto pode ser um fator importante para pessoas com limitação de mobilidade.;6;;;;;;;;
6 de janeiro de 2023;Muito bom;Localização excelente.;As instalações são um pouco antigas, maçanetas quebradas e falta alguns reparos.;8;;;;;;;;
4 de janeiro de 2023;Bem localizado mas quarto sem janela;Muito bem localizado e bom custo benefício.;O quarto reservado pelo booking não tinha janela, precisei solicitar alteração no balcão. A descrição do quarto deveria deixar isso claro. Por sorte o funcionário que me atendeu fui muito educado e solícito em resolver essa questão e nos colocou em outro quarto, com janela.;8;;;;;;;;
3 de janeiro de 2023;Satisfatório;A localização;Não tem elevador, hotel antigo, chuveiro ruim.;6;;;;;;;;
2 de janeiro de 2023;Bom;Localização;Travesseiros absolutamente deploráveis.;7;;;;;;;;
31 de dezembro de 2022;Bom;Boa localização e atendimento.;O café da manhã deixa a desejar.;7;;;;;;;;
5 de dezembro de 2022;Bom;gostei da localização, do conforto, da recepção.;do serviço de camareiras. ;;;;;;;;;
tive um desconforto em específico com esse serviço. eu queria colocar uma blusa no varal e a camareira fez um escândalo;" e ainda foi na recepção reclamar.""";7;;;;;;;;;;
1º de dezembro de 2022;Tudo dentro do esperado;Da localizaçao e do espaço;Falta de cobertor;8;;;;;;;;
21 de novembro de 2022;Bom;Café da manhã simples porem bom, ótimo custo beneficio pela localização e valor cobrado na diária, funcionários educados e prestativos, quarto pequeno mas tudo funcionando corretamente.;Ambiente escuro, limpeza do quarto deixou um pouco a desejar, espaço do café da manhã apertado e com muitas mesas oque dificultava a movimentação.;7;;;;;;;;
16 de novembro de 2022;Conquistas alcançadas;Localização e tranquilidade , limpeza;Café da manhã , sem sabonete nas dependências do quarto .;7;;;;;;;;
14 de novembro de 2022;Boa, mas esperava mais.;A localização é ótima, tem bom atendimento e vaga de estacionamento.;Meu cartão de desbloqueio da porta estava descarregado, o hotel não tem elevador, a porta do meu quarto tinha uma leve brecha que se por fora a pessoa colocasse os olhos conseguia ver dentro, café da manhã pouco sortido. Pelo valor da diária eu esperava muito mais do hotel.;7;;;;;;;;
8 de novembro de 2022;Razoavel;;Necessita de elevador, subir 4 lances de escadas é ruim;7;;;;;;;;
24 de outubro de 2022;Bom;;café da manhã pouco variado;7;;;;;;;;
15 de outubro de 2022;Muito bom;;O pessoal da recepção não levar no quarto as coisas;8;;;;;;;;
15 de outubro de 2022;Acomodação básica e apropriada.;A localização é muito boa, o atendimento apropriado, acomodações confortáveis e ótimo custo benefício.;Não tem estacionamento, o café da manhã não é tão variado.;8;;;;;;;;
12 de outubro de 2022;Bom;Localização;O mínimo não tinha no banheiro que era SABONETE!;7;;;;;;;;
11 de outubro de 2022;Estadia agradável;Ótima localização, funcionários atenciosos, quarto limpo e confortável.;Chuveiro elétrico não funcionava a água quente. Um elevador faz falta;8;;;;;;;;
2 de outubro de 2022;Recomendo!;Os funcionários foram super atenciosos! Nos ajudaram a escolher os passeios, lugares para comer, e nos deram dicas de segurança.;;;;;;;;;;
;;;;;;;;;;;;
O quarto estava dentro do esperado; ar condicionado ótimo; cama e travesseiros confortáveis. Tudo sempre limpinho!;;;;;;;;;;
;;;;;;;;;;;;
A localização é ótima! Fácil acesso a farmácias; restaurantes; e à praia;" é claro :)""";Apenas escada para locomoção e o café da manhã bem simples!;8;;;;;;;
28 de setembro de 2022;Custo e benefício médio;Dos funcionários da localização;Café da manhã;8;;;;;;;;
23 de setembro de 2022;Satisfatório;Localização é ótima e o preço também.;Não gostei muito do café da manhã. A internet foi muito ruim. E a cama não é confortável.;6;;;;;;;;
20 de setembro de 2022;Muito bom;Hotel bem localizado , limpo , atendentes educados, ótimo custo benefícios;;8;;;;;;;;
19 de setembro de 2022;agradável;localização e conforto;O fato de não disponibilizarem produtos de higiene pessoal como o sabonete por exemplo.;8;;;;;;;;
19 de setembro de 2022;Muito bom;O pessoal que trabalha lá é bem atencioso e solícito;Café da manhã tem pouca opção, mas é bom.;8;;;;;;;;
17 de setembro de 2022;Hotel ok pra dormir, mas não espere luxo;Localização excelente! Fica a uma quadra do mar, num excelente ponto da praia de boa viagem, na mesma quadra tem restaurantes ótimos, tem padarias pertíssimas, supermercado, há poucos minutos de carro do aeroporto, enfim, localização é o ponto forte. Fiquei em um quarto triplo (1 cama de casal e 1 de solteiro), bem silencioso, o 229, no fundo do hotel. O tamanho do quarto era bom, chuveiro ok, cama e travesseiros confortáveis, limpeza ok, ar gelando bastante e frigobar também.;Não tem elevador, e as escadas podem ser um um empecilho pra pessoas com pouco preparo físico, idosos, etc, ainda mais se tiver com muitas malas.;;;;;;;;;
Na verdade não se pode considerar que o hotel tem estacionamento; pois tem apenas 3 vagas apertadas na calçada em frente. Meu carro teve que dormir na rua; vc encontra vagas na rua do hotel. ;;;;;;;;;;
A questão da falta de amenidades de banho me chegou a deixar até um pouco constrangido; pois não é comum ocorrer isso nos outros hotéis; não tem sequer um micro sabonete (apenas toalhas e 1 rolo de papel higiênico); mas na recepção do hotel tem uma vitrine com sabonetes;" pastas de dentes e barbeadores pra quem quiser comprar.""";7;;;;;;;
16 de setembro de 2022;Um bom custo benefício;Localização;;8;;;;;;;;
16 de setembro de 2022;Bom;Localização e equipe;Quarto;;;;;;;;;
"Café""";7;;;;;;;;;;;
7 de setembro de 2022;A viagem atendeu ao custo benefício.;A localização muito boa;O barulho do ar condicionado;7;;;;;;;;
5 de setembro de 2022;Satisfatório;localização;café da manhã;6;;;;;;;;
30 de agosto de 2022;Observação importante;Localização e preço.;"Cama solteiro muito desconfortável, acústica péssima. Um observação importante: já me hospedei outras 3 vezes no mesmo hotel e nesta última acredito que estava serviço de ""motel"" porque no final de semana inteiro ouviasse nos corredores gritos e gemidos 🙄 sento que o 1 piso tinha vários casais de idosos, inclusive meus pais e famílias e crianças pequenas, então achei bem desagradável o final de semana no hotel.";7;;;;;;;;
29 de agosto de 2022;razoável para quem não precisa ficar o dia no hotel;localização;banheiro;7;;;;;;;;
25 de agosto de 2022;Muito bom!;O hotel tem um bom custo benefício, ótima localização. Porém algumas coisas estão desgastadas pelo tempo. Café da manhã simples e gostoso.;Não tem elevador.;8;;;;;;;;
19 de agosto de 2022;A localização é ótima e o preço mais em conta;Bom café da manhã. O que faz falta nesse hotel, no qual fico pela segunda vez, é algo incontornável: os quartos praticamente não têm janelas, o que é meio angustiante.;Falta de janelas que dessem para algum lugar e não becos ou área de serviço;7;;;;;;;;
19 de agosto de 2022;Bom;localização;Muito barulho.;7;;;;;;;;
14 de agosto de 2022;excelente localização, funcionários super atenciosos e infra boa;funcionarios;falta de itens como sabonete, shampoo;7;;;;;;;;
11 de agosto de 2022;Satisfatório;A localização era boa.;;6;;;;;;;;
9 de agosto de 2022;Bom;As maiores qualidades do hotel são: localização privilegiada (a poucos metros do calçada da praia de Boa Viagem) + atendimento dos funcionários (que são educadíssimos e prestativos).;A acessibilidade do hotel é horrível. Quartos ficam no primeiro ou segundo andares, com acesso apenas via escadas com degraus pequenos. Idosos ou pessoas com pouca mobilidade não conseguirão se hospedar. O café tem pouquíssima variedade (é efetivamente BÁSICO). Custo/Benefício, considerando o preço da hospedagem, não vale tão a pena. O chuveiro deu defeito, ar condicionado tmb. O hotel precisa de melhorias.;7;;;;;;;;
9 de agosto de 2022;Muito bom;Atendimento muito bom, funcionários simpaticos e atenciosos, ambiente sempre muito limpo e quarto bem organizado.;Facé da manhã bem resumido, poderia ter mais algumas opções.;8;;;;;;;;
8 de agosto de 2022;Satisfatório;O quarto esta limpo e os funcionários são simpáticos.;O quarto é muito menor do que aparentava pelas fotografias, o café da manhã tem opçoes muito limitadas em comparação aos itens dispostos nas fotografias. Foi decepcionante.;6;;;;;;;;
7 de agosto de 2022;Bom;Localização;Restos de comida deixados no corredor pelos hóspedes;7;;;;;;;;
7 de agosto de 2022;Bom;localização;quarto um pouco antigo;7;;;;;;;;
5 de agosto de 2022;hotel de passo;O hotel foi bom para descanso ate chegar a o hora de ir novamente para o aeroporto. Preço bom. Bem localizado e lugar tranquilo para caminhar. Perto tem uma cafetaria muito gostosa .;sem queixas;6;;;;;;;;
4 de agosto de 2022;Boa estadia.;Bom.;Falta de shampoo e sabonete no quarto;7;;;;;;;;
2 de agosto de 2022;Muito boa.;Gostei muito do atendimento, são muito atenciosos. Os quartos são bem limpos.;O café da manhã não é ruim, mas para quem fica muitos dias o café da manhã sempre é mesmo, poderiam variar um pouco.;7;;;;;;;;
28 de julho de 2022;Bom;Localização excelente, próximo à bons restaurantes;Pilhas dos controles da TV e ar condicionado não funcionaram;7;;;;;;;;
22 de julho de 2022;Minha estadia, apesar de curta, foi muito boa. Atendeu minhas expectativas.;Nós não tomamos o café da manhã porque não tínhamos tempo, precisávamos sair muito cedo. O hotel atendeu as minhas expectativas. Gostei muito das comodidades: cama, travesseiro, lençóis e toalhas.;;;;;;;;;;
"Muito obrigada!!""";Faltou toalhas de mão no banheiro e acredito que talvez seria legal informar que o hóspede pode levar ou pedir comida durante o tempo que passar no hotel.;8;;;;;;;;;;
21 de julho de 2022;Muito bom;Hotel com excelente localização.;Café da manhã com poucas opções.;8;;;;;;;;
16 de julho de 2022;Bom;A cama e dos atendentes são as melhores coisas.;O café da manhã sem opções.;7;;;;;;;;
6 de julho de 2022;Boa estadia e atendeu no que precisei, embora pudesse ser melhor;Hotel bem localizado em uma rua muito tranquila. Um dos atendentes noturno foi muito atencioso e superou positivamente nas informações que precisei.;Achei o quarto meio apertado. faltou uma mesa para que pudesse colocar algum objeto ou fazer alguma refeição.;6;;;;;;;;
1º de julho de 2022;Foi uma ótima estadia, muito conforto no quarto e menor preço!;A localização é excelente e o conforto do quarto;Do café da manhã, deixou a desejar, pouca opção de comida.;7;;;;;;;;
29 de junho de 2022;Só vale por questão orçamentaria;Da localização, do preço (se não comprado com outras hospedagens), do atendimento e da disponibilidade do pessoal da recepção em ajudar no que precisei. A limpeza também foi sem problemas, dentro do esperado;da qualidade do hotel, por ser considerado 2 estrelas. Não tinha nem um daqueles sabonetes pequenos e baratinhos, disponível no banheiro. Se fosse pousada, ok, mas hotel tem que ter. O chuveiro ou era muito quente ou frio, não tinha como deixar morna. O café da manhã não estava 100% servido na hora disponível. O pessoal da cozinha tomava café no mesmo horário que servia.O wi-fi ruim.;6;;;;;;;;
20 de junho de 2022;Muito bom;Localização;Não tinha elevador e não fornece sabonetes amenidades.;8;;;;;;;;
19 de junho de 2022;Bom;Localização;Você precisa comprar sabonete, o hotel não disponibiliza. As instalações são antigas.;7;;;;;;;;
18 de junho de 2022;Bom;Café da manhã básico, sem opções de pratos quentes. A localização próxima à praia de Boa Viagem é excepcional.;O frigobar do quarto poderia alojar alguns itens básicos, como água mineral, sucos ou refrigerantes diversos, para comodidade dos hóspedes.;7;;;;;;;;
15 de junho de 2022;Bom;Custo benefício excelente.;Chuveiro elétrico sem funcionar o;7;;;;;;;;
12 de junho de 2022;Bom custo-benefício pela localização;A localização é excelente. A recepção atendeu a todos nossos pedidos da reserva;Não tem elevador;8;;;;;;;;
12 de junho de 2022;Muito bom;Gostei da localização;Não ter elevador;8;;;;;;;;
11 de junho de 2022;Muito bom;Localização. Funcionarios.;Nao ter elevador.;8;;;;;;;;
9 de junho de 2022;ótima estadia ,;;não tinha acessibilidade como elevador , o quarto precisava de retoque nas paredes .;7;;;;;;;;
9 de junho de 2022;Muito bom;;Sem elevador;8;;;;;;;;
3 de junho de 2022;Hotel bem localizado, o que facilita o deslocamento pela cidade.;Hotel simples, mas com bom atendimento e muito bem localizado, permitindo deslocamento fácil pelos principais pontos da cidade.;O hotel tem aspecto externo bom, mas por dentro o aspecto é envelhecido. O café da manhã é simples e repetitivo.;7;;;;;;;;
1º de junho de 2022;Ótimo custo-benefício e localização.;Bom. Sucos e frutas.;Atendeu bem;8;;;;;;;;
31 de maio de 2022;Boa localizacao;O hotel é bem localizado perto de restaurantes, alguns minutos do aeroporto.;;;;;;;;;;
O quarto que me hospedei não gostei porque não tinha janelas para Rua.Mas pelo preço valeu.;;;;;;;;;;;;
"Quanto a limpeza e equipe muito bom.""";;7;;;;;;;;;;
24 de maio de 2022;SATISFEITO;Atendimento;Escada;8;;;;;;;;
19 de maio de 2022;Bom;Ótima localização e quartos aconchegantes;quartos não tem isolamento acústico;7;;;;;;;;
19 de maio de 2022;Boa;Localização;Do café da manhã...;7;;;;;;;;
16 de maio de 2022;Satisfatório;Localização;Ar condicionado parulheto;6;;;;;;;;
16 de maio de 2022;;;;7;;;;;;;;
10 de maio de 2022;Muito bom;Quarto limpo e confortável, hotel muito organizado;O café da manhã muito simples com poucas opções;8;;;;;;;;
9 de maio de 2022;Indico e voltarei.;Ambiente limpo, funcionarios simpaticos. O cafe da manha bom, ambiente agradavel. Boa localização, proximo a restaurantes e praia. Gostei de ter Netflix e Youtube disponivel na TV. Quarto bem arejado.;O wi-fi nao pega dentro do quarto. E não fornecer sabonete e shampo é ruim.;8;;;;;;;;
5 de maio de 2022;Muito bom;Da 🛌;;8;;;;;;;;
