data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
4 de dezembro de 2023;Hospedagem ok.;Localização boa, café normal. Não surpreendeu, mas foi satisfatório;Considero inadmissível um hotel nos dias atuais não ter ar condicionado split. O do quarto (eram 2) eram do modelo antigo, com um barulho insuportável, dificultou bastante para dormir. Cobrar R$ 25,00/dia para guardar o carro na garagem é complicado.;6;;;;
3 de dezembro de 2023;Um lugar agradável e com bom atendimento;A localização muito boa, um ótimo serviço de limpeza, bom atendimento.;O espaço externo do hotel pode melhorar em algunns aspectos.;7;;;;
2 de dezembro de 2023;Bom custo benefício;Localização, apartamento amplo, simpatia funcionários,;Ar condicionado barulhento, café da manhã basico;8;;;;
2 de dezembro de 2023;Ótimo custo benefício;Localização para o aeroporto, café da manhã, bom custo benefício.;Custo do estacionamento;8;;;;
1º de dezembro de 2023;Dentro do padrão;O hotel é bom, apesar de antigo. Equipe educada. Bom café da manhã.;Se hospedar perto de elevadores é péssimo, pois é muito barulhento. Não tinham secador para hospede. Poderiam oferecer uma chaleira e chás-café solúvel como cortesia.;7;;;;
1º de dezembro de 2023;Deixei comentarios para buscarem melhoria;Localização. Cordialidade dos funcionários.;Hotel falta manutenção básica, limpeza precária.;;;;;
Café da manhã;" fraco.""";7;;;;;;
28 de novembro de 2023;Muito bom;O atendimento dos funcionários, a localização e os novos aparelhos de ar condicionado.;A porta de vidro do banheiro pela metade. Além dos odores saírem do banheiro, a privacidade fica muito prejudicada.;8;;;;
26 de novembro de 2023;Noa;Atendeu as necessidades;Poderia ter lençóis mais limpos;7;;;;
24 de novembro de 2023;OK;CHUVEIRO;ROUPA DE CAMA PEQUENA;7;;;;
23 de novembro de 2023;Atendeu as expectativas com a equipe bem atenciosa.;Equipe atenciosa e localização adequada para minha necessidade;Garagem improvisada e bem suja.;8;;;;
22 de novembro de 2023;Prefira um Ibis;Cama confortável;Banheiro antigo e pouco funcional;6;;;;
21 de novembro de 2023;Bom custo-benefício.;Quarto de bom tamanho e com tudo funcionando. Destaque para ótimo chuveiro.;Poderia ter alguma coisa no frigobar.;8;;;;
20 de novembro de 2023;Muito bom;Localização. Conforto, custo;;8;;;;
18 de novembro de 2023;Bom custo benefício;Pelo valor estava OK, café da manhã bom.;Academia é uma vergonha, parece um puxadinho todo bagunçado e sem ar condicionado, impossível utilizar. O chuveiro também precisa ser trocado, todo enferrujado.;7;;;;
17 de novembro de 2023;Funcional;Estacionamento Privado.;1. Checkin não aconteceu no horário mencionado na descrição. Foi preciso esperar quase 1h na recepção para liberação do quarto.;;;;;
"2. Porta de vidro no banheiro sem muito privacidade e odor no banheiro.""";7;;;;;;;
16 de novembro de 2023;Bom pernoite....;Excelente Localização, 5min de carro do aeroporto.....pra quem precisa pernoitar ou tem voos de madrugada como o meu, vale super a pena....;Valor do estacionamento de 25,00 por diária, uma prática comum em Recife sendo que o hotel possui um espaço bem amplo....;8;;;;
11 de novembro de 2023;Vai que é bom!;Da cordialidade dos funcionários, do café, da proximidade com o aeroporto e do entorno;;8;;;;
8 de novembro de 2023;Ótimo custo benefício.;Gostei bastante, valor da diária razoável e hotel de boa qualidade.;;8;;;;
7 de novembro de 2023;Bom custo benefício;A localização perto do aeroporto e shoping Recife. A ducha do banheiro muito boa, lençois e tolhas bem branquinhos.;A vista do quarto, o barulho no corredor ao circular com malas, o banheiro não ter porta que vai até o chão. Poucos canais na Tv e não tinha canal infantil.;8;;;;
5 de novembro de 2023;Satisfatória;Café da manhã;Iluminação do quarto e internet;8;;;;
3 de novembro de 2023;Boa relação custo benefício;Quarto amplo e bem limpo, relativamente próximo do aeroporto. Bom custo benefício para uma estadia breve;Hotel dentro do esperado. A região ao redor não tem atrativos turísticos, mas a localização é conveniente para acesso ao aeroporto.;8;;;;
31 de outubro de 2023;Muito bom;Café da manhã muito bom, boa localização.;;8;;;;
31 de outubro de 2023;Bom;Café da manhã ótimo;;;;;;
;;;;;;;;
"Chuveiro ótimo""";Sem wi fi;;;;;;;
;;;;;;;;
"Mobiliário do quarto ruim""";7;;;;;;;
28 de outubro de 2023;Não conseguimos dormir, por conta de uma turma passar a noite na piscina bebendo, quando não é permitido!;Durante toda a madrugada, várias pessoas, ficaram na área da piscina, bebendo, conversando, ouvindo som até de manhã, isso prejudicou nosso sono, e ninguém do hotel tomou providências!;;8;;;;
27 de outubro de 2023;Experiência padrão. Não me hospedaria novamente.;O café da manhã tem uma variedade padrão de itens, não tenho nada de bom ou ruim a acrescentar.;;;;;;
A limpeza do quarto - pelo do que eu fiquei - é muito boa; não tenho do que reclamar.;;;;;;;
O serviço de quarto é excelente. Todos os dias em que estive lá;" foram trocadas as toalhas e houve arrumação do quarto mesmo eu não sinalizando essa necessidade.""";O chuveiro é uma vergonha. Cano enferrujado e feixe da água sai pelas laterais. Eu quase tive que ficar correndo atrás da água para tomar um banho decente.;;;;;;
A localização é ruim também; embora perto do aeroporto;" há uma """"trailer"""" ao lado do hotel cuja movimentação se estende para além da madrugada. Até aí tudo bem. O problema é o fluxo de motos de delivery chegando e saindo fazendo muito barulho. Não tive um sono tranquilo por conta desses barulhos.""";6;;;;;
18 de outubro de 2023;Bom;Cama confortável;O chuveiro não esquentou, liguei na recepção e falaram q tinha q esperar um pouco pra esquentar. Minha mãe e meu namorado tomaram banho na agua fria, a sorte é que minha irmã estava em outro quadro e fui tomar banho lá. Não pedi para mudar de quarto pq era só uma noite.;7;;;;
15 de outubro de 2023;Muito bom;Excelente café da manhã.;Cobrança pelo estacionamento, deveria ser gratuito.;8;;;;
12 de outubro de 2023;Custo benefício e localização;Gostei da localização e custo benefício, além disso o café da manhã é maravilhoso, os funcionários são prestativos e a água do chuveiro é bem forte.;A única coisa ruim foi o cheiro de mofo na hora que abrimos o quarto.;8;;;;
10 de outubro de 2023;Atendeu as expectativas;Localização próxima ao aeroporto e foi ótimo p uma noite que estava em deslocamento. Café da manhã bem servido e diversificado.;;7;;;;
6 de outubro de 2023;Muito bom;Próximo ao aeroporto .;;8;;;;
5 de outubro de 2023;Estadia que vale o custo benefício;Localização. Próximo ao aeroporto;;8;;;;
28 de setembro de 2023;Satisfatória;O café da manhã é bom;O hotel é antigo, para o que ele se propõem atende razoavelmente.;6;;;;
27 de setembro de 2023;Satisfatório;;Cobram o valor de 25 reais a diária do estacionamento, com vagas extremamente apertadas, na qual precisávamos descer do carro antes de estacionar porque não dava pra abrir a porta. No banheiro saiu uma barata do ralo do chuveiro.;6;;;;
25 de setembro de 2023;Satisfatório;;Caro para uma acomodação bem bem okzinha. Beirando ao ruim.;;;;;
Para um hotel executivo e perto do aeroporto; o café iniciando as 6:30 é bem complicado. É importante rever os horários;" acredito que as 6h esteja dentro do esperado.""";6;;;;;
20 de setembro de 2023;Eu amei Recife e gostei muito de ficar nesse hotel;O quarto, pois ele é bem espaçoso;Da limpeza, as meninas so limparam o banheiro;7;;;;
18 de setembro de 2023;Bom;Cama confortável, banho quente, ar condicionado funcionando, café da manhã muito bom.;;;;;;
"Funcionários muito prestativos e atenciosos.""";Quarto abafado.;7;;;;;;
14 de setembro de 2023;Bom;;Pelo que entendi não era cobrado o estacionamento mas houve a cobrança de R$ 25,00 a diária.;7;;;;
8 de setembro de 2023;Boa para quem precisa pernoitar em Recife.;Custo-benefício.;Banheiro.;7;;;;
8 de setembro de 2023;Pra quem precisa apenas pernoitar, é excelente pelo custo.;Custo-benefício.;A porta do banheiro é de vidro e tem uma abertura de um palmo entre a porta e o chão. Não existe privacidade pra quem usa.;7;;;;
1º de setembro de 2023;Custo beneficio bom p/ poucos dias;Localização perto do aeroporto e Shopping, quarto espaçoso para a categoria;Box de banho acumula água e é pequeno;8;;;;
31 de agosto de 2023;Simples mais bom;Localização perto do Aeroporto;Nada;7;;;;
30 de agosto de 2023;Muito bom;Muito atencioso os funcionários;Precisa modernizar o ar condicionado e melhorar o aspecto geral.;8;;;;
28 de agosto de 2023;Fiquei somente em uma conexão.;Recepcionista, atenciosa e educada.;Sanitário entupido, barulho da vizinhança e do ar condicionado, um Consul dos anos 80 era bem ruim.;7;;;;
28 de agosto de 2023;Pontos a serem observado com atenção...;Bom dia ;;;;;;
1- Café da manhã de boa qualidade;;;;;;;;
2- Boa localização;;;;;;;;
3- Funcionários atenciosos;;;;;;;;
"4- Área da piscina aconchegante..""";Bom dia...;;;;;;;
1- Observamos fezes de Pombo na piscina;;;;;;;;
2- Gastamos mais de 1000 reais em diárias; é inadmissível o Hotel desse padrão; não dar apoio aos hóspedes quanto ao fornecimento de descartáveis e ainda vendem a 2;00 um kit; sem o copo; de qualidade ruim;;;
3- Melhorar a qualidade dos produtos utilizados na higiene dos quartos...;;;;;;;;
4- Quartos apresentavam cheiro de como se estivessem fechados há algum tempo...;;;;;;;;
5- O Hotel deveria fornecer estacionamento gratuito;25;"00 a diária é um absurdo e o estacionamento não é coberto o veículo fica exposto ao tempo...""";7;;;;;
27 de agosto de 2023;Precisa melhorar muito;Localização próxima ginásio Geraldão;Erro no checkin - barulho dos usuários da piscina logo cedo e do som da comunidade vizinha a noite toda. Falta de cobertores e travesseiros extras. Porta do banheiro sem privacidade alguma a quem usa.;6;;;;
27 de agosto de 2023;Satisfatório;Os funcionários bem atenciosos e o café da manhã bom.;O banheiro não tem privacidade e no chuveiro acumula água.;6;;;;
27 de agosto de 2023;Para uma acomodação rápida resolve ,mas tem que melhorar muitas coisas;Custo benefício;Toalhas;6;;;;
22 de agosto de 2023;Precisava de uma pernoite apenas. Se fosse para ficar mais dias, teria trocado de hotel;O hotel é muito próximo do aeroporto;O banheiro estava sujo e havia baratas;7;;;;
21 de agosto de 2023;Muito bom;Localização,funcionários atenciosos;Toalhas com cheiro estramho;8;;;;
20 de agosto de 2023;Pelo preço, sugiro avaliar outras hospedagens;Localização e tamanho da cama;A cadeira disponível no quarto é terrível e incompatível com a altura do movel que dá suporte, então se você precisar trabalhar, não recomendo. ;;;;;
O chuveiro era extremamente trabalhoso de regular; a água demorava muito pra esquentar; e o jato de água era uma tristeza; não existia uma direção única; infelizmente o banho virou uma dança. Haha. ;;;;
No restaurante onde era servido o café da manhã; os funcionários precisavam ser acionados constantemente pra repor objetos básicos faltantes e; quando eram acionados; respondiam sem tato para que o hóspede aguardasse e acabavam demorando pra repor. ;;;;;
Mas; acho que o mais desconfortável foi o barulho constante. As paredes/teto são extremamente finos e você escuta cada passo; conversa e cair de objetos. A noite de sono foi bem ruim. Se você tiver um sono leve;" avalie melhor!""";6;;;;
20 de agosto de 2023;Razoável.;Localidade.;Limpeza ruim, estrutura mal cuidada, paredes sujas, elevador com problema, água de chuva caindo dentro do elevador, internet oscilando.;6;;;;
17 de agosto de 2023;Satisfatório;Nada;Tudo;6;;;;
11 de agosto de 2023;Bom;;INTERNET É PÉSSIMA.;7;;;;
9 de agosto de 2023;Caro pelo que oferece;Espaço.;Muito velho os móveis, TV antiga demais, começar fun do rui;6;;;;
7 de agosto de 2023;Boa;Bom café da manhã;;7;;;;
31 de julho de 2023;Bom Custo Benefício;Limpeza do quarto e localidade.;Porta do banheiro em blindex de correr. Apesar de estarmos em família, o banheiro tem pouca privacidade, com a porta de correr a 20cm do chão.;8;;;;
26 de julho de 2023;Amo Recife.;Atendimento.;Camas e travesseiros.;8;;;;
25 de julho de 2023;Acomodação razoável!!!;Localização;Chuveiro todo corroído da maresia, não espalha água direito, box enche de água, o ralo não dá conta da água!!!;7;;;;
19 de julho de 2023;Satisfatório;Localização;Muito barulho dos hóspedes, sem nenhuma checagem dos funcionários;6;;;;
19 de julho de 2023;Satisfatório;Do café da manha;;6;;;;
17 de julho de 2023;Muito bom;Da localização e também do quarto bem arrumado;Nada em específico;8;;;;
15 de julho de 2023;Satisfatório;;Infelizmente eu tenho pânico de baratas e tinham 2 no quarto.;6;;;;
12 de julho de 2023;aprovado.;próximo do que precisei no dia que viajei.;acho um risco as porta do banheiro e o do box (risco de quebrar se o hóspede não tomar cuidados ao fechar).;8;;;;
11 de julho de 2023;Razoável;;No site da booking diz que tem café da manhã e estacionamento, mas não diz que o estacionamento é pago. .;;;;;
Cobraram 25;0;;;;;;;
Isto muda a avaliação de preço da estadia. ;;;;;;;;
Me senti enganado. ;;;;;;;;
Além de que; cobrar estacionamento de um hóspede é mascarar o custo real da hospedagem. ;;;;;;;
"Infelizmente viu procurar outra opção da próxima vez.""";7;;;;;;;
9 de julho de 2023;Satisfatório;Gostei muito da limpeza e da educação dos funcionários.;O wifi não funcionou nenhum dia, só tivemos água quente no banheiro no primeiro dia. O ar condicionado não refrescava, pelo contrário esquentava mais;6;;;;
8 de julho de 2023;Muito bom;Café da manhã e quarto;;8;;;;
7 de julho de 2023;razoável;Café da manhã bem servido e staff coridial.;Acomodação do quarto, o banheiro com porta de vidro improvisada com acesso difícil ao banheiro.;7;;;;
3 de julho de 2023;BOA ESTADIA;CAFÉ DA MANHÃ BOM, QUARTO BOM;TINHA UMA BARATA NO BANHEIRO;7;;;;
1º de julho de 2023;Sem comentarios;Localizacaop;Apartamento antigo;6;;;;
15 de junho de 2023;Supriu as minhas necessidades. Bem central.;Ótimo café da manhã. Apesar de simples, remete ao um café caseiro. A disponibilidade de horário também foi muito bom, ou seja, até as 10h da manhã. Obrigado pela atenção dos funcionários. Pretendo voltar um dia!;SUpriu as minhas expectativas.;8;;;;
15 de junho de 2023;Muito bom;Localização.;Não tinha secador de cabelo.;8;;;;
10 de junho de 2023;Custo benefício bom;O quarto estava cheiroso e limpo, embora é bem simples. O café da manhã estava gostoso.;A decoração do hotel não é mto boa. Não ter água no frigobar .;8;;;;
9 de junho de 2023;Bom;Custo benefício.;Não me recordo.;7;;;;
2 de junho de 2023;Razoável;Acomodação deixa a desejar, porém o café é muito bom. Mas não me hospedaria novamente.;Da acomodação e do banheiro;7;;;;
31 de maio de 2023;Bom;Próximo ao aeroporto, pois era apenas para dormir entre conexão;Hotel com instalações velhas.;7;;;;
25 de maio de 2023;Muito bom;Gostei da localização, bairro bom, próximo ao Shopping Recife, Aeroporto, praia e supermercados. O preço. O atendimento dos funcionários.;O exterior do prédio é bacana, mas o interior está mas danificado. Sugiro a instalação de uma máquina de café nas dependências, pois a cozinha fecha e não se consegue nada.;8;;;;
19 de maio de 2023;Satisfatório;A localização era boa, a equipe bem receptiva e educada;A cama era ruim, não achei o quarto muito bom sobre conforto;6;;;;
17 de maio de 2023;Foi boa;O Hotel é bom, estava limpo e conservado.;Senti falta de um cantinho com micro-ondas. Também reforço que eles cobram o valor do estacionamento, não está incluso no valor demostrado aqui.;8;;;;
11 de maio de 2023;Bom;Localização;Não tem restaurante. Demorou muito a chegar água no banheiro.;7;;;;
7 de maio de 2023;Bom para aguardar longa conexão de voos;A localização perto do aeroporto e o custo-benefício.;A falta de manutenção das instalações. A limpeza deixava a desejar, tinha muita poeira no chão e o travesseiro precisa ser mudada, não estava com bom cheiro.;8;;;;
2 de maio de 2023;razoável;Apenas a localização me interessa no momento;restaurante aberto apenas no café da manhã, nos obriga a sair a noite para jantar.;;;;;
Cobrança de R$25;"00 por dia pelo estacionamento""";6;;;;;;
28 de abril de 2023;Hotel utilizado apenas para dormir e pegar um voo bem cedo.;Ótima localização para quem tem um voo bem cedo, pertinho do aeroporto.;Hotel simples, bastante antigo, mas atendeu à minha necessidade.;7;;;;
26 de abril de 2023;Bom;bem localizado, funcionários muito atenciosos e saudosos!;teve uma festa na comunidade ao lado?;;;;;
"fazendo um barulho insuportável durante a madrugada!""";7;;;;;;;
23 de abril de 2023;Satisfatório;estadia ok , nada além;cobrar estacionamento , e não da garantia se algo acontecer no carro . sem contrato de estacionamento .;6;;;;
17 de abril de 2023;Hotel próximo ao aeroporto;Próximo ao aeroporto e shopping;Chuveiro saindo pouca água, tivemos que subir entre o nono e décimo andar de escada porque não tem elevador, a cama de casal são duas de solteiros juntas ficando um buraco no meio, o valor do acompanhante passado pelo representante do hotel via booking estava diferente do informado pelo funcionário da recepção. Ar condicionado antigo e barulhento.;7;;;;
16 de abril de 2023;Satisfatório;;o elevador é barulhento e antiquado;;;;;
16 de abril de 2023;Satisfatório;Pessoal atencioso.;Camas não são muito confortáveis;;;;;
15 de abril de 2023;Muito bom Ótimo custo beneficio;Hotel simples mas com ótimo custo benefício!;;;;;;
"O café TB é simples mas dentro do esperado!""";Nada reclamar;7;;;;;;
7 de abril de 2023;Localização e custo benefício;Bom custo benefício e ótimo café da manhã;Ar condicionado não funcionou;8;;;;
7 de abril de 2023;relativamente boa;Da localizaçao;Da limpez;8;;;;
4 de abril de 2023;Satisfatória;Localização perto aeroporto;X;7;;;;
2 de abril de 2023;Muito bom;;Cobram estacionamento;8;;;;
30 de março de 2023;Muito bom;Simples mais aconchegante;Simples mais aconchegante. O local precisa de mais segurança.;8;;;;
29 de março de 2023;Satisfatório;Da localização....próximo do aeroporto de Recife e do centro.;Do ar condicionado q era antigo e muito barulhento;6;;;;
23 de março de 2023;Básico;Perto do aeroporto e com estacionamento.;Quarto mínimo e muito básico, banheiro muito pequeno e a precisar de renovação.;;;;;
"Café da manhã muito limitado.""";6;;;;;;;
11 de março de 2023;Bom;O atendimento é super atencioso. O café da manhã bem completo também.;Não tem opções fáceis (que dê pra ir andando) de restaurante e o hotel é mais antigo, falta manutenção.;7;;;;
11 de março de 2023;Bom para 1 pernoite,perto do aeroporto;Localização, perto do aeroporto;Barulho,cama,travesseiro;8;;;;
10 de março de 2023;Muito bom;Do café da manhã;;;;;;
8 de março de 2023;Muito bom;Café muito bom.;;8;;;;
6 de março de 2023;Satisfatório;;meu quarto 602 estava sujo com cabelo no banheiro e roupa de cama suja;6;;;;
6 de março de 2023;Muito bom;O hotel fica bem perto do aeroporto. O café da manhã é bom. O quarto é bem espaçoso.;;8;;;;
27 de fevereiro de 2023;A localização é ótima, o café da manhã é simples mas gostoso, o ar condicionado é péssimo.;O café da manhã era simples mas muito gostoso.;O ar condicionado é velho e com isso, muito barulhento e não refrigera bem.;8;;;;
23 de fevereiro de 2023;Muito bom;Localização;Prédio meio descuidado. Mas o necessário para estadia rápida.;8;;;;
16 de fevereiro de 2023;Localização ímpar;Bom café e localização impecável;Ar condicionado muito barulhento e fraco.;8;;;;
16 de fevereiro de 2023;Bom;Quarto limpo e funcional.;;7;;;;
8 de fevereiro de 2023;Muito bom;Cidade;Banheiro;8;;;;
7 de fevereiro de 2023;Mais ou menos;Bem simples! Só me atendeu porque iria passar a noite apenas para seguir viagem! Ar condicionado não estava bom!;Ar condicionado com estava muito ruim e batulhento!;6;;;;
6 de fevereiro de 2023;Foi razoável;O café da manhã e a localização foram bons.;O travesseiro muito alto, desconfortável, arcondicionado barulhento e sem manta.;7;;;;
5 de fevereiro de 2023;Um valor muito alto para poucos benefícios. Além de caro cobram até o estacionamento.;nada;quarto bem antigo, wi fi não funciona direito;7;;;;
3 de fevereiro de 2023;Muito bom;Escolhi por ser perto do aeroporto, o local é bonito...café bem farto e piscina boa;"Fica um pouco longe da praia de boa viagem...porém o que menos gostei é que escolhi uma cama de casal e colocaram 2 de solteiro com uma capa juntando os 2 colchões pequenos pra torná-lo ""grande...e foi uma péssima noite dormida...além de serem colchões com densidades diferentes, afundava no meio...cinceramente foi muito desnecessário agirem assim";8;;;;
29 de janeiro de 2023;boa;conforto;os funcionários não são comunicativos, cordiais e receptivos.;8;;;;
29 de janeiro de 2023;Bom;localização próxima ao aeroporto;;7;;;;
29 de janeiro de 2023;bom custo benefício próximo ao aeroporto;ar condicionado e chuveiro bons. cama tb confortável.;instalações extremadamente simples;6;;;;
24 de janeiro de 2023;Bom;;ar condicionado barulhento;7;;;;
22 de janeiro de 2023;Bom;Das pessoas;Calor;7;;;;
17 de janeiro de 2023;Satisfatório;Do atendimento;Achei muito deselegante vcs cobrarem estacionamento para seus hóspedes isso demonstra que vcs não sabem cativar o cliente eu mesmo não voltarei mais nunca lá.;6;;;;
16 de janeiro de 2023;Bom;Café da manhã razoável-bom.;Tv com pouquíssimos canais disponíveis. Funcionários ok porém pouco receptivos. Parece faltar alguma modernização no hotel.;7;;;;
15 de janeiro de 2023;bem localizado, porém com prédio antigo e café razoável;a localização e o custo benefício;estrutura do hotel bem antiga e café da manhã fraco;7;;;;
13 de janeiro de 2023;Muito bom;Proximidade da praia de Boa viagem e Aeroporto!;;8;;;;
11 de janeiro de 2023;Seja resiliênte!;Hotel próximo ao aeroporto e shopping e preço acessível;TV não funciona no manual , controle com pilhas descarregadas, e com crianças isso faz a diferença, toalhas mal cheirosas, pia do banheiro estava entupida, fronhas tinha mancha de sangue de mosquito, o fastfood indicado pela recepção demorou o dobro do tempo para entrega, e ainda a comida estava muito desagradável, ( pizzaria tradição) não indiquem pois prejudicam a vocês.;6;;;;
8 de janeiro de 2023;Recomendamos;Estrutura do hotel muito bacana , café da manhã muito bom .;A área do estacionamento deveria ser inclusa na hospedagem, e não cobrarem taxa por diária.;8;;;;
7 de janeiro de 2023;bem localizado, porém estrutura antiga e café fraco.;espaçoso;mobília antiga, luz queimada, cama desconfortável.;6;;;;
16 de dezembro de 2022;Razoável para 2 noites, não mais do que isso;Os funcionários eram extremamente simpáticos e pró-ativos em oferecer qualquer tipo de suporte. Desde a limpeza, até a recepção.;As instalações não são muito boas. O Ar condicionado do quarto não gelava direito, o banheiro tinha várias marcas no teto aparentando que o gesso tava prestes a cair, a pia entupia com facilidade só em escovar os dentes...;;;;;
Além disso o café da manhã não é muito bom. Criei bastante expectativa sobre ele devido às fotos; mas a realidade é bem diferente... não há muita opção;" o pão e o bolo são duros...""";6;;;;;
13 de dezembro de 2022;Cumpriu o que prometeu.;O hotel é muito bem localizado, tendo acesso fácil as vias de tráfego rápido, o que foi de grande utilidade quanto a locomoção dentro da cidade de Recife. Nas proximidades ainda é possível ter acesso a shoppings, farmácias e bons restaurantes de forma rápida.;Acredito que o restaurante possa ficar aberto por mais tempo, ao menos para dar suporte aos hóspedes quanto a questão de utensílios para alimentação, e nos andares seria de grande valia que houvessem lixeiras de grande e médio porte para descarte de descartáveis e outros tipos de lixo.;8;;;;
12 de dezembro de 2022;Muito bom;Café com muitas frutas.;Poucas opções além das frutas.;8;;;;
12 de dezembro de 2022;Custo benefício válido, porém não me hospedaria novamente.;O quarto tinha o prometido: ;;;;;;
cama casal + solteiro. ;;;;;;;;
"Todo pessoal do hotel simpáticos e atenciosos.""";Fala que tem tv a cabo mas só tem 3 canais e nenhum infantil. ;;;;;;;
Me hospedei com meus dois filhos (os dois menores de idade) e não pediram documentação deles. Achei uma falta de segurança isso. ;;;;;;;;
Se precisar de lençol extra você paga. Se quiser usar estacionamento você paga. ;;;;;;;;
"O café da manhã muito simples para o valor da diária que pagamos.""";6;;;;;;;
22 de novembro de 2022;Deu pro gasto.;Excelente localização, próximo a tudo de legal em Recife.;Reservei por um preço e paguei mais caro!;6;;;;
18 de novembro de 2022;Bom;Bom atendimento da recepção.;;;;;;
Bom café da manhã ;;;;;;;;
Proximidade do aeroporto.;;;;;;;;
"Excelente acomodação para pernoites em conexões e escalas no aeroporto de Recife.""";Quartos que precisam de remodelação ;;;;;;;
"A rouparia estava limpa mas com cheiro forte de produtos.""";7;;;;;;;
14 de novembro de 2022;foi boa;nada;cama desconfortável;7;;;;
2 de novembro de 2022;Muito bom;Cama espaçosa, chuveiro bom, ótimo atendimento;Cobrança para uso de secador de cabelo;8;;;;
21 de outubro de 2022;Bom;Localização;O estacionamento é cheio de armadilhas para o carro. Pedaços de ferro e concreto saindo das paredes, pedaços de parede de resto de construção antiga. Se abrir a mala do carro, pode bater em alguma coisa. Já usamos esse hotel há pelo menos 1 ano, e nunca consertaram.;7;;;;
18 de outubro de 2022;Não recomendo;O Chuveiro era bom, a localização;O Ar condicionado fazia muito barulho, o travesseiro era muito grande e duro, o quarto tinha muito cheiro de mofo.;6;;;;
18 de outubro de 2022;Muito bom;A LOCALIZAÇÃO DELA É EXCELENTE.;;;;;;
JÁ É A TERCEIRA VEZ QUE ME HOSPEDO NO NACIONAL IN.;;;;;;;;
"O CAFÉ DA MANHÃ É MUITO BOM E OS RECEPCIONISTAS SÃO BASTANTE PRESTATIVOS.""";;8;;;;;;
13 de outubro de 2022;Bom;Localização boa para necessidade de ficar próximo ao aeroporto.;;7;;;;
4 de outubro de 2022;Satisfatório;Limpeza e localização;Ar condicionado barulhento, café da manhã razoável.;6;;;;
3 de outubro de 2022;Custo benefício;Localização perto do aeroporto é shopping;;8;;;;
26 de setembro de 2022;Precário;Ambiente limpo porém o hotel não conta com disponibilidade de mantas, travesseiros e toalha de rosto ,;Pedimos coberta, travesseiro extra e toalha de rosto e não fomos atendidas em nenhum momento mesmo sendo cobrado valor extra por isso;6;;;;
17 de setembro de 2022;Bom;Café da manhã ótimo.;;;;;;
Ótimo custo benefício.;;;;;;;;
"Muito boa localização para quem vende do aeroporto.""";;7;;;;;;
15 de setembro de 2022;Satisfatório;Proximidade do aeroporto;Banheiro sem porta, indisponibilidade de mais travisseiros,;6;;;;
12 de setembro de 2022;Muito bom;Café.;Da cama acho que precisa ser avaliado os colchões.;8;;;;
9 de setembro de 2022;muito boa;otimo cafe e otima localização;;8;;;;
1º de setembro de 2022;Satisfatório;Da recepção.;Da higiene do quarto, com mofo.;6;;;;
30 de agosto de 2022;Bom custo-benefício. Perto do aeroporto, funcionários atenciosos e prestativos.;Localização.;;8;;;;
26 de agosto de 2022;Bom;precisa ter casa maior;;7;;;;
24 de agosto de 2022;Cheiro de mofo.;Café e funcionários;Quarto com cheiro de mofo e com infiltração.;6;;;;
22 de agosto de 2022;Bom;Hotel limpo, confortável e boa localização.;O sinal da internet é péssimo na verdade a internet praticamente não existe quando eu precisava usar a internet só utilizava a minha porque se fosse depender do hotel não dava nem pra pedir um Uber. O café da manhã com poucas opções.;7;;;;
20 de agosto de 2022;Tudo ok.;Localização,custo benefício.;Solicitamos berço no quarto, infelizmente mesmo sendo confinado no booking, não foi disponibilizado;6;;;;
11 de agosto de 2022;Boa;Localização;O último andar não tem elevador;8;;;;
30 de julho de 2022;Bom;Localização;Um pouco;7;;;;
29 de julho de 2022;Muito bom;Localização e ótimo café da manhã.;Ar condicionado antigo fazendo barulho.;8;;;;
29 de julho de 2022;Muito bom;Café e licalizacao;Nada a declarar;8;;;;
26 de julho de 2022;Bom;Limpeza dos quartos. Bom café. ;;;;;;
"Funcionários atenciosos.""";;7;;;;;;
26 de julho de 2022;Razoável.;A localização é boa. Hotel bem próximo ao aeroporto e ao Shopping Recife, pro qual da pra ir a pé.;Não tinha manta pra todos os hóspedes. Aqueles que pedirem primeiro, levam. Não tinha toalha de rosto disponível também.;6;;;;
25 de julho de 2022;Sugestão;Gostei do quarto da localização dos funcionários.;N.gostei.de.ter.q.pagar o travesseiro pq oq tinha no quarto e baixo e eu estou acostumada a dormir com 2. N pelo preço mais pensando no conforto.;8;;;;
24 de julho de 2022;Funcionários muito atencioso;Funcionários;Burocrático o acessos ao wi-fi;7;;;;
22 de julho de 2022;o basico;O ar condicionado e o banheiro;colchão mole e uma porta lateral que permitia passagem de ruídos ouvindo tudo o que se falava no outro apartamento;8;;;;
18 de julho de 2022;Bom;Próximo ao aeroporto, hotel para dormir somente uma noite!;Café da manhã não tem muito a oferecer, travesseiros ruins, ar condicionado barulhento.;7;;;;
11 de julho de 2022;Pernoite em Recife;Bom custo benefício. Dependendo para onde você for, boa localização para este deslocamento.;Do barulho do ar condicionado do apartamento.;8;;;;
10 de julho de 2022;Bom;Boa localização, café da manhã excelente.;Hotel deveria oferecer serviço de lanches a noite.;7;;;;
10 de julho de 2022;Muito bom;conforto;;8;;;;
