data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
17 de julho de 2023;Fantástico;Da localização, bom atendimento, bom café da manhã e loja de conveniência 24hs.;Quarto pequeno.;9;;;;
17 de julho de 2023;Muito bom;Localização, atendimento funcionários,;Ar condicionado barulhento, quarto sem mesa de apoio e cadeira, foi necessário pedir.;;;;;
"Torneira do banheiro molha toda a pia""";8;;;;;;;
15 de julho de 2023;Boa hospedagem;Hotel bem localizado, com bom café da manhã e funcionários atenciosos.;Achei o quarto um pouco escuro, instalações antigas, mas vale o custo benefício.;9;;;;
12 de julho de 2023;Bom;Café da manhã;;7;;;;
12 de julho de 2023;Agradável;Café muito bom;Estacionamento muito pequeno;9;;;;
6 de julho de 2023;Regular;Café da manhã;Apartamento no 1o. Andar muito barulho na madrugada, em cima do restaurante q serve o café da manhã ;;;;;
"Então muito barulho e não conseguíamos dormir a partir das 4 da manhã""";7;;;;;;;
6 de julho de 2023;Bom custo benefício;Limpeza e atendimento;Da garagem;8;;;;
4 de julho de 2023;Recomendo excelente lugar;Excelenete limpeza ,cafe da manha muito bom ,recomendo.;;9;;;;
29 de junho de 2023;Da minha tudo muito bom e com certeza irei retornar.;Sim muito bom.;Para tudo bom, funcionários muito prestativos e atenciosos.;7;;;;
29 de junho de 2023;Muito boa;Café da manhã,localizacao;Piscina;8;;;;
28 de junho de 2023;O Hotel atendeu minhas expectativas. O pessoal é muito bacana!;Acordar e ver o mar. A janela é do chão ao teto.;De ter de ir embora.;8;;;;
28 de junho de 2023;Eu voltaria porque ameeeeeei a vista. Um janelão enorme para poder apreciar o mar.;A cama e confortável e a vista e surreal de linda. Fomos muito bem recepcionados na chegada. Equipe muito simpática e o café da manhã maravilhoso.;Tem um pouco de cheiro de mofo;7;;;;
26 de junho de 2023;Otimo custo beneficio;Staff, cafe da manha, localizacao;Wi fi nao funcionou o tempo em q estive hospedada;9;;;;
20 de junho de 2023;Fantástico;Localização excelente, próximo a praia e restaurante para quem está a passeio.;;;;;;
;;;;;;;;
"Tivemos uma ótima estadia no hotel.""";Estacionamento pequeno e com acesso pela rua de trás, onde no período da noite é perigoso por ser mal iluminado.;9;;;;;;
17 de junho de 2023;Razoável;Localização na orla da praia de boa viagem, fiquei em um quarto com vista para o mar, café da manhã muito bom;Quarto precisa de uma boa reforma, a porta do banheiro na fechava, banheiro com mal acabamento, toalha de banho bem surrada e não cheirava muito bem.;8;;;;
17 de junho de 2023;Ótimo custo benefício.;Café da manha excelente, com opções de tapioca. Ótima localização, funcionários bem preparados. Num geral ótimo.;Travesseiros com um cheiro um pouco desagradável, cheiro de roupa molhada.;9;;;;
13 de junho de 2023;Fantástico;Funcionários atenciosos. Localização a 3 quadras do centro de boa viagem;Tudo conforme o prometido;9;;;;
13 de junho de 2023;Fantástico;;Todos os dias as chaves param de funcionar, sempre falam que a chave desmagnetiza porem, ela so para de funcionar apos as 12 horas. Até as 12 funciona normalmente as 12:30 ela desmagnetiza fazendo com que tenha que parar na recepção para trocar chave todos os dias da estadia;9;;;;
12 de junho de 2023;Muito bom;Café da manhã;;8;;;;
10 de junho de 2023;Bom;Localização;Na reserva tinha o estacionamento incluido, porém, quando chegamos fomos informados que o prédio era antigo e não tinha para todos os quartos.;7;;;;
10 de junho de 2023;Muito bom;Localização;Travessa,muito duro .;8;;;;
9 de junho de 2023;Bom;Localização;Instalações velhas;7;;;;
4 de junho de 2023;Muito bom;Recepção, localização e café da manhã;Tamanho do quarto;8;;;;
1º de junho de 2023;Bom;Localização, café.;Banheiro muito pequeno. Quase não cabe uma pessoa.;7;;;;
1º de junho de 2023;Sensacional, em especial pelo cuidado da equipe.;A equipe é, sem dúvida, o maior diferencial. Muito cordial. O café da manhã também é muuiito bom! Não deixa nada a desejar em relação aos hotéis mais famosos da região. Apesar de mais afastado da área de badalação da praia, a localização é ótima para deslocamento.;;8;;;;
1º de junho de 2023;não vale o preço;Localização;ofurô quebrado, piscina só até as 18;7;;;;
31 de maio de 2023;Muito bom;Café da manhã ótimo;;8;;;;
24 de maio de 2023;Ótima hospedagem em Recife-PE;Localização privilegiada, na frente da praia de boa viagem, café da manhã perfeito, quartos confortáveis e ambiente agradável, atendimento muito bom, os funcionários são super atenciosos.;Uma pequena crítica, o local de banho e muito pequeno, porém nada que tire o prazer da hospedagem no hotel.;9;;;;
24 de maio de 2023;hotel com boa localização;Atendimentos dos profissionais, conforto da cama, limpeza e a localização do hotel;a estrutura física do hotel é antiga, com reformas aleatórias, sem proteção para barulhos entre os quartos. Nem todos os quartos têm vista para o mar. café da manhã é bom, mas repetitivo. Banheiro com box pequeno e ar condicionado barulhento.;7;;;;
13 de maio de 2023;Muito bom;Café da manhã;;8;;;;
13 de maio de 2023;NÃO SATISFEITO !;LOCALIZAÇÃO;INFELIZMENTE O QUARTO DEIXOU A DESEJAR , o espaço horrível e não condiz com as fotos apresentadas no site .;7;;;;
12 de maio de 2023;Bom;localização boa, funcionários prestativos, wifi bom.;colchão muito velho, tinha um vão no meio do colchão, como se ele tivesse sido dobrado. ;;;;;
;;;;;;;;
Meu quarto só foi arrumado depois de eu interfonar 2 vezes na portaria.;;;;;;;;
;;;;;;;;
O hotel parece precisar de manutenção; tá bem desgastado;" velho.""";7;;;;;
12 de maio de 2023;tranquila;cama;quarto pequeno;7;;;;
11 de maio de 2023;Fantástico;Limpeza;Colchão de solteiro, juntado para cama de casal. Não ficou plano.;9;;;;
7 de maio de 2023;Hotel agradável com ótima localização;Hotel confortável em frente à praia, quarto espaçoso bem completo, banheiro grande, ótima limpeza, bom café da manhã, tem uma lanchonete dentro do hotel. Consegui estacionar, mas são poucas vagas.;;9;;;;
7 de maio de 2023;Ferias em Recife.;Do estacionamento.;Do preço que paguei no Booking que estava mais caro do que no próprio balcão.;7;;;;
5 de maio de 2023;Ótimo hotel!;Ótima localização, ótimo quarto, um hotel muito confortável em tudo. Adorei...;Não gostei do preço das coisas dentro do hotel, preço exorbitante. Uma água grande por 13,00 é um pouco caro, mas compreendo a política do hotel. Entendo que pagamos também pelo luxo e conforto...;9;;;;
5 de maio de 2023;Eu indicaria. Ótima localização e ótimo custo-benefício;Localização e custo-benefício;;8;;;;
4 de maio de 2023;Fantástico;Localização;;9;;;;
2 de maio de 2023;muito bom;o tamanho do quarto era ok, condizente com o valor. banheiro ótimo. ressalto destaque para o café da manhã que estava maravilhoso, muitas opções e tudo saboroso.;;8;;;;
1º de maio de 2023;Satifatória para uma noite apenas;Do atendimento na recepção do hotel e da localização em relaçãoao aeroporto;Do café da manhã , da cama e dos travesseiros;7;;;;
30 de abril de 2023;Vale pelo custo-benefício;Atendimento;Instalações;7;;;;
27 de abril de 2023;Estadia agradável e proveitosa;Achei ótimo o café da manhã;O tamanho da piscina e a limpeza desta;8;;;;
25 de abril de 2023;Muito bom;Localização;Praia em frente hotel;8;;;;
24 de abril de 2023;boa;localização excelente, atendimento otimo, cafe da manhã divercificado, tinha um ponto de luz que não funcionava ais isso não atrapolhou a hospedagem, academia boa sala de jogos excelente e wifi dentro das especttivas;não tinha leite sem lactoze, e cartão chave ficou sem funcionar obrigando o cliente e se deslocar ate a portaria para retivar o cartão, voce chega a noite cansado e tem que voltar a recepção para validar o cartão.;8;;;;
24 de abril de 2023;Muito bom;localização e piscina;;8;;;;
24 de abril de 2023;fiquei 90% fora do hotel enquanto estive lá foi tudo bem;localização muito boa e o chuveiro é maravilhoso;os quartos são bem simples;8;;;;
24 de abril de 2023;tudo ótimo;cafe da manhã muito bom;os quartos são bem simples, mas não é algo impeditivo;8;;;;
18 de abril de 2023;Foi bom!;Fiquei no hotel só aguardando o aviao sair as 22:00 ou seja nem fiquei uma diaria entao nao tenho como avaliar melhor ok?;;;;;;
;;;;;;;;
"obg""";Fiquei no hotel só aguardando o aviao sair as 22:00 ou seja nem fiquei uma diaria entao nao tenho como avaliar melhor ok?;;;;;;;
;;;;;;;;
"obg""";8;;;;;;;
17 de abril de 2023;Viagem de lazer;Excelente localização, funcionários gentis e simpáticos. Camareiras atenciosas!;;;;;;
Em frente à praia.;;;;;;;;
O café da manhã é muito bom ; porém precisa ter mais opções nos sabores dos sucos .;;;;;;;
Sugestão: Sendo um hotel localizado na região do Nordeste;" não poderia faltar a tradicional TAPIOCA!""";O banheiro do apartamento que ficamos não tinha cabides. Tivemos dificuldades com isso.;;;;;;
"O quarto de casal só tinha uma cadeira/ poltrona.""";8;;;;;;;
17 de abril de 2023;Fantástico;Café da manhã excelente, colaboradores muito solícitos, quarto bem limpo, cama boa, ótima localização.;As travas das janelas estavam soltas, desparafusadas e não consegui abrir, fiquei apenas com o ar condicionado ligado.;9;;;;
12 de abril de 2023;Boa;CAFE da manhã.;prédio um pouco antigo, precisa de reforma;9;;;;
12 de abril de 2023;Muito bom;Localização excelente e ótimo café da manha;Arrumação das camas, lençóis muito pequenos e colchões forrados com plástico;8;;;;
6 de abril de 2023;boa;bom;distancia para praia;7;;;;
4 de abril de 2023;muito agradável;funcionários atenciosos, limpeza da acomodação muito boa, wifi funciona perfeitamente, piscina agradavel, bar nota 10;;8;;;;
3 de abril de 2023;Legal;Gostei muito do serviço, da localização e do conforto.;O hotel precisa ser melhor cuidado. O subsolo é muito quente e desorganizado, nem parece o que vemos do térreo para os andares de cima. E precisam informar antes da reserva sobre a possibilidade de não ter vaga de estacionamento para todos os clientes.;9;;;;
30 de março de 2023;Boa opção a beira mar com preço razoável;Boa localização, bom café da manhã e funcionários cordiais;Instalações antigas;7;;;;
27 de março de 2023;Muito bom;Localizacao, quarto.;Cafe da manha!;8;;;;
26 de março de 2023;Hotel muito bom.;Hotel confortável, café da manhã maravilhoso. Um pouco distante distante dos pontos de interesse mas usando Uber fica Ok;;8;;;;
26 de março de 2023;Bom;Chuveiro...;Café da manhã ...;7;;;;
26 de março de 2023;Fantástico;Localização;;9;;;;
24 de março de 2023;Muito bom;Localização, café da manhã.;Limpeza do banheiro não estava muito boa, pela qualidade do hotel pode melhorar.;8;;;;
24 de março de 2023;Muito bom;Café da manhã bem variado. Tinha um doce de banana delicioso!!! Só senti falta da banana frita!;Piscina bem pequena;8;;;;
23 de março de 2023;Fantástico;Ótima localização, bem limpo e organizado;;9;;;;
21 de março de 2023;Excelente localização, vista fantástica;Excelente localização, vista do quarto fantástica.;;;;;;
equipe de recepção deixou a desejar; poucos empáticos.;;;;;;;
No geral;" excelente acomodação.""";Recepção ao hotel. Não foram muito Cortez em nossa chegada.;8;;;;;
21 de março de 2023;Fantástico;Localização;;9;;;;
20 de março de 2023;Legal não sou muito exigente;Hospitalidade dos funcionários foi ótima nota 10 pra todos;Estacionamento;7;;;;
14 de março de 2023;Fantástico;Atendimento da recepção;Quarto muito pequeno.;9;;;;
13 de março de 2023;Muito bom;A localização do hotel.;;8;;;;
10 de março de 2023;Mto boa;Café, localização;;8;;;;
7 de março de 2023;Fantástico;Ótima localização, vista do mar, nascer do sol foi majestoso. Funcionário da recepção também muito atencioso e prestativo.;Somente o estacionamento privativo que não havia vaga, mas foi possível estacionar na rua em frente ao hotel.;9;;;;
4 de março de 2023;Muito bom;Gosto da localização ;;;;;;
"Custo benefício""";Precisei falar na recepção para pedir um suco para tomar um remédio pois estava em estado diarreico e não me deram retorno e não tentaram nós auxiliar em nada.;8;;;;;;
1º de março de 2023;Fantástico;;Iluminação dos quartos não é aconchegante. É feita com luz branca ao invés de amarela, deixando o ambiente com cara de banheiro, é muito forte. As da parede mais fortes do que do teto.;9;;;;
27 de fevereiro de 2023;Muito bom;bom;atebdimento;8;;;;
24 de fevereiro de 2023;Bom;;internet péssima;7;;;;
23 de fevereiro de 2023;ok;localização e vista;quartos antigos;7;;;;
20 de fevereiro de 2023;Bom;localização;cheiro desagradável, limpeza deixa a desejar;7;;;;
18 de fevereiro de 2023;Fantástico;localização, café da manhã com uma vista maravilhosa da praia.;quarto pequeno.;9;;;;
17 de fevereiro de 2023;Excelente;Muito bom;A cama;9;;;;
16 de fevereiro de 2023;O hotel é muito bonito, mas o quarto que pegamos é bem mais ou menos.;localização ótima, espaços comuns amplos e bonitos.;Porta do banheiro não fechava, box do banheiro muito pequeno.;8;;;;
15 de fevereiro de 2023;Empatia conforto respeito;Do atendimento dos funcionários no geral...sempre atenciosos...muito bom no geral;Senti falta de uma mesinha no quarto;9;;;;
13 de fevereiro de 2023;Bom;Localizacao;Internet baixa qualidade. Caia a todo momento no 7 andar.;7;;;;
12 de fevereiro de 2023;Fantástico;Café da manhã ótimo, bem organizado, bem servido e um bom serviço de atendimento. ;;;;;;
Recepção muito boa; simples e direta. ;;;;;;;
"Quarto bem organizado e limpo.""";Acho que por se tratar de um hotel, todos os serviços deveriam ser 24hrs até mesmo o atendimento pré reserva, ou estender este horário até uma 22:00hrs e não até as 18:00;;;;;;;
;;;;;;;;
"Tomada na cabeceira lado direito sem funcionar e torneira do banheiro solta.""";9;;;;;;;
6 de fevereiro de 2023;O hotel oferece um bom custo benefício.;A acomodação estava dentro do que eu esperava, destacando um bom custo benefício. Um ótimo café da manhã e a atenção dos funcionários é um destaque.;;;;;;
"Em relação à localização posso classificar como muito boa. Está relativamente próximo aos principais shoppings da cidade.""";Nada a declarar.;7;;;;;;
3 de fevereiro de 2023;Muito boa;Café da manhã completo e boa localização;Sinal de Wi-Fi muito ruim no quarto e academia muito incompleta;8;;;;
30 de janeiro de 2023;Bom;Localização, próximo ao aeroporto e da praça.;Faltou cobertor e secador de cabelo não funcionava, o preço foi bem alto para o que proporcionaram;;;;;
30 de janeiro de 2023;Bom;A localização é boa.;Os quartos são bem simples. Não tinha nenhuma mesa de apoio. O Frigobar é baixo. A cama é bem afastada das mesinhas de cabeceiras. ;;;;;
"O QRCode dos cardárpios fica em péssima disposição.""";7;;;;;;;
29 de janeiro de 2023;Bom;;O ar-condicionado não funcionava, nos trocaram de quarto. No outro quarto o ar-condicionado estava fraco.;7;;;;
25 de janeiro de 2023;A estadia foi tranquila;localização em frente à praia;box apertado;8;;;;
24 de janeiro de 2023;Fantástico;Localização de frete para o mar, café da manhã com variedade e bom custo benefício.;;9;;;;
21 de janeiro de 2023;Bom;Só fiquei uma noite para dormir mas o hotel dentro do possível atendeu as expectativas;O quarto não estava preparado com a terceira cama mas resolveram depois.;7;;;;
19 de janeiro de 2023;Bom;Do atendimento dos funcionários.;Box do banheiro muito pequeno com o ralo solto do chão. Café da manhã com poucas variedade em dias seguidos de hospedagem.;7;;;;
18 de janeiro de 2023;Ótimo custo benefício.;Estrutura do Hotel, espaço do quarto, camas confortáveis, limpeza ok, cardápio variado no restaurante é excelente localização. Frente mar.;O café da manhã é ótimo porém, devido a alta demanda, faltou por muito tempo copos e reposição rápida dos alimentos.;8;;;;
18 de janeiro de 2023;custo benefício bom.;localização, limpeza, atenção dos funcionários;;8;;;;
18 de janeiro de 2023;Muito bom;Localização ;;;;;;
Limpeza;;;;;;;;
Piscina;;;;;;;;
Banheiro;;;;;;;;
"Cafe da manhã""";Estacionamento;;;;;;;
"Ar condicionado""";8;;;;;;;
17 de janeiro de 2023;ótima opção de hospedagem em Boa Viagem!;A localização do hotel é muito boa, em uma região de fácil acesso aos pontos turisticos;;;;;;
Café da manhã excelente com bastante variedade e produtos de qualidade além da equipe bastante atenciosa;;;;;;;;
Área de piscina e deck bem localizados e ambiente agradável; apesar do espaço pequeno;;;;;;;
"Limpeza do apto e chuveiro quente excelentes.""";acesso a garagem além de pouquíssimas vagas disponíveis;;;;;;;
Ar condicionado mal localizado; impossibilitando resfriar o apto corretamente;;;;;;;
"Categoria de apto acomodada divergente da que fora reservada .""";8;;;;;;;
16 de janeiro de 2023;Bom;Café da manhã muito bom , com uma linda vista;Cama desconfortável;7;;;;
14 de janeiro de 2023;Muito bom;Ótimo cafe da manha;- Atendimento na chegada ao hotel, no balcão.;;;;;
"- Preço da diária""";8;;;;;;;
14 de janeiro de 2023;Excelente;Gostei do local, limpeza, funcionários, acomodações, atendimento Excelente.;;;;;;
"Voltaria outras vezes.""";Nada;9;;;;;;
11 de janeiro de 2023;Fantástico;Quarto espaçoso, limpo.... café da manhã com alimentos variados... funcionários atenciosos e educados. Hotel em frente a praia😃 Esperamos voltar num outro momento, com certeza;Prédio bem antigo, com algumas infiltrações, ar condicionado antigo e um pouco barulhento... Mas, nada que atrapalhasse a nossa estadia.;9;;;;
11 de janeiro de 2023;Bom;Chuveiro café da manha;Não ter estacionamento, box sujo,;7;;;;
11 de janeiro de 2023;razoável;a localização muito boa e o hotel é sim tb.;só os quarto não é aconchegante é muito básico. só pra dormi mesmo.;7;;;;
10 de janeiro de 2023;razoável.;localização, banheiro e cordialidade dos funcionários.;a cama tem colchão forrado de couro, tipo hospital. isto é inadmissível porque não dá conforto nenhum.;8;;;;
8 de janeiro de 2023;Muito bom;Localização boa, de frente para a praia de boa viagem.;O hotel apresenta sinais de desgaste nas instalações, decorrente do tempo, mas não compromete a acomodação dos hóspedes.;8;;;;
7 de janeiro de 2023;No geral foi ótimo, pena que pasageiro. Custo benefício foi ótimo. recomendo com algumas ressalvas.;ótima localização, ambiente espaçoso. café da manhã excelente.;não tem estacionamento. água barrenta, limpeza a desejar. recepção apática.;8;;;;
7 de janeiro de 2023;excelente custo-benefício, voltarei;vista do quarto é linda, café da manhã excelente;piscina não fica aberta após as 18h.;9;;;;
7 de janeiro de 2023;Muito bom;O café da manhã é muito bom, assim como a localização.;No quarto em que eu fiquei (508), a pia está entupindo e o chuveiro pingando. Avisei do problema, mas não vieram consertar a tempo. Como só fiquei apenas por uma diária, esse problema não causou tanto incômodo, mas se eu houvesse ficado por mais tempo, sem dúvida teria sido bastante inconveniente.;8;;;;
7 de janeiro de 2023;Fantástico;Localização, atendimento, café da manhã.;O colchão mole, tamanho do Box do banheiro muito pequeno .;9;;;;
6 de janeiro de 2023;Satisfação;Da localização;Da cama. Fiz a reserva com cama de casal e colocaram duas camas de solteiro juntas uma da outra, fazendo assim diferença na junção das duas.;8;;;;
2 de janeiro de 2023;Bom;Vista pro mar;Acomodação não é tão aconchegante como parece ser no site;7;;;;
29 de dezembro de 2022;Fantástico;Os funcionários são muito solícitos e a localização da praia é excelente para o banho.;A garagem é muito apertada e tem lotação de apenas 6 veículos. A piscina também é pequena.;9;;;;
29 de dezembro de 2022;Minha estadia foi ótima! Pretendo voltar em breve.;Café da manhã ótimo! Recepção, limpeza, área da piscina e toda a estrutura do hotel, gostamos muito. A localização também muito boa, em frente a praia , próximo de praças e da feirinha. Chuveiro maravilhoso!;Apenas achei o local para tomar banho no banheiro, muito pequeno. Precisava de mais espaço.;9;;;;
25 de dezembro de 2022;Muito bom;A hospedagem na praia de Boa Viagem foi muito boa, cenário de cinema e as instalações de ótima qualidade, os funcionários sempre atenciosos, a limpeza do ambiente é um destaque positivo e com certeza voltando para Recife vou me hospedar mais uma vez.;Eu não tenho pontos negativos sobre a hospedagem, fiquei por dois dias e pude ver o quanto tratam bem os hóspedes, vale muito a pena usufruir da hospedagem do Golden Park Recife.;8;;;;
24 de dezembro de 2022;muito boa;localização e limpeza;nada;9;;;;
14 de dezembro de 2022;muito bom;localização;tamanho do quarto;8;;;;
13 de dezembro de 2022;boa , entretanto falta a comunicação , visto que não me informaram a senha do wifi, não usei.;café bom, localização boa;o box do banheiro muito pequeno, e preciso aumentar se for uma pessoa razoavelmente forte nao entra no box.;9;;;;
13 de dezembro de 2022;Bom hotel, mas que precisa de alguns ajustes;Equipe muito atenciosa e simpática. O quarto era pequeno, mas confortável. Quarto e banheiro limpos.;Wi-fi não funciona nos quartos. Pela estrutura do hotel esperava que o café da manhã fosse melhor. O único ponto negativo do banheiro era que o box era bem apertado. Mas no geral gostei da acomodação.;7;;;;
12 de dezembro de 2022;Super recomendo;Receptividade de todos os empregados, café da manha com variedades, limpeza;box do banheiro muito apertado, mas nada que possa desabonar a estadia;8;;;;
9 de dezembro de 2022;Bom;Cafe da manhã muito bom, wi fi e grntileza dos funcionários;Quarto com apenas duas camas e armario.pequeno sem lugar para sentar.;7;;;;
7 de dezembro de 2022;Fantástico;Tudo bom;Café da manhã maravilhoso;9;;;;
7 de dezembro de 2022;Ótimo custo benefício;Gostei do quarto com vista pro mar, gostei da limpeza e também da educação dos funcionários.;Não gostei do café da manhã, muito fraco. Fiquei em 5 hospedagens durante a viagem e essa foi a pior (sobre café da manhã).;8;;;;
7 de dezembro de 2022;Hospedagem em Recife;A localização é maravilhosa!;;;;;;
"O café da manhã é delicioso e bem diversificado.""";O chuveiro do box vazou direto. O chão fica todo molhado. ;;;;;;;
Os funcionários não foram tão solícitos. ;;;;;;;;
Ficamos em um quarto de fundos e não era tão confortável. ;;;;;;;;
"Não tinha toalha para a piscina.""";9;;;;;;;
30 de novembro de 2022;Valeu super a pena e recomendo. Se voltar à Boa Viagem, pretendo me hospedar no mesmo hotel.;O café da manhã foi ótimo, os funcionários gentis e simpáticos.;Ficamos em um quarto onde a janela era na direção da claraboia, o que acabava ficando abafado. Mas, o ar condicionado compensava isso. Sou um pouco claustrofóbica e no início me incomodei um pouco.;9;;;;
30 de novembro de 2022;foi boa, repetiria se fosse o caso.;boa localização, funcionários prestativos e cordiais, flexibilidade quanto ao horário de check-in.;;8;;;;
25 de novembro de 2022;Muito bom;Atendimento muito bom, todos muito prestativos;O quarto minúsculo, trocaram a gente de um quarto q tinha cama de casal e de solteiro por um só com cama de casal e um berço pra minha filha, e ficou impossível andar pelo quarto porque realmente não tinha espaço;8;;;;
24 de novembro de 2022;Ótimo custo-benefício;Achei excelente custo-benefício. Para nós, que fomos a trabalho, foi excelente!;Achei que certas coisas poderiam ser menos burocráticas: fechar a piscina às 18:00, cobrar por travesseiro extra, etc;8;;;;
22 de novembro de 2022;achei o hotel bom só precisando melhorias no cafe da manha;A localização do hotel é muito boa ... de frete para a praia de boa viagem e os funcionarios são muito receptivos;Café da manha ... demorava a reposição e os pães não eram apetitosos ... precisa melhor a qualidade;8;;;;
20 de novembro de 2022;Estadia dentro do esperado pelo custo x benefício mas por que prejudicou a minha XP devido ao mofo.;Os funcionarios são muito gentis e prestativos. O café da manhã é satisfatório mas poderia ser melhor e ter mais variedades regionais. A localização também é muito boa e fácil de achar.;Os quartos e o hotel em si são velhos, o nosso quarto tinha cheiro de mofo e como sou alérgico me deu um certo trabalho. O estacionamento fica bem escondido, por trás do hotel e a entrada do mesmo pode ser confudida com um prédio qualquer já que não tem uma identificação muito relevante. Ainda sobre o estacionamento, não há portaria no mesmo e eu precisava descer do carro e tocar uma campainha para que o portão fosse aberto (buzinar também não resolvia aparentemente). Como a rua era mal ilumunada e esquisita não me sentia muito seguro fazendo isso.;7;;;;
15 de novembro de 2022;Muito bom;Localização;Área de lazer;8;;;;
10 de novembro de 2022;para ficar poucos dias;localização e café da manhã bom!;salgados estragados , deviam rever o fornecedor;7;;;;
10 de novembro de 2022;vale a pena pela localização;localização e café da manhã bom!;os salgados do bar estavam ruim, gosto de salgado vencido ;;;;;
"deveriam rever o fornecedor""";7;;;;;;;
4 de novembro de 2022;Bom;Localização. Da moça que faz a limpeza muito gentil. Café da manhã e horário que começa a ser servido.;Achei o serviços do hotel caro (cerveja).. precisei de ajuda para descer cm a bagagem não estava disponível. A porta do banheiro estava meio desgastando, a cama não era confortável tinha um aspecto velho....;9;;;;
2 de novembro de 2022;bom;atenção funcionários e café da manhã;azulejos do banheiro muito velhos, da aparência de sujeito e vaso amarelado, no quarto em que fiquei;7;;;;
27 de outubro de 2022;Muito bom;Café da manhã. Localização;Nada.;8;;;;
27 de outubro de 2022;Noite em boa viagem;Acomodações, localização, atendimento;;9;;;;
25 de outubro de 2022;Precisa melhorar.;Atendimento dos funcionários. São muito atenciosos e gentis. Ressalto a camareira Márcia, muito simpática, carismática, de humor excelente. Muito agradável.;Tinha uma barata enorme no guarda roupa. Os móveis do apto são de madeira antiga. O espelho do banheiro está em um móvel não encaixado, a porta do banheiro também não fechava.;7;;;;
23 de outubro de 2022;Bom custo-benefício;Da gentileza da equipe, estão tod@s de parabéns!;O quarto era um pouco pequeno.;8;;;;
23 de outubro de 2022;Bom, mas podia ser melhor;A localização é perfeita. Ambiente do café da manhã com vista para o mar é linda. ;;;;;;
Café da manhã simples;" mas satisfatório.""";Banheiro: local de banho muito apertado e sem espaço para colocar sabonetes/shampoo, tinha que ficar abrindo o box. Chuveiro desregulado e jorrava água em várias direções. ;;;;;;
Em um dos dias não deixaram o tapete do banheiro. Solicitei;" mas não levaram. Resultado: sair do banho com pés molhados e molhando o banheiro e quarto.""";7;;;;;;
22 de outubro de 2022;Muito boa;Da localização,do conforto da cama,da vista do quarto;Estacionamento muito ruim,vagas apertadas , difícil acesso em outra rua,o GPS não achava;8;;;;
19 de outubro de 2022;Muito bom;O Hotel é, de fato, antigo, porém me atendeu super bem. Quarto bom, banheiro bom, ar condicionado bom, e café da manhã bem gostoso. Só o WIFI é muito ruim, é rede aberta, sem senha privativa pros quartos, então não funciona direito.;;8;;;;
18 de outubro de 2022;Opção agradável em Boa Viagem;A equipe é bastante simpática, e a limpeza do quarto é muito bem feita. Vale também citar o chuveiro, que é excelente;O hotel tem instalações um pouco antigas, mas nada comprometedor. A localização é um pouco distante das áreas mais balneaveis e movimentadas de Boa Viagem.;8;;;;
18 de outubro de 2022;Bom;Localização e limpeza;Garagem poderia ser maior e mais prática de uso.;7;;;;
17 de outubro de 2022;Valeu o custo benefício;A vista para o mar é maravilhosa, funcionários atenciosos, café da manhã bem completo;Garagem com pouco espaço, restaurante e lanchonete com preços exagerados;8;;;;
15 de outubro de 2022;Pernoite tranquila;Café da manhã muito bom. Frutas estavam ótimas. Além de café disponibilizam chás, sucos, bebidas lácteas.;Torneira da pia muito curta, box apertado.;7;;;;
14 de outubro de 2022;bom;custo/benefício;ar cond. oscilando;9;;;;
12 de outubro de 2022;Estadia agradável.;Café da manhã bom, funcionários atenciosos.;Os móveis são antigos, e a manutenção poderia ser de melhor qualidade. A limpeza poderia ser melhor também.;7;;;;
12 de outubro de 2022;otima estadia, recepcionistas atenciosos e simpaticos!;gostei muito do cafe da manha. tem para todos os gostos. uma equipe pronta para ajudar, eu esqueci meu remedio la e conversei com eles e conseguir de volta! tem restaurante la dentro, assim vc não precisa sair. Fica próximo ao aeroporto.;estacionamento rotativo. Se for de carro e estiver cheio pode esquecer, vc vai colocar na rua.;9;;;;
11 de outubro de 2022;Muito bom;Localização e atendimento;conforto;8;;;;
10 de outubro de 2022;Muito bom;Otima localização. Funcionários excelentes.;A piscina fecha as 18h. Poderia fechar mais tarde.. O ap precisa de uma modernização. Principalmente os banheiros.;8;;;;
9 de outubro de 2022;ótima localização para estadias curtas;a localização e o atendimento tô;café da manhã fraquíssimo e estacionamento rotativo;8;;;;
7 de outubro de 2022;Bom;Localização;Quartos com cheiro de mofo;7;;;;
4 de outubro de 2022;Deixou a desejar.;Café da manhã razoável, localização boa;Não existe estacionamento suficiente próximo.;7;;;;
30 de setembro de 2022;Linda vista e ótima localização;Boa localização e ótimo custo x beneficio;Nada;8;;;;
29 de setembro de 2022;Muito bom;localização e cordialidade dos funcionários;;8;;;;
28 de setembro de 2022;Descaso;Café da manhã e localização.;O atendimento na recepção pelo funcionário no momento do check-in não foi agradável. Não perguntou se eu tinha preferência de andar e colocou no 1° andar. Até aí tudo bem. Quando entrei no quarto, simplesmente a janela era pra recepção, vindo todo o barulho da sala de jogos que fica no térreo. Eu entrei e saí na mesma hora. Comuniquei ao tal funcionário e ele aceitou em me trocar de andar, porém me fez esperar quase meia hora no antigo quarto para a camareira inspecionar o quarto e ver se eu tinha mexido em algo. Achei muito descaso com o cliente, primeiro me colocando no pior quarto do hotel, sendo que tinha outros e depois me fazendo esperar a troca do quarto. Não volto e não indico a ninguém.;7;;;;
