data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;
2 de setembro de 2024;Excepcional;;;10;;;;;;
1º de setembro de 2024;Excepcional;;;10;;;;;;
30 de agosto de 2024;Excepcional;;;10;;;;;;
28 de agosto de 2024;Satisfatório;;;6;;;;;;
28 de agosto de 2024;Excepcional;;;10;;;;;;
28 de agosto de 2024;Excepcional;;;10;;;;;;
27 de agosto de 2024;Excepcional;;;10;;;;;;
27 de agosto de 2024;Excepcional;;;10;;;;;;
26 de agosto de 2024;Excepcional;;;10;;;;;;
25 de agosto de 2024;Excepcional;;;10;;;;;;
23 de agosto de 2024;Excepcional;;;10;;;;;;
21 de agosto de 2024;Excepcional;;;10;;;;;;
20 de agosto de 2024;Satisfatório;;;6;;;;;;
18 de agosto de 2024;Excepcional;;;10;;;;;;
17 de agosto de 2024;Péssimo;;;1;;;;;;
17 de agosto de 2024;Excepcional;;;10;;;;;;
15 de agosto de 2024;Excepcional;;;10;;;;;;
9 de agosto de 2024;Excepcional;;;10;;;;;;
7 de agosto de 2024;Excepcional;;;10;;;;;;
6 de agosto de 2024;Excepcional;;;10;;;;;;
6 de agosto de 2024;Excepcional;;;10;;;;;;
4 de agosto de 2024;Excepcional;;;10;;;;;;
4 de agosto de 2024;Excepcional;;;10;;;;;;
2 de agosto de 2024;Excepcional;;;10;;;;;;
1º de agosto de 2024;Satisfatório;;;6;;;;;;
30 de julho de 2024;Excepcional;;;10;;;;;;
28 de julho de 2024;Excepcional;;;10;;;;;;
27 de julho de 2024;Excepcional;;;10;;;;;;
26 de julho de 2024;Excepcional;;;10;;;;;;
25 de julho de 2024;Ruim;;;3;;;;;;
24 de julho de 2024;Aceitável;;;5;;;;;;
23 de julho de 2024;Esse hotel já foi bom. Mas não se modernizou.;;;5;;;;;;
23 de julho de 2024;Aceitável;;;5;;;;;;
23 de julho de 2024;Satisfatório;;;6;;;;;;
23 de julho de 2024;Excepcional;;;10;;;;;;
22 de julho de 2024;Excepcional;;;10;;;;;;
22 de julho de 2024;Excepcional;;;10;;;;;;
21 de julho de 2024;Excepcional;;;10;;;;;;
20 de julho de 2024;Excepcional;;;10;;;;;;
20 de julho de 2024;Excepcional;;;10;;;;;;
16 de julho de 2024;Aceitável;;;5;;;;;;
16 de julho de 2024;5 estrelas;;;10;;;;;;
15 de julho de 2024;Excepcional;;;10;;;;;;
13 de julho de 2024;Excepcional;;;10;;;;;;
10 de julho de 2024;Aceitável;;;5;;;;;;
9 de julho de 2024;Excepcional;;;10;;;;;;
5 de julho de 2024;Excepcional;;;10;;;;;;
2 de julho de 2024;Excepcional;;;10;;;;;;
1º de julho de 2024;Excepcional;;;10;;;;;;
1º de julho de 2024;Excepcional;;;10;;;;;;
1º de julho de 2024;Satisfatório;;;6;;;;;;
30 de junho de 2024;Excepcional;;;10;;;;;;
29 de junho de 2024;Aceitável;;;5;;;;;;
29 de junho de 2024;Excepcional;;;10;;;;;;
28 de junho de 2024;Satisfatório;;;6;;;;;;
28 de junho de 2024;O tempo, embora curto, foi suficiente para verificar que os serviços prestados foram de excelente qu;;;10;;;;;;
26 de junho de 2024;Excepcional;;;10;;;;;;
26 de junho de 2024;Excepcional;;;10;;;;;;
26 de junho de 2024;Excepcional;;;10;;;;;;
25 de junho de 2024;Excepcional;;;10;;;;;;
25 de junho de 2024;Excepcional;;;10;;;;;;
24 de junho de 2024;Excepcional;;;10;;;;;;
24 de junho de 2024;Excepcional;;;10;;;;;;
23 de junho de 2024;Excepcional;;;10;;;;;;
23 de junho de 2024;Excepcional;;;10;;;;;;
23 de junho de 2024;Excepcional;;;10;;;;;;
22 de junho de 2024;Excepcional;;;10;;;;;;
21 de junho de 2024;Excepcional;;;10;;;;;;
20 de junho de 2024;Excepcional;;;10;;;;;;
20 de junho de 2024;Excepcional;;;10;;;;;;
19 de junho de 2024;Aceitável;;;5;;;;;;
19 de junho de 2024;Excepcional;;;10;;;;;;
17 de junho de 2024;Excepcional;;;10;;;;;;
17 de junho de 2024;Excepcional;;;10;;;;;;
15 de junho de 2024;Excepcional;;;10;;;;;;
13 de junho de 2024;Excepcional;;;10;;;;;;
11 de junho de 2024;Excepcional;;;10;;;;;;
4 de junho de 2024;Excepcional;;;10;;;;;;
2 de junho de 2024;Excepcional;;;10;;;;;;
31 de maio de 2024;Excepcional;;;10;;;;;;
29 de maio de 2024;Excepcional;;;10;;;;;;
29 de maio de 2024;Excepcional;;;10;;;;;;
29 de maio de 2024;Excepcional;;;10;;;;;;
28 de maio de 2024;Excepcional;;;10;;;;;;
27 de maio de 2024;Excepcional;;;10;;;;;;
20 de maio de 2024;Excepcional;;;10;;;;;;
19 de maio de 2024;Péssimo;;;1;;;;;;
19 de maio de 2024;Excepcional;;;10;;;;;;
17 de maio de 2024;Excepcional;;;10;;;;;;
14 de maio de 2024;Excepcional;;;10;;;;;;
13 de maio de 2024;Excepcional;;;10;;;;;;
13 de maio de 2024;Excepcional;;;10;;;;;;
11 de maio de 2024;Excepcional;;;10;;;;;;
11 de maio de 2024;Excepcional;;;10;;;;;;
11 de maio de 2024;Excepcional;;;10;;;;;;
7 de maio de 2024;Excepcional;;;10;;;;;;
6 de maio de 2024;Excepcional;;;10;;;;;;
6 de maio de 2024;Excepcional;;;10;;;;;;
5 de maio de 2024;Excepcional;;;10;;;;;;
5 de maio de 2024;Excepcional;;;10;;;;;;
30 de abril de 2024;Excepcional;;;10;;;;;;
22 de abril de 2024;Excepcional;;;10;;;;;;
21 de abril de 2024;Excepcional;;;10;;;;;;
20 de abril de 2024;Excepcional;;;10;;;;;;
18 de abril de 2024;Aceitável;;;5;;;;;;
17 de abril de 2024;Ruim;;;3;;;;;;
16 de abril de 2024;Excepcional;;;10;;;;;;
16 de abril de 2024;Excepcional;;;10;;;;;;
15 de abril de 2024;Excepcional;;;10;;;;;;
14 de abril de 2024;Excepcional;;;10;;;;;;
14 de abril de 2024;Excepcional;;;10;;;;;;
13 de abril de 2024;Excepcional;;;10;;;;;;
12 de abril de 2024;Excepcional;;;10;;;;;;
9 de abril de 2024;Excepcional;;;10;;;;;;
5 de abril de 2024;Excepcional;;;10;;;;;;
4 de abril de 2024;Excepcional;;;10;;;;;;
2 de abril de 2024;Excepcional;;;10;;;;;;
2 de abril de 2024;Excepcional;;;10;;;;;;
2 de abril de 2024;Excepcional;;;10;;;;;;
31 de março de 2024;Decepcionante;;;4;;;;;;
27 de março de 2024;Péssimo;;;1;;;;;;
24 de março de 2024;Excepcional;;;10;;;;;;
24 de março de 2024;Excepcional;;;10;;;;;;
20 de março de 2024;Excepcional;;;10;;;;;;
20 de março de 2024;Excepcional;;;10;;;;;;
18 de março de 2024;Aceitável;;;5;;;;;;
18 de março de 2024;Excepcional;;;10;;;;;;
17 de março de 2024;Excepcional;;;10;;;;;;
17 de março de 2024;Excepcional;;;10;;;;;;
16 de março de 2024;Excepcional;;;10;;;;;;
16 de março de 2024;Satisfatório;;;6;;;;;;
15 de março de 2024;Excepcional;;;10;;;;;;
13 de março de 2024;Ruim;;;3;;;;;;
6 de março de 2024;Excepcional;;;10;;;;;;
5 de março de 2024;Excepcional;;;10;;;;;;
3 de março de 2024;Excepcional;;;10;;;;;;
2 de março de 2024;Excepcional;;;10;;;;;;
1º de março de 2024;Excepcional;;;10;;;;;;
26 de fevereiro de 2024;Excepcional;;;10;;;;;;
25 de fevereiro de 2024;Excepcional;;;10;;;;;;
25 de fevereiro de 2024;Excepcional;;;10;;;;;;
23 de fevereiro de 2024;Excepcional;;;10;;;;;;
23 de fevereiro de 2024;Excepcional;;;10;;;;;;
21 de fevereiro de 2024;Excepcional;;;10;;;;;;
19 de fevereiro de 2024;Excepcional;;;10;;;;;;
17 de fevereiro de 2024;Excepcional;;;10;;;;;;
16 de fevereiro de 2024;Satisfatório;;;6;;;;;;
16 de fevereiro de 2024;Excepcional;;;10;;;;;;
14 de fevereiro de 2024;Excepcional;;;10;;;;;;
14 de fevereiro de 2024;Excepcional;;;10;;;;;;
14 de fevereiro de 2024;Excepcional;;;10;;;;;;
13 de fevereiro de 2024;Satisfatório;;;6;;;;;;
11 de fevereiro de 2024;Excepcional;;;10;;;;;;
9 de fevereiro de 2024;Excepcional;;;10;;;;;;
9 de fevereiro de 2024;Excepcional;;;10;;;;;;
7 de fevereiro de 2024;Excepcional;;;10;;;;;;
6 de fevereiro de 2024;Excepcional;;;10;;;;;;
5 de fevereiro de 2024;Excepcional;;;10;;;;;;
4 de fevereiro de 2024;Excepcional;;;10;;;;;;
3 de fevereiro de 2024;Ruim;;;3;;;;;;
3 de fevereiro de 2024;Decepcionante;;;4;;;;;;
3 de fevereiro de 2024;Ruim;;;3;;;;;;
2 de fevereiro de 2024;Excepcional;;;10;;;;;;
29 de janeiro de 2024;Excepcional;;;10;;;;;;
27 de janeiro de 2024;Excepcional;;;10;;;;;;
27 de janeiro de 2024;Excepcional;;;10;;;;;;
27 de janeiro de 2024;Muito ruim;;;2;;;;;;
27 de janeiro de 2024;Excepcional;;;10;;;;;;
24 de janeiro de 2024;Excepcional;;;10;;;;;;
24 de janeiro de 2024;Otimo;;;10;;;;;;
23 de janeiro de 2024;Excepcional;;;10;;;;;;
23 de janeiro de 2024;Excepcional;;;10;;;;;;
23 de janeiro de 2024;Excepcional;;;10;;;;;;
22 de janeiro de 2024;Excepcional;;;10;;;;;;
22 de janeiro de 2024;Satisfatório;;;6;;;;;;
21 de janeiro de 2024;Excepcional;;;10;;;;;;
20 de janeiro de 2024;Excepcional;;;10;;;;;;
18 de janeiro de 2024;Excepcional;;;10;;;;;;
14 de janeiro de 2024;Excepcional;;;10;;;;;;
14 de janeiro de 2024;Excepcional;;;10;;;;;;
14 de janeiro de 2024;Excepcional;;;10;;;;;;
13 de janeiro de 2024;Excepcional;;;10;;;;;;
10 de janeiro de 2024;Excepcional;;;10;;;;;;
10 de janeiro de 2024;Excepcional;;;10;;;;;;
10 de janeiro de 2024;Aceitável;;;5;;;;;;
7 de janeiro de 2024;Excepcional;;;10;;;;;;
7 de janeiro de 2024;EXCELENTE;;;10;;;;;;
5 de janeiro de 2024;Excepcional;;;10;;;;;;
29 de dezembro de 2023;Excepcional;;;10;;;;;;
29 de dezembro de 2023;Excepcional;;;10;;;;;;
28 de dezembro de 2023;Excepcional;;;10;;;;;;
28 de dezembro de 2023;Excepcional;;;10;;;;;;
27 de dezembro de 2023;Excepcional;;;10;;;;;;
27 de dezembro de 2023;Excepcional;;;10;;;;;;
25 de dezembro de 2023;Excepcional;;;10;;;;;;
23 de dezembro de 2023;Excepcional;;;10;;;;;;
22 de dezembro de 2023;Excepcional;;;10;;;;;;
22 de dezembro de 2023;Excepcional;;;10;;;;;;
22 de dezembro de 2023;Satisfatório;;;6;;;;;;
15 de dezembro de 2023;Excepcional;;;10;;;;;;
15 de dezembro de 2023;Excepcional;;;10;;;;;;
14 de dezembro de 2023;Excepcional;;;10;;;;;;
12 de dezembro de 2023;Excepcional;;;10;;;;;;
10 de dezembro de 2023;Excepcional;;;10;;;;;;
6 de dezembro de 2023;Excepcional;;;10;;;;;;
6 de dezembro de 2023;Excepcional;;;10;;;;;;
5 de dezembro de 2023;Ruim;;;3;;;;;;
4 de dezembro de 2023;Excepcional;;;10;;;;;;
3 de dezembro de 2023;Excepcional;;;10;;;;;;
2 de dezembro de 2023;Aceitável;;;5;;;;;;
26 de novembro de 2023;Excepcional;;;10;;;;;;
26 de novembro de 2023;Péssimo;;;1;;;;;;
25 de novembro de 2023;Satisfatório;;;6;;;;;;
24 de novembro de 2023;Excepcional;;;10;;;;;;
21 de novembro de 2023;Excepcional;;;10;;;;;;
21 de novembro de 2023;Excepcional;;;10;;;;;;
21 de novembro de 2023;Excepcional;;;10;;;;;;
20 de novembro de 2023;Excepcional;;;10;;;;;;
15 de novembro de 2023;Excepcional;;;10;;;;;;
14 de novembro de 2023;Excepcional;;;10;;;;;;
12 de novembro de 2023;Excepcional;;;10;;;;;;
11 de novembro de 2023;Excepcional;;;10;;;;;;
10 de novembro de 2023;Excepcional;;;10;;;;;;
6 de novembro de 2023;Excepcional;;;10;;;;;;
6 de novembro de 2023;Excepcional;;;10;;;;;;
5 de novembro de 2023;Excepcional;;;10;;;;;;
5 de novembro de 2023;Excepcional;;;10;;;;;;
5 de novembro de 2023;Péssima. O cartão do meu esposo foi clonado nesse hotel. Precisa ser colocado uma câmera urgente na recepção, principalm;;;2;;;;;;
3 de novembro de 2023;Excepcional;;;10;;;;;;
2 de novembro de 2023;Excepcional;;;10;;;;;;
2 de novembro de 2023;Excepcional;;;10;;;;;;
29 de outubro de 2023;Excepcional;;;10;;;;;;
26 de outubro de 2023;Excepcional;;;10;;;;;;
24 de outubro de 2023;Excepcional;;;10;;;;;;
24 de outubro de 2023;Excepcional;;;10;;;;;;
24 de outubro de 2023;Satisfatório;;;6;;;;;;
22 de outubro de 2023;Excepcional;;;10;;;;;;
21 de outubro de 2023;Excepcional;;;10;;;;;;
19 de outubro de 2023;Excepcional;;;10;;;;;;
16 de outubro de 2023;Excepcional;;;10;;;;;;
13 de outubro de 2023;Excepcional;;;10;;;;;;
13 de outubro de 2023;Excepcional;;;10;;;;;;
13 de outubro de 2023;Excepcional;;;10;;;;;;
11 de outubro de 2023;Satisfatório;;;6;;;;;;
11 de outubro de 2023;Excepcional;;;10;;;;;;
10 de outubro de 2023;Satisfatório;;;6;;;;;;
9 de outubro de 2023;Decepcionante;;;4;;;;;;
9 de outubro de 2023;Excepcional;;;10;;;;;;
9 de outubro de 2023;Excepcional;;;10;;;;;;
8 de outubro de 2023;Excepcional;;;10;;;;;;
8 de outubro de 2023;Excepcional;;;10;;;;;;
3 de outubro de 2023;Excepcional;;;10;;;;;;
1º de outubro de 2023;Excepcional;;;10;;;;;;
1º de outubro de 2023;Excepcional;;;10;;;;;;
30 de setembro de 2023;Excepcional;;;10;;;;;;
30 de setembro de 2023;Excepcional;;;10;;;;;;
29 de setembro de 2023;Excepcional;;;10;;;;;;
28 de setembro de 2023;Excepcional;;;10;;;;;;
25 de setembro de 2023;Excepcional;;;10;;;;;;
25 de setembro de 2023;Excepcional;;;10;;;;;;
23 de setembro de 2023;Excepcional;;;10;;;;;;
23 de setembro de 2023;Excepcional;;;10;;;;;;
22 de setembro de 2023;Excepcional;;;10;;;;;;
20 de setembro de 2023;Aceitável;;;5;;;;;;
18 de setembro de 2023;Aceitável;;;5;;;;;;
18 de setembro de 2023;Excepcional;;;10;;;;;;
18 de setembro de 2023;Excepcional;;;10;;;;;;
18 de setembro de 2023;Aceitável;;;5;;;;;;
17 de setembro de 2023;Aceitável;;;5;;;;;;
17 de setembro de 2023;Excepcional;;;10;;;;;;
16 de setembro de 2023;Satisfatório;;;6;;;;;;
15 de setembro de 2023;Excepcional;;;10;;;;;;
14 de setembro de 2023;Excelente;;;10;;;;;;
13 de setembro de 2023;Excepcional;;;10;;;;;;
10 de setembro de 2023;Excepcional;;;10;;;;;;
8 de setembro de 2023;Excepcional;;;10;;;;;;
6 de setembro de 2023;Excepcional;;;10;;;;;;
5 de setembro de 2023;Excepcional;;;10;;;;;;
30 de agosto de 2023;Aceitável;;;5;;;;;;
29 de agosto de 2023;Excepcional;;;10;;;;;;
29 de agosto de 2023;Excepcional;;;10;;;;;;
29 de agosto de 2023;Excepcional;;;10;;;;;;
28 de agosto de 2023;Satisfatório;;;6;;;;;;
24 de agosto de 2023;Excepcional;;;10;;;;;;
24 de agosto de 2023;Excepcional;;;10;;;;;;
24 de agosto de 2023;Excepcional;;;10;;;;;;
22 de agosto de 2023;Excepcional;;;10;;;;;;
18 de agosto de 2023;Excepcional;;;10;;;;;;
18 de agosto de 2023;Muito boa passar de ter ficado somente um dia;;;10;;;;;;
18 de agosto de 2023;Excepcional;;;10;;;;;;
15 de agosto de 2023;Excepcional;;;10;;;;;;
11 de agosto de 2023;Excepcional;;;10;;;;;;
10 de agosto de 2023;Excepcional;;;10;;;;;;
7 de agosto de 2023;Excepcional;;;10;;;;;;
7 de agosto de 2023;Satisfatório;;;6;;;;;;
4 de agosto de 2023;Aceitável;;;5;;;;;;
3 de agosto de 2023;Excepcional;;;10;;;;;;
2 de agosto de 2023;Excepcional;;;10;;;;;;
1º de agosto de 2023;Excepcional;;;10;;;;;;
31 de julho de 2023;Excepcional;;;10;;;;;;
31 de julho de 2023;Excepcional;;;10;;;;;;
30 de julho de 2023;Excepcional;;;10;;;;;;
28 de julho de 2023;Excepcional;;;10;;;;;;
27 de julho de 2023;Excepcional;;;10;;;;;;
25 de julho de 2023;Excepcional;;;10;;;;;;
24 de julho de 2023;Satisfatório;;;6;;;;;;
22 de julho de 2023;Excepcional;;;10;;;;;;
20 de julho de 2023;Decepcionante;;;4;;;;;;
19 de julho de 2023;Excepcional;;;10;;;;;;
18 de julho de 2023;Excepcional;;;10;;;;;;
16 de julho de 2023;Excepcional;;;10;;;;;;
15 de julho de 2023;Excepcional;;;10;;;;;;
14 de julho de 2023;Excepcional;;;10;;;;;;
13 de julho de 2023;Excepcional;;;10;;;;;;
11 de julho de 2023;Excepcional;;;10;;;;;;
9 de julho de 2023;Aceitável;;;5;;;;;;
6 de julho de 2023;Excelente;;;10;;;;;;
6 de julho de 2023;Excepcional;;;10;;;;;;
5 de julho de 2023;Excepcional;;;10;;;;;;
5 de julho de 2023;Excepcional;;;10;;;;;;
5 de julho de 2023;Excepcional;;;10;;;;;;
4 de julho de 2023;Excepcional;;;10;;;;;;
1º de julho de 2023;Excepcional;;;10;;;;;;
1º de julho de 2023;Excepcional;;;10;;;;;;
30 de junho de 2023;Excepcional;;;10;;;;;;
29 de junho de 2023;Excepcional;;;10;;;;;;
29 de junho de 2023;Excepcional;;;10;;;;;;
28 de junho de 2023;Excepcional;;;10;;;;;;
26 de junho de 2023;Excepcional;;;10;;;;;;
19 de junho de 2023;Aceitável;;;5;;;;;;
17 de junho de 2023;Excepcional;;;10;;;;;;
15 de junho de 2023;Excepcional;;;10;;;;;;
13 de junho de 2023;Excepcional;;;10;;;;;;
12 de junho de 2023;Satisfatório;;;6;;;;;;
6 de junho de 2023;Excepcional;;;10;;;;;;
30 de maio de 2023;Excepcional;;;10;;;;;;
25 de maio de 2023;Aceitável;;;5;;;;;;
24 de maio de 2023;Satisfatório;;;6;;;;;;
19 de maio de 2023;Excepcional;;;10;;;;;;
19 de maio de 2023;Excepcional;;;10;;;;;;
17 de maio de 2023;Excepcional;;;10;;;;;;
16 de maio de 2023;Excepcional;;;10;;;;;;
16 de maio de 2023;Excepcional;;;10;;;;;;
15 de maio de 2023;Satisfatório;;;6;;;;;;
14 de maio de 2023;Excepcional;;;10;;;;;;
12 de maio de 2023;Excepcional;;;10;;;;;;
11 de maio de 2023;Excepcional;;;10;;;;;;
9 de maio de 2023;Excepcional;;;10;;;;;;
7 de maio de 2023;Excepcional;;;10;;;;;;
7 de maio de 2023;Excepcional;;;10;;;;;;
7 de maio de 2023;Excepcional;;;10;;;;;;
4 de maio de 2023;Excepcional;;;10;;;;;;
3 de maio de 2023;Excepcional;;;10;;;;;;
30 de abril de 2023;Excepcional;;;10;;;;;;
30 de abril de 2023;Satisfatório;;;6;;;;;;
30 de abril de 2023;Excepcional;;;10;;;;;;
29 de abril de 2023;Excepcional;;;10;;;;;;
29 de abril de 2023;Excepcional;;;10;;;;;;
29 de abril de 2023;Excepcional;;;10;;;;;;
28 de abril de 2023;Excepcional;;;10;;;;;;
25 de abril de 2023;Excepcional;;;10;;;;;;
24 de abril de 2023;Excepcional;;;10;;;;;;
23 de abril de 2023;Excepcional;;;10;;;;;;
19 de abril de 2023;Excepcional;;;10;;;;;;
18 de abril de 2023;Excepcional;;;10;;;;;;
17 de abril de 2023;Excepcional;;;10;;;;;;
16 de abril de 2023;Excepcional;;;10;;;;;;
15 de abril de 2023;Muito ruim;;;2;;;;;;
12 de abril de 2023;Excepcional;;;10;;;;;;
9 de abril de 2023;Excepcional;;;10;;;;;;
7 de abril de 2023;Excepcional;;;10;;;;;;
3 de abril de 2023;Excepcional;;;10;;;;;;
2 de abril de 2023;Excepcional;;;10;;;;;;
1º de abril de 2023;Excepcional;;;10;;;;;;
29 de março de 2023;Excepcional;;;10;;;;;;
23 de março de 2023;Excepcional;;;10;;;;;;
20 de março de 2023;Excepcional;;;10;;;;;;
20 de março de 2023;Excepcional;;;10;;;;;;
20 de março de 2023;Excepcional;;;10;;;;;;
20 de março de 2023;Excepcional;;;10;;;;;;
15 de março de 2023;Excepcional;;;10;;;;;;
14 de março de 2023;Excepcional;;;10;;;;;;
13 de março de 2023;Excepcional;;;10;;;;;;
11 de março de 2023;Excepcional;;;10;;;;;;
10 de março de 2023;Péssimo;;;1;;;;;;
7 de março de 2023;Excepcional;;;10;;;;;;
7 de março de 2023;Excepcional;;;10;;;;;;
5 de março de 2023;Excepcional;;;10;;;;;;
1º de março de 2023;Satisfatório;;;6;;;;;;
28 de fevereiro de 2023;Aceitável;;;5;;;;;;
27 de fevereiro de 2023;Excepcional;;;10;;;;;;
26 de fevereiro de 2023;Excepcional;;;10;;;;;;
25 de fevereiro de 2023;Excepcional;;;10;;;;;;
24 de fevereiro de 2023;Excepcional;;;10;;;;;;
24 de fevereiro de 2023;Excepcional;;;10;;;;;;
23 de fevereiro de 2023;Excepcional;;;10;;;;;;
23 de fevereiro de 2023;Excepcional;;;10;;;;;;
22 de fevereiro de 2023;Excepcional;;;10;;;;;;
22 de fevereiro de 2023;Excepcional;;;10;;;;;;
22 de fevereiro de 2023;tudo ótimo;;;10;;;;;;
22 de fevereiro de 2023;Excepcional;;;10;;;;;;
21 de fevereiro de 2023;Excepcional;;;10;;;;;;
21 de fevereiro de 2023;Excepcional;;;10;;;;;;
20 de fevereiro de 2023;Excepcional;;;10;;;;;;
17 de fevereiro de 2023;Excepcional;;;10;;;;;;
15 de fevereiro de 2023;Excepcional;;;10;;;;;;
13 de fevereiro de 2023;Excepcional;;;10;;;;;;
11 de fevereiro de 2023;Excepcional;;;10;;;;;;
10 de fevereiro de 2023;Excepcional;;;10;;;;;;
9 de fevereiro de 2023;Excepcional;;;10;;;;;;
9 de fevereiro de 2023;Excepcional;;;10;;;;;;
9 de fevereiro de 2023;Satisfatório;;;6;;;;;;
9 de fevereiro de 2023;Satisfatório;;;6;;;;;;
8 de fevereiro de 2023;Excepcional;;;10;;;;;;
7 de fevereiro de 2023;Excepcional;;;10;;;;;;
7 de fevereiro de 2023;Excepcional;;;10;;;;;;
5 de fevereiro de 2023;Excepcional;;;10;;;;;;
5 de fevereiro de 2023;Excepcional;;;10;;;;;;
5 de fevereiro de 2023;Excepcional;;;10;;;;;;
3 de fevereiro de 2023;Excepcional;;;10;;;;;;
2 de fevereiro de 2023;Satisfatório;;;6;;;;;;
30 de janeiro de 2023;Aceitável;;;5;;;;;;
28 de janeiro de 2023;Excepcional;;;10;;;;;;
28 de janeiro de 2023;Excepcional;;;10;;;;;;
25 de janeiro de 2023;Excepcional;;;10;;;;;;
23 de janeiro de 2023;Excepcional;;;10;;;;;;
22 de janeiro de 2023;Excepcional;;;10;;;;;;
20 de janeiro de 2023;Excepcional;;;10;;;;;;
19 de janeiro de 2023;Excepcional;;;10;;;;;;
19 de janeiro de 2023;Aceitável;;;5;;;;;;
17 de janeiro de 2023;Excepcional;;;10;;;;;;
17 de janeiro de 2023;Excepcional;;;10;;;;;;
16 de janeiro de 2023;Excepcional;;;10;;;;;;
16 de janeiro de 2023;Aceitável;;;5;;;;;;
16 de janeiro de 2023;Excepcional;;;10;;;;;;
16 de janeiro de 2023;Excepcional;;;10;;;;;;
15 de janeiro de 2023;Excepcional;;;10;;;;;;
13 de janeiro de 2023;Excepcional;;;10;;;;;;
10 de janeiro de 2023;Excepcional;;;10;;;;;;
9 de janeiro de 2023;Excepcional;;;10;;;;;;
9 de janeiro de 2023;Excepcional;;;10;;;;;;
8 de janeiro de 2023;Aceitável;;;5;;;;;;
3 de janeiro de 2023;Excepcional;;;10;;;;;;
3 de janeiro de 2023;Excepcional;;;10;;;;;;
3 de janeiro de 2023;Excepcional;;;10;;;;;;
31 de dezembro de 2022;Excepcional;;;10;;;;;;
31 de dezembro de 2022;Excepcional;;;10;;;;;;
31 de dezembro de 2022;Aceitável;;;5;;;;;;
30 de dezembro de 2022;Satisfatório;;;6;;;;;;
30 de dezembro de 2022;Aceitável;;;5;;;;;;
29 de dezembro de 2022;Excepcional;;;10;;;;;;
27 de dezembro de 2022;Excepcional;;;10;;;;;;
22 de dezembro de 2022;Excepcional;;;10;;;;;;
22 de dezembro de 2022;Excepcional;;;10;;;;;;
22 de dezembro de 2022;Excepcional;;;10;;;;;;
19 de dezembro de 2022;Excepcional;;;10;;;;;;
16 de dezembro de 2022;Aceitável;;;5;;;;;;
16 de dezembro de 2022;Aceitável;;;5;;;;;;
16 de dezembro de 2022;Excepcional;;;10;;;;;;
15 de dezembro de 2022;Excepcional;;;10;;;;;;
13 de dezembro de 2022;Excepcional;;;10;;;;;;
9 de dezembro de 2022;Excepcional;;;10;;;;;;
8 de dezembro de 2022;Excepcional;;;10;;;;;;
8 de dezembro de 2022;Excepcional;;;10;;;;;;
6 de dezembro de 2022;Satisfatório;;;6;;;;;;
29 de novembro de 2022;Excepcional;;;10;;;;;;
27 de novembro de 2022;Excepcional;;;10;;;;;;
27 de novembro de 2022;Satisfatório;;;6;;;;;;
21 de novembro de 2022;Excepcional;;;10;;;;;;
20 de novembro de 2022;Excepcional;;;10;;;;;;
19 de novembro de 2022;Excepcional;;;10;;;;;;
18 de novembro de 2022;Satisfatório;;;6;;;;;;
17 de novembro de 2022;Excepcional;;;10;;;;;;
12 de novembro de 2022;Excepcional;;;10;;;;;;
12 de novembro de 2022;Satisfatório;;;6;;;;;;
11 de novembro de 2022;Excepcional;;;10;;;;;;
9 de novembro de 2022;Excepcional;;;10;;;;;;
6 de novembro de 2022;Excepcional;;;10;;;;;;
6 de novembro de 2022;Satisfatório;;;6;;;;;;
5 de novembro de 2022;Excepcional;;;10;;;;;;
5 de novembro de 2022;Excepcional;;;10;;;;;;
4 de novembro de 2022;Excepcional;;;10;;;;;;
31 de outubro de 2022;Excepcional;;;10;;;;;;
31 de outubro de 2022;Aceitável;;;5;;;;;;
28 de outubro de 2022;Aceitável;;;5;;;;;;
26 de outubro de 2022;Excepcional;;;10;;;;;;
25 de outubro de 2022;Satisfatório;;;6;;;;;;
25 de outubro de 2022;Excepcional;;;10;;;;;;
23 de outubro de 2022;Satisfatório;;;6;;;;;;
20 de outubro de 2022;Excepcional;;;10;;;;;;
18 de outubro de 2022;Excepcional;;;10;;;;;;
18 de outubro de 2022;Decepcionante;;;4;;;;;;
18 de outubro de 2022;Excepcional;;;10;;;;;;
17 de outubro de 2022;Satisfatório;;;6;;;;;;
17 de outubro de 2022;Excepcional;;;10;;;;;;
17 de outubro de 2022;Excepcional;;;10;;;;;;
16 de outubro de 2022;Excepcional;;;10;;;;;;
16 de outubro de 2022;Excepcional;;;10;;;;;;
15 de outubro de 2022;Excepcional;;;10;;;;;;
15 de outubro de 2022;Excepcional;;;10;;;;;;
13 de outubro de 2022;Excepcional;;;10;;;;;;
13 de outubro de 2022;Satisfatório;;;6;;;;;;
7 de outubro de 2022;Excepcional;;;10;;;;;;
6 de outubro de 2022;Excepcional;;;10;;;;;;
6 de outubro de 2022;Excepcional;;;10;;;;;;
5 de outubro de 2022;Excepcional;;;10;;;;;;
28 de setembro de 2022;Excepcional;;;10;;;;;;
26 de setembro de 2022;Aceitável;;;5;;;;;;
25 de setembro de 2022;Aceitável;;;5;;;;;;
22 de setembro de 2022;Excepcional;;;10;;;;;;
17 de setembro de 2022;Excepcional;;;10;;;;;;
17 de setembro de 2022;Excepcional;;;10;;;;;;
