data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;
8 de junho de 2023;Voltarei.;Bom café, limpeza do quarto, gentileza dos funcionários.;Na chegada tive um problema no quarto reservado, mas foi solucionado com outro quarto dentro da expectativa.;9;;;;;;
8 de junho de 2023;Bom;localização, atendimento dos funcionários;Limpeza do apartamento;7;;;;;;
8 de junho de 2023;Estadia tranquila, em um local prático e bem localizado.;A localização é muito boa pois fica perto do Parque e Centro Esportivo Santos Dumont, local para o qual estava indo competir em um evento de natação masters.;O quarto poderia ser um pouco mais limpo, apesar de nada comprometer a salubridade do local. Os lençóis da cama poderiam ser maiores, assim não desforraria com tanta facilidade.;7;;;;;;
8 de junho de 2023;Excelente hotel;Recepção dos funcionários excelente.;Nada;9;;;;;;
4 de junho de 2023;Muito bom;Localização e restaurantes no bairro;Café da manhã;8;;;;;;
23 de maio de 2023;Bom;;quarto fedia a mofo e lençóis da cama não estavam 100% limpos;7;;;;;;
22 de maio de 2023;Satisfatório;Da localização;De não ter serviço de quarto, não ter bebidas (água) no frigobar e faltou manta para se cobrir;6;;;;;;
17 de maio de 2023;Muito bom;limpeza;cama solteiro estreita;8;;;;;;
16 de maio de 2023;De frente para a orla da Boa Viagem.;Localização privilegiada na orla da praia de boa viagem.;;;;;;;;
"Cafe da manhã com várias opções de alimentos.""";Instalações antigas, precisando de atualização e manutenção.;;;;;;;;;
Falta de opção de estacionamento no local;" ainda que terceirizado.""";7;;;;;;;;
14 de maio de 2023;hotel para uma noite no máximo;Smart TV no quarto;Ambientes sujos e não havia toalha de banho no quarto , tive que pedir pra trazer.;;;;;;;
"camas não são confortáveis""";6;;;;;;;;;
12 de maio de 2023;No geral recomendo está hotel;O hotel cumpriu com o prometido;Rua deserta e limpeza deixa o pouco a desejar, precisa treinamento para as camareiras;8;;;;;;
8 de maio de 2023;Bronze;Nada;Da recepção, achei os recepcionistas desinteressados no atendimento, talvez seja o costume da região;6;;;;;;
3 de maio de 2023;Bom;Perto do aeroporto;Não tem bares peito;7;;;;;;
3 de maio de 2023;localização;Excelente localização;Limpeza, portaria, estacionamento confuso, etc;;;;;;;
Sujamos um lençol velho sambado e o dono nós obrigou a pagar R$ 150;0;" um absurdo""";6;;;;;;;
1º de maio de 2023;Muito Boa;O quarto muito bom. Limpo. Excelente. Funcionários educados.;Nao tinha vaga no estacionamento, nao tinham talheres ou copos.;9;;;;;;
27 de abril de 2023;Razoável.;Tudo muito simples, elevadores pequenos, café da manhã razoável, para uma ou duas noites vale a pena.;;7;;;;;;
26 de abril de 2023;Bom;Localização;Café da manhã simples;7;;;;;;
26 de abril de 2023;Razoável para uma noite de descanso depois de um longo voo para Recife;Da localização, perto do aeroporto.;Hotel velho, precisando de reformas. O piso do quarto e do banheiro já desgastado, bem como o rejunte do Box muito sujo. Assim a aparência é de que o quarto está sujo.;7;;;;;;
23 de abril de 2023;Bom;A localização é ótima. Perto da praia de boa viagem, próxima a supermercado e restaurantes. ;;;;;;;;
O café da manhã foi razoável. Sem grandes variedades; mas bom. ;;;;;;;;;
"Gostei da variedade de opções da televisão.""";A limpeza não é boa. Encontrei cabelos espalhados pela parede do banheiro. Fui abrir a janela e estava muito empoeirada.;7;;;;;;;;
17 de abril de 2023;muito tranquila;localização;;9;;;;;;
5 de abril de 2023;Fantástico;Dentro do padrão do hotel . Bom.;Pontos de mofo no banheiro;9;;;;;;
19 de março de 2023;Fantástico;Muito limpo!;Nasa;9;;;;;;
15 de março de 2023;bom;cafe da manha;serviço de quarto;8;;;;;;
13 de março de 2023;Bom custo benefício;Na outra estadia o quarto estava mal cuidado, mas nessa vez o quarto era melhor. A tv era smart, a acomodação estava mais arrumada. Tudo certinho!;Na primeira estadia a acomodação não estavas legal, o ar estava estranho, a acomodação estavas um pouco descuidada.;8;;;;;;
13 de março de 2023;Bom;Ar condicionado, chuveiro e TV adequado.;Cama pequena e estreita, café da manhã simples, lençóis e toalhas rasgadas;7;;;;;;
13 de março de 2023;Bom;Acesso fácil;Estive hospedado no período de 4 a 5 de fevereiro e esqueci um carregador de celular, tendo relatado o meu esquecimento por telefone no mesmo dia, o que foi confirmado. Voltei dia 11 de março e ao perguntar à atendente da recepção, esta informou que não havia relato do fato.;7;;;;;;
2 de março de 2023;Muito bom;o café da manhã era ótimo. bem servido. os atendentes da recepção e do café sempre muito educados e prestativos.;o banheiro estava sujo, havia lodo nas paredes e nas bordas dos azulejos. a ducha higienica estava suja e a agua que saia tanto da torneira quanto do vaso estava suja.;8;;;;;;
28 de fevereiro de 2023;excelente localização;Boa localização, café razoavel. ;;;;;;;;
O hotel ja tem uma certa idade.;;;;;;;;;;
"Bom custo beneficio""";;8;;;;;;;;
26 de fevereiro de 2023;Bom;Localização.;Elevador principal travou no 9 andar;;;;;;;
24 de fevereiro de 2023;satisfatória;estacionamento gratuito, bom quarto, boa localização;nada;8;;;;;;
23 de fevereiro de 2023;Ótima localização, funcionários atenciosos.;;café da manhã poderia ser mais diversificado.;8;;;;;;
23 de fevereiro de 2023;eu me hospedaria de novo futuramente sem Problemas;localização e boa, fica entre aeroporto e a Praia de Boa Viagem, quartos são bons. café da manhã e Bom.;não gostei da zoada que fazem o Elevador e as postas de Acesso batendo sempre alguém passa por elas. é ruim para aqueles quartos que ficam perto do elevador por conta dessa zoada.;7;;;;;;
21 de fevereiro de 2023;ótimo custo benefício.;localização, quarto e custo benefício.;café da manhã até as 10h, porém 9:40 já colocavam a placa de fechado na porta e ficavam falando que o café era até as 10h com intuído de apressar os hóspedes.;8;;;;;;
20 de fevereiro de 2023;Fantástico;Localização;Zoada nos quartos;9;;;;;;
10 de fevereiro de 2023;Muito bom;localização, custo, tudo muito bom;café da manhã com poucas opções e o estacionamento que não tem para todos;8;;;;;;
8 de fevereiro de 2023;Fantástico;Localização;Limpeza poderia ser melhor.;9;;;;;;
7 de fevereiro de 2023;Bom;Fomos embora antes da hora do café. Não consigo avaliar.;A limpeza do banheiro podia ter sido melhor. Não tinha controle pro ar condicionado.;7;;;;;;
6 de fevereiro de 2023;Satisfatório;Tem restaurante, muito precário, não oferecem nada de alimentação depois das 21h. Os pratos que pedimos estavam péssimos;;6;;;;;;
6 de fevereiro de 2023;Muito bom custo benefício.;O hotel fica pertíssimo do aeroporto. 6 minutos de carro.;Os travesseiros não eram confortáveis, muito altos.;8;;;;;;
6 de fevereiro de 2023;excelente;Cama confortável, banho quente, ar-condicionado, excelente café da manhã, ótima localização.;o botão do elevador estava com defeito para solicitar descida.;8;;;;;;
28 de janeiro de 2023;tranquila;Instalações excelentes. Atendimento muito bom!;Café da manhã pode melhorar;8;;;;;;
25 de janeiro de 2023;custo benefício bom;camas boa, ar condicionado funciona bem, bem organizado.;tinha lixo no banheiro, tomada exposta.;7;;;;;;
18 de janeiro de 2023;Muito bom;Localização. Limpeza.;;8;;;;;;
17 de janeiro de 2023;Bom custo benefício;Espaço do quarto é bom. TV e ar condicionado ok. Café da manhã simples mas atendeu minha necessidade;O colchão não é nada confortável;;;;;;;
"Está muito velho. O exaustor do banheiro é barulhento""";7;;;;;;;;;
16 de janeiro de 2023;Bom;Bem localizado!;café da manhã um pouco fraco pro lugar que é;7;;;;;;
13 de janeiro de 2023;Não muito agradável;chuveiro;Faltam tomadas,interruptor só tem um no quarto,luz na cabeceira ,travesseiro e falta de vagas no estacionamento;6;;;;;;
28 de dezembro de 2022;Muito bom;A. Localização é ótima!;Não tem área de lazer;8;;;;;;
28 de dezembro de 2022;Bom;Cama confortável, ar e ducha boas.;Cheiro de mofo, limpeza razoável, poderia melhorar.;7;;;;;;
24 de dezembro de 2022;Bom;Atendimento da recepção e café e manhã. ;;;;;;;;
"Tudo muito especial e zelo""";Não tenho nada para pontual de forma negativo.;7;;;;;;;;
13 de dezembro de 2022;Bom;;não tinha nada no frigobar;7;;;;;;
12 de dezembro de 2022;HOTEL PARA NEGOCIOS;Os funcionários ótimos, sempre solicitos!!! Garagem disponivel sem custo extra! Os pratos oferecidos no cardápio simples mas saborosos. Local silencioso..;O café da manhã poderia ser um pouco melhor... poderiam ofertar mais pães e bolos... nos dias que tomei café só um tipo de pão ( não estava fresquinho, nem crocante) e um so tipo de bolo... O quarto muito pequeno, e os travesseiros muito duros, não consegui dormir confortavelmente.;6;;;;;;
9 de dezembro de 2022;Bom;Quarto silencioso, chuveiro quente.;horário de Janta.. foi informado um horário e quando fui pedir informaram que encerram a partir das 21:00 hrs qualquer hora!! ;;;;;;;
Precisam ter comida praticas rápidas. .. nem todo mundo tem a mesma rotina. (pizza;" sanduiche natural)""";7;;;;;;;;
2 de dezembro de 2022;Nao me hospedarei novamente neste hotel.;Localização;Mau cheiro muito forte no quarto, passei a noite com a janela aberta para tentar amenizar. Os travesseiros são muito altos, fora do padrão. Quando solicitei um mais baixo, a recepção me disse que nao haviam travesseiros disponíveis, pois o hotel estava cheio. Praticamente nao dormi nesta noite.;6;;;;;;
2 de dezembro de 2022;TRANQUILIDADE E DIÁRIAS COM UM BOM CUSTO BENEFÍCIO.;HOTEL BEM CONSERVADO COM QUARTOS BEM EUIPADOS E CAMAS CONFORTÁVEIS.;DA LOCALIZAÇÃO.;8;;;;;;
1º de dezembro de 2022;Muito bom;Gostei de tudo;Nada a reclamar;8;;;;;;
1º de dezembro de 2022;Bom;;Quarto com forte cheiro de mofo, sanitário com cheiro de urina muito forte, chegou a irritar as narinas.;7;;;;;;
1º de dezembro de 2022;boa;café, localização;wi fi , iluminação;8;;;;;;
21 de novembro de 2022;ok para pernoite!;na ocasião foi a que apresentou melhor custo benefício próximo ao aeroporto!;travesseiros ruins!;7;;;;;;
20 de novembro de 2022;Recomendo em casos de passagem;Da regra de proibido fumar;Banheiro sem janela;;;;;;;
"Travesseiro""";9;;;;;;;;;
20 de novembro de 2022;EXCELENTE;SEMPRE MUITO BOM;;9;;;;;;
19 de novembro de 2022;Pela localizacao vale o custo;Localização e preço das diárias;Um pouco de ruído externo. Quarto pequeno.;7;;;;;;
13 de novembro de 2022;Marrom.;a localização e as meninas do café da manhã, da cozinha.;quando chegamos de viagem entregaram o quarto sujo , que outro casal havia usado.;8;;;;;;
9 de novembro de 2022;Satisfatório;;quarto compartilhado muito apertado;6;;;;;;
8 de novembro de 2022;Localização Excelente;Localização excelente. Cordialidade no Atendimento;Acesso aos quartos do 7º andar;9;;;;;;
8 de novembro de 2022;Boa hospedagem;Gostei do café da manhã e da Smart TV que havia no meu quarto. O café da manhã não tem muita variedade, mas é muito saboroso. Gostei também de o hotel ter restaurante próprio. Os funcionários são muito agradáveis e as dependências do hotel são muito acolhedoras e em ótima manutenção, apesar de ele parecer ser um prédio não tão novo. A pintura do quarto, por exemplo, parecia ser nova.;A minha cama era um pouco desconfortável e o banheiro estava com a fechadura quebrada.;8;;;;;;
6 de novembro de 2022;localização boa porém o café da manhã deixa a desejar;localização muito boa.;café da manhã com pouquíssimas opções;7;;;;;;
5 de novembro de 2022;Bom;;Deixou muito a desejar a limpeza do banheiro, mau cheiro e muito mau cuidado.;7;;;;;;
2 de novembro de 2022;Muito bom;Localização, Tv smart, ar condicionado, o chuveiro funciona muito bem, esquenta rápido e tem bastante pressão, limpeza, as camareiras arrumavam o quarto todos os dias. Café da manhã simples, com pouca variedade, mas gostoso;A janela do quarto em que fiquei estava voltada para as máquinas de ar condicionado e ficava muito barulho, eu solicitei a troca do quarto pouco tempo após o checkin mas o recepcionista disse que não poderia fazer a troca pois apesar de haver quartos disponíveis, já estavam reservados e ele não conseguia fazer a alteração no sistema, fiquei bastante descontente e acabei comprando um protetor auricular para poder dormir. Também achei o colchão um pouco desconfortável e o travesseiro muito duro.;8;;;;;;
31 de outubro de 2022;Bom custo benefício;Bom café da manhã. Justo para o preço. Acomodações boas.;Do cheiro do quarto, achei com cheiro de cigarro. Fora isso, chuveiro, ar condicionado, TV e internet com otimo funcionamento;8;;;;;;
23 de outubro de 2022;vale o custo/benefício.;o café da manhã está dentro custo/benefício, a localização é muito boa , fica apenas a observação de que o estacionamento é limitado e não há reserva de vagas.;o hotel é recomendado para quem vai ficar poucos dias no Recife.;8;;;;;;
20 de outubro de 2022;Ótimo hotel;Café da manhã com boas opções de comida.. o pessoal que trabalhava na cozinha e recepção bastante legais e agradáveis. Estacionamento com espaço suficiente para o carro.. elevador no hotel que facilita ao carregar as malas,por isso voltaria novamente a ficar no hotel.;Barulho de alguma máquina (talvez ar condicionado) que ficava ligada ao lado do quarto ..;8;;;;;;
19 de outubro de 2022;Satisfatório;Atendimento muito bom.;Banheiro com ralo solto, chuveiro semi obstruído e porta que não tranca.;6;;;;;;
17 de outubro de 2022;Bom;1) internet funciona muito bem;;;;;;;;
2) ar condicionado funciona bem tb;;;;;;;;;;
3) os funcionários são prestativos;;;;;;;;;;
4) frigobar é entregue vazio;" o que permite que o hóspede compre aquilo que lhe aprouver.""";1) a limpeza precisa melhorar. roupas de cama manchadas, saia de colchão encardida, etc ;;;;;;;;
2) travesseiros muito altos e não tinham mais finos para substituir ;;;;;;;;;;
3) os bolos do café da manhã eram insossos e sempre o mesmo sabor (fiquei três dias) ;;;;;;;;;;
4) o quarto é mal iluminado; então se vai trabalhar ou estudar; não é bom.;;;;;;;;
5) até tem uma bancada para trabalhar; mas não tem cadeira no quarto; apenas um puff. nao fica confortável trabalhar por horas nessa condição.;;;;;;;;
6) não tem tomada ao lado da cama; nem interruptor de luz;;;;;;;;;
7) o hotel oferece uma manta; se vc pedir; mas é para uso infantil! então; vc não consegue se cobrir por inteiro;" durante a noite.""";7;;;;;
17 de outubro de 2022;.;localização, organização, limpeza.;Cama desconfortável. A cama tinha um buraco que incomodava a coluna.;7;;;;;;
17 de outubro de 2022;Bom;Localização;A limpeza do banheiro ( mofo no boxe) deixa a desejar. A parede do quarto estava suja também.;7;;;;;;
15 de outubro de 2022;Fantástico;Excelente custo-benefício.;;;;;;;;
Usamos como ponto de apoio para o aeroporto. Fica a 10min de distância.;;;;;;;;;;
A equipe é muiti gentil e atenciosa.;;;;;;;;;;
Esquecemos um celular no quarto e tiveram a delicadeza de nos avisar e mantê-lo seguro até que o recuperássemos.;;;;;;;;;;
Muito obrigado;",Nada a comentar.""";9;;;;;;;;
14 de outubro de 2022;não conseguiria dormir outra noite naquela cama;recepção maravilhosa;acomodação de péssima qualidade. ;;;;;;;
;;;;;;;;;;
"quando deitamos na cama o colchão fez um buraco. dormimos dentro do buraco 😫😫😫😫😫😫""";8;;;;;;;;;
13 de outubro de 2022;Muito bom;Licitação;;8;;;;;;
11 de outubro de 2022;Boa estadia, custo e benefício. Mas, precisa melhorar nos detalhes negativos que falei.;atendimento ótimo, localização e cama boa.;Falta de manutenção no banheiro… box, a saboneteira quase caindo da parede… travesseiros duros.;7;;;;;;
10 de outubro de 2022;estadia rápida, preço alto pelos serviços oferecidos;localização;café da manha;8;;;;;;
5 de outubro de 2022;Bom custo-benefício para quem busca hotel para dormir.;O hotel é bem localizado, tem bom custo benefício, quarto razoavelmente confortável, com decoração clean e banheiro clean também. Tem um custo benefício muito bom.;Foi minha segunda estadia e notei que a questão da manutenção dos quartos deu uma caída brutal, pelo menos com relação ao quarto que eu fiquei. Notei algumas pequenas infiltrações e um pouco de mofo. Nada de cheirinho agradável no ambiente e roupa de cama. Faltou um edredom ou cobre-leito. Quando pedimos, precisamos ir à recepção buscar uma manta de solteiro com cheiro de guardada. Claro que estamos em período pós-pandemia e os estabelecimentos estão se recuperando, mas notei essa grande diferença em relação à minha primeira estadia, quando o quarto estava perfeito, tinha cheirinho de limpeza, nada de mofo ou infiltração. Tinha coberta tb.;7;;;;;;
5 de outubro de 2022;oraganizaso porém precisa melhorar bastante em alguns aspectos;quarto limpo;cama tinha um ferro que machuca nas laterais, o café da manhã muito fraco, pessoas com intolerância à lactose não come nada lá pq não tem opção sem;;;;;;;
lactose. cuscuz muito seco; precisa melhorar no café ;;;;;;;;;
me decepcionei pq qdo cheguei o preço foi outro; na hora da reserva quarto casal e no booking a opção de uma pessoa; fiquei sem entender pq era eu meu marido. daí paguei mais caro na estadia; precisa abastecer o frigobar q eh seco;" e melhorar o café da manhã com mais opções de comida""";7;;;;;
3 de outubro de 2022;É sempre bom melhorar;Gostei do ar, da cama, armário limpeza do quarto;Não gostei do banheiro, ta mal conservado. e Pedir prato e talheres no quarto e fui informada q não tinha, sem falar nos funcionários que não são nem pouco simpáticos não cumprimenta os hóspedes nem com bom dia. Mas como meu objetivo era apenas descansar então valeu.;6;;;;;;
2 de outubro de 2022;Bom;boa acomodação;;7;;;;;;
29 de setembro de 2022;Bom;Funcionários educados e prestativos!;A Localização não é da melhores, camas desconfortáveis, quarto micro, café da manhã com pouquíssimas opções!;7;;;;;;
29 de setembro de 2022;Bom custo benefício;Bem localizado, a 2 quadras da feira de Boa Viagem. Café da manhã satisfatório.;roupas de cama ruins.;7;;;;;;
26 de setembro de 2022;REALIDADE.;Funcionários educados e atenciosos.;Localização do hotel.;7;;;;;;
26 de setembro de 2022;Satisfatório;Cama confortável e ótimo café da manhã;Não gostamos da limpeza do banheiro tava com mau cheiro, o ar condicionado estava molhando o quarto e muito barulho nos corredores. Muito inconveniente.;6;;;;;;
25 de setembro de 2022;Muito bom;Cama boa para dormir.;;8;;;;;;
22 de setembro de 2022;Bom;cafe, local e armário;instalações, preço produto e falta variedade;7;;;;;;
22 de setembro de 2022;Muito bom;Quarto limpo, aconchegante e funcional.;Barulho do exaustor do banheiro.;8;;;;;;
20 de setembro de 2022;Fantástico;;infelizmente,o ar condicionado estava vazando para dentro do quarto, e o recepcionista me informou que não teria como me mudar de apartamento , pois o hotel estava cheio!;9;;;;;;
20 de setembro de 2022;Boa;Localização e equipe do hotel;Não se aplica;9;;;;;;
14 de setembro de 2022;Muito bom;localização;quarto pequeno com infiltração e cama desconfortável;8;;;;;;
13 de setembro de 2022;Bom custo benefício.;O hotel possui ótima localização, bem próximo a praia. O quarto é bem limpinho e a tv possui acesso a netflix, disney e youtube. Tem ar condicionado no quarto e o chuveiro é ótimo.;O café da manhã é bem simples, gostoso porém com poucas opções. O elevador no meu andar estava com defeito,eu estava hospedada no 7º andar e o café era no 9º e eu nunca conseguia ir de elevador pois o botão para solicitar o elevador para subir estava estragado, então eu precisei utilizar a escada, pois, caso contrário a opção era descer primeiro com o elevador e depois subir. No meu quarto não tinha coberta, apenas lençol.;8;;;;;;
12 de setembro de 2022;Café;Localização.;Café acho que pode melhorar cabe a gerente.;8;;;;;;
12 de setembro de 2022;bom com custo beneficio excelente;quarto bom ,boa limpeza e localizaçaõ otimo cafe da manhã;poucas vagas para guardar o carro;8;;;;;;
10 de setembro de 2022;boa;boa acomodação;produtos um pouco velhos;7;;;;;;
7 de setembro de 2022;Satisfatório;;Limpeza poderia melhorar. Principalmente banheiros;6;;;;;;
5 de setembro de 2022;Pode ser melhor;A localização é boa, bons restaurantes na região. Gostei da tv por ser smart.;O café da manhã poderia ser melhor, percebi que não tinha dedicação e sim colocavam as coisas e pronto, poderiam aproveitar os pratos da cidade para entregarem uma experiência melhor. A cama não era confortável.;7;;;;;;
5 de setembro de 2022;Bom;atenção da recepção;café da manhã a desejar e acústica do ambiente ruim, principalmente do apartamento;7;;;;;;
1º de setembro de 2022;Excelente localização e conforto;chuveiro quente e acesso de elevador;Roupas de cama com aspecto de velhas;8;;;;;;
29 de agosto de 2022;Satisfatório;#NOME?;;;;;;;;
#NOME?;;;;;;;;;;
#NOME?;" atentos a necessidade do hospede quando foi reservar""";-;8;;;;;;;
26 de agosto de 2022;Fantástico;Localizacao;;9;;;;;;
23 de agosto de 2022;boa;Equipe muito atenciosa e estacionamento coberto;O café da manhã poderia ter mais opções, inclusive para pessoas alérgicas, com opções sem gluten e sem lactose.;9;;;;;;
22 de agosto de 2022;Muito bom;O quarto estava sempre limpo, tem tv smart, ar condicionado, frigobar, o banheiro é grande e o chuveiro é muito bom.;;8;;;;;;
20 de agosto de 2022;Ruim;Da localização e café da manhã.;Não tem colcha para cobrir. Camas moles e com apenas um travesseiro muito alto. Quarto com infiltração. Senti falta de shampoo e condicionador. Box e azuleijo do banheiro com lodo. Limpeza deixou a desejar. Não recomendo.;6;;;;;;
7 de agosto de 2022;bom!;funcionários;café da manhã e cobertores alérgicos;7;;;;;;
7 de agosto de 2022;Muito bom;—;Estacionamento rotativo(deveria ter mais vagas), muitos moradores de rua próximo ao hotel.;8;;;;;;
1º de agosto de 2022;Foi uma estadia muito curta, apenas uma noite, mas eu me hospedaria de novo com certeza.;Funcionários atenciosos, quarto confortável, boa localização.;Não da pra dizer que o café da manhã é ótimo, É um cafe da manhã bom.;9;;;;;;
29 de julho de 2022;Muito boa;Gostei de tudo localização ótima;O meu quarto não foi limpo;8;;;;;;
29 de julho de 2022;Muito bom;Por ser proximo ao aeroporto.;Quarto com cheiro de mofo.;8;;;;;;
29 de julho de 2022;Bom;localização;lençóis;7;;;;;;
27 de julho de 2022;Falta de conforto na hospedagem.;Elevador Bom. Café Bom.;.Não gostei da localização. Difícil acesso,até o taxista teve dificuldade em chegar ao local. Não tem restaurante. Se necessitar quaisquer tipos de alimentos, só delivery! Camas se o menor conforto. Solicitei um quarto com cama de casal, e foi colocado dois colchões de solteiro. Não recomendo a nenhum amigo.;6;;;;;;
25 de julho de 2022;Fantástico;localização muito boa;não tinha cama de casal;9;;;;;;
25 de julho de 2022;Recomendo.;Localização.;Barulho de alguns hóspedes, pois observei que perto do meu quarto tinha muitos jovens num quarto só.;8;;;;;;
21 de julho de 2022;Fantástico;Muito boa a localização, café da manhã com pouca variedade de proteína.;Não gostei do café da manhã;9;;;;;;
19 de julho de 2022;Fantástico;Atendimento 10;;;;;;;;
"Acomodações: 10""";Um pouco de ruído no quarto.!;9;;;;;;;;
19 de julho de 2022;Muito bom;;internet ruim;8;;;;;;
18 de julho de 2022;Bom custo-benefício;Travesseiros e colchão confortáveis.;Apenas um interruptor de luz.;8;;;;;;
18 de julho de 2022;Satisfatória;Boa localização, preço razoável bom atendimento.;Estacionamento;8;;;;;;
18 de julho de 2022;Atendeu as expectativas para apenas uma noite de passagem a espera de um próximo voo.;Localização próxima ao aeroporto , café da manhã gostoso e no horário apropriado ao voo bem cedo.;;8;;;;;;
18 de julho de 2022;Fantástico;Localização;Não tinha lençol;9;;;;;;
18 de julho de 2022;não dormi , nada nos 2 dias em que fiquei hospedada , com dor no pescoço e nas costas por conta do colchão e travesseiro;limpeza e localização;a cama dé casal é pequena e estava afundando o colchão. os travesseiros eram bem altos e duros. os móveis estavam velhos e se desmanchando. mas o hotel só precisa de algumas trocas ele é muito bom. me hospedo desde a inauguração.;7;;;;;;
18 de julho de 2022;Satisfatório;localização;cama muito ruim banheiro Velho;6;;;;;;
16 de julho de 2022;Ótimo custo benefício;Achei ótima minha estadia. Parabenizo à direção e aos funcionários. Tudo funcionando perfeitamente, limpeza, ar condicionado, chuveiro, controle remoto, televisão, café da manhã de qualidade. Enfim, ótimo custo benefício;Não se aplica;9;;;;;;
16 de julho de 2022;custo benefício bom;quartos novos;café fraco;6;;;;;;
14 de julho de 2022;Fantástico;Faltou varias vezes a reposiçao de utensílios e algum produto, por falta de funcionários.;;9;;;;;;
14 de julho de 2022;Bom;Custo benefício bom!;Percebe-se que a cama do quarto precisa ser trocada, é aquela cama que quando se deita , tem um buraco no meio, o conforto da cama ficou a desejar.;7;;;;;;
13 de julho de 2022;Muito bom;Funcionários atenciosos;Cama de casal pequena;8;;;;;;
11 de julho de 2022;Razoável;. limpeza;Achei que deixou a desejar no atendimento, tendo em vista cobrar taxa de 2,00 por um talher descartável e ter que o hóspede vir buscar na recepção e não irem deixar no quarto;6;;;;;;
10 de julho de 2022;Foi bom.;É bom, irei de novo.;Alguns Coxões;9;;;;;;
6 de julho de 2022;Indico com Certeza!;próxima do aeroporto;;;;;;;;
café da manhã simples; porém bom!;;;;;;;;;
"atendente muito cortês e atencioso.""";não oferecem serviço de quarto a noite, poderia ser algo a melhorar. precisamos de cobertas limpas (pq as que tinham no quarto estavam cheirando mal) e tivemos que descer p buscar pois não havia quem levasse.;9;;;;;;;;
6 de julho de 2022;Fantástico;Toda estrutura de quartos, limpeza, tudo novo muito mas muito bom.;Café da manhã simplório não condiz com cafés nordestino;9;;;;;;
5 de julho de 2022;Fantástico;Hotel muito bom, apesar do café da manhã meio fraco, mas do resto, voltaria;Café da manhã, pelo porte do hotel, poderia ser melhor.;9;;;;;;
4 de julho de 2022;Bom;A localização do hotel em uma área bem tranquila e perto de bares, restaurantes shopping. O atendimento da recepção bem satisfatório.;O apartamento 103 que fiquei (espero que tenha sido uma exceção dos demais), o telefone não funcionava, no meio da cama alguma junção de duas camas incomodava demais, no banheiro tinha um pingo de urina na tampa da privada, um sabonete já usado na saboneteira do box e a pia entupida. Espero que com essas críticas, esteja contribuindo para a melhoria.;7;;;;;;
4 de julho de 2022;Suave;Acomodação foi muito legal.;;;;;;;;
"Banheira com água quente""";Da localização;;;;;;;;;
"Do café da manhã.""";8;;;;;;;;;
4 de julho de 2022;Confortavél.;Gostei da localização, do pessoal que trabalha e da limpeza.;O quarto um pouco pequeno, mas, para quem vai curtir a cidade e somente dormir, esta ok.;9;;;;;;
4 de julho de 2022;Fantástico;Localização privilegiada, perto da praia de Boa Viagem e feirinha/igreja;;9;;;;;;
3 de julho de 2022;Muito bom;limpeza, localização e atendimento!;só falta estacionamento suficiente para os hóspedes.;8;;;;;;
3 de julho de 2022;Bonzinho;Da localização;Do tamanho do quarto;7;;;;;;
3 de julho de 2022;achei ótimo, valeu a pena.;Tudo limpo, funcionários simpáticos e o quarto atende bem as expectativas.;a tv não é smart;9;;;;;;
2 de julho de 2022;satisfeito!;limpeza;travesseiro;7;;;;;;
1º de julho de 2022;Bom;localização;pequeno o quarto;7;;;;;;
27 de junho de 2022;Bom;Café da manhã, localização, agilidade na reserva , pois reservei meia hora antes de me hospedar . ;;;;;;;;
;;;;;;;;;;
Como a reserva foi de emergência; minha experiência foi muito boa. O atendente me orientou sobre lugar próximo para pedir alimentacao;" mesmo sendo um domingo apos às 22 horas.""";Frigobar fazendo barulho e acústica ruim. Dava pra ouvir barulho dos outros hóspedes no outro quarto e das camareiras tambem.;7;;;;;;
27 de junho de 2022;Agradável, proporcional ao valor pago. Ou seja dentro do esperado...;Equipe, sempre pronta para lhe atender....;Box do banheiro, com vazamento ao tomar banho, no restante do banheiro.;7;;;;;;
26 de junho de 2022;Boa;acomodação simples mas atende ao que pretendia, apenas dormir uma noite;frigobar vazio. ter q comprar na recepcao e levar para o apto é ruim;6;;;;;;
23 de junho de 2022;Muito bom;Boa localização, funcionários prestativos e atenciosos.;;8;;;;;;
22 de junho de 2022;Muito bom. Atendeu nossas expectativas.;Localização ótimo, próximo ao aeroporto, na praia da Enseada. Atendeu as nossas expectativas, hospedamos pra aguardar o horário do voos que era de noite. Chuveiro bom, camas confortáveis. Café da manhã simples, mas gostoso.;Nada de que não tenha gostado. Atendeu nossas expectativas.;9;;;;;;
21 de junho de 2022;razoável pelo custo-beneficio da região;da localização;do cheiro do banheiro;7;;;;;;
20 de junho de 2022;Bom custo/benefício;Custo/benefício e localização;Café da manhã;6;;;;;;
20 de junho de 2022;Muito bom;Cama;;;;;;;;
Banheiro ;;;;;;;;;;
Café da manhã;" simples!""";Cobertor muito pequeno ;;;;;;;;
"So tinha um travesseiro muito fino por sinal.""";8;;;;;;;;;
17 de junho de 2022;Bom;Localização;Da Cama;8;;;;;;
16 de junho de 2022;Bom;;só disponibilizam uma toalha, sendo o quarto pra duas pessoas, apenas um lençol fino, solicitei mas informaram que não disponibilizariam outro, passei frio à noite.;7;;;;;;
16 de junho de 2022;Boa localização, funcionários atenciosos;a localização é ótima;Paredes sujas;8;;;;;;
